rmse_train,rmse_test,mase_test,bias_test,theta,n
158.62518058261773,123.18536234656248,0.4332571496734727,-0.6949687761859984,5,120
107.4417007703927,96.21900765994772,0.3987657246670426,5.4381634533523595,5,120
112.9779887894122,124.75903067023143,0.3612717629743549,1.1548562479987226,5,120
135.1925654946909,135.3032270301299,0.3290700812854093,13.193203390259974,5,120
123.02216863391729,150.57871226078456,0.4431191607052347,8.906769293350933,5,120
128.23433455407383,111.7049975050789,0.4047155740796543,-14.455962288441706,5,120
110.07290515149943,107.54459489976901,0.32770998554069986,-4.000286827795427,5,120
135.19311820269994,147.49844300983142,0.4055351474064139,-5.8072938947717505,5,120
108.51678232571577,129.58414780204978,0.48060418810972527,-14.914440906645007,5,120
119.60679849475937,160.92257749569404,0.35184213687911187,-35.31036569045466,5,120
122.25787667663475,118.6032953054512,0.4145196671224426,-10.600192316818726,5,120
130.07777152300017,134.48394972752402,0.4998268352775412,28.108890817028414,5,120
137.80610272503674,128.9997651476196,0.34236521857921337,17.19685115885641,5,120
116.98761807511724,136.40805777160992,0.45164104717659115,3.960235724980391,5,120
122.786581440461,159.82538341286426,0.37094186989146627,-24.711897160013212,5,120
138.2835020552975,157.2979172485067,0.3616034682906521,-19.525490464390572,5,120
125.92487582770487,120.18758042291975,0.37723021093515374,-6.9147563745683795,5,120
120.03479898474224,145.05165126393518,0.27655729324620076,-51.66163856579237,5,120
134.37870411786736,187.87812070047084,0.4473609977447079,-15.48183026932134,5,120
114.27041591359374,139.15638201084968,0.3859125574684921,-22.52190428437305,5,120
126.588013384681,119.62791653088303,0.3829440586328676,-14.410301870169414,5,120
133.9884819016005,129.07994322295883,0.3978373119982147,-3.9030735281661926,5,120
122.36321478868749,103.01110891443753,0.34725936998816903,13.570668379928014,5,120
114.85180153081926,98.64711846325062,0.2932879550064576,10.423521185713502,5,120
144.8844941305874,140.96142806909882,0.29423036233790123,-21.188287585911507,5,120
150.7061827840972,128.71019809035627,0.3979064231438912,13.88647573678378,5,120
132.29621748280292,112.42993214856742,0.2904635073891429,-27.692066218025218,5,120
120.66923019224159,145.8402193137404,0.41467673391458115,-18.63337621024457,5,120
128.8454111736313,185.33615802228152,0.4986283321627738,35.95967026046363,5,120
109.88957668232837,152.4576490772814,0.4262169903745186,22.4478998862474,5,120
