rmse_train,rmse_test,mase_test,bias_test,theta,n
128.36861888944392,81.36028641020998,0.3201361905306336,-6.981752187186544,1.5,60
110.80784697156813,68.59990585795619,0.3301555925526269,-5.069745699705323,1.5,60
153.52428896066903,166.83435602874576,0.5801889570270442,16.49593715602174,1.5,60
130.82590034627827,82.85395161688129,0.1867858117048752,-26.984884597086367,1.5,60
103.766100536279,83.88950686133339,0.7016651652525613,22.752275351291637,1.5,60
107.22731224932825,110.87906115105405,0.44112768798042845,-30.5876064053254,1.5,60
100.1963152754315,135.33142471304916,0.2454585351603591,-38.94862462481627,1.5,60
161.6599105437605,92.47878895350449,0.2878716439166388,28.19322334029806,1.5,60
91.58750356662664,67.6251310349068,0.29151488762913624,16.48976986377086,1.5,60
114.02550489191218,151.4018137381826,0.4190050888333328,-16.210922913134148,1.5,60
159.00781674235222,88.2454918346012,0.2389068579935296,-6.912583774900781,1.5,60
100.71916944318134,148.8863252406562,0.3264473828692521,-0.6390686367783438,1.5,60
111.62580941419262,123.28026998170341,0.2840780898753201,-6.067949788777746,1.5,60
129.75550936906043,78.70023608003082,0.25120382046129575,18.464371117183795,1.5,60
104.99079120059059,170.09781277416218,0.40542904029540205,-52.08315153718851,1.5,60
117.63966839573516,125.40977476034617,0.33777315951514786,21.02880518406784,1.5,60
133.17223624937898,168.65914804596324,0.6507698925887344,58.67138883837797,1.5,60
136.0244190373146,151.90043040709315,0.36170401871811686,-12.970975980500038,1.5,60
125.07944011444611,115.3628021588524,0.2729010801630324,20.020510572644657,1.5,60
127.58006435035705,112.05689741717524,0.33142490852299944,12.690769020132908,1.5,60
103.77430222520461,115.01034557063784,0.44800640788286095,-12.735116620254885,1.5,60
103.3327205216118,96.44407853033798,0.3111331361090814,20.081124952677254,1.5,60
152.96681003060996,143.20480817113605,0.5067537871722106,17.773793426786888,1.5,60
141.2262578757808,148.53648354716904,0.4207297685338272,6.15546532029285,1.5,60
102.79639643519589,123.30615230776037,0.28807068337960035,-3.0802721715350585,1.5,60
107.67027723655985,133.6544972436519,0.338212879394867,0.460681598652276,1.5,60
116.91042683071454,155.0200318632669,0.3643360865789026,15.489108055425355,1.5,60
