latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
-0.1982,35.3549,318.5,1.0,1.0,2008-12-02,806,Terra,MODIS,46,6.2,303.7,8.1,D,0,2008,12,27.290146,12.89917,15.911833
0.0524,37.3387,314.5,1.1,1.0,2008-12-02,806,Terra,MODIS,50,6.2,297.4,10.3,D,0,2008,12,18.964802,5.2150664,46.269444
0.2734,34.4109,316.7,1.1,1.0,2008-12-02,806,Terra,MODIS,69,6.2,299.7,7.4,D,0,2008,12,28.989933,15.401176,15.306376
0.0511,37.3479,326.1,1.1,1.0,2008-12-02,806,Terra,MODIS,77,6.2,297.9,22.7,D,0,2008,12,18.964802,5.2150664,46.269444
0.9171,34.9153,316.5,1.0,1.0,2008-12-02,806,Terra,MODIS,54,6.2,297.6,7.9,D,0,2008,12,26.206577,11.313892,3.5454457
-0.156,35.3215,316.4,1.0,1.0,2008-12-02,806,Terra,MODIS,22,6.2,298.2,6.6,D,0,2008,12,26.570757,12.722448,14.935014
-2.3345,40.4973,322.1,1.8,1.3,2008-12-02,807,Terra,MODIS,48,6.2,302.9,19.9,D,0,2008,12,32.80525,24.283936,65.44385
-2.3301,40.4914,320.1,1.8,1.3,2008-12-02,807,Terra,MODIS,49,6.2,302.2,17.5,D,0,2008,12,32.89613,24.291973,64.28824
-0.1174,35.2061,318.1,1.4,1.2,2008-12-04,754,Terra,MODIS,69,6.2,301.0,12.5,D,0,2008,12,29.28173,14.946792,13.428163
-2.6395,40.2336,325.3,1.1,1.0,2008-12-04,1052,Aqua,MODIS,41,6.2,302.2,9.4,D,0,2008,12,32.763382,23.78908,51.187954
3.148,35.8462,322.7,2.4,1.5,2008-12-06,741,Terra,MODIS,63,6.2,297.2,25.2,D,0,2008,12,35.53969,21.54165,5.942576
3.1509,35.8247,322.6,2.4,1.5,2008-12-06,741,Terra,MODIS,65,6.2,296.2,24.5,D,0,2008,12,35.601936,21.48886,5.3439264
3.1531,35.8408,325.3,2.4,1.5,2008-12-06,741,Terra,MODIS,72,6.2,296.5,34.3,D,0,2008,12,35.53969,21.54165,5.942576
-3.5037,37.6253,318.9,1.4,1.2,2008-12-06,743,Terra,MODIS,46,6.2,299.4,13.3,D,0,2008,12,,,
-0.089,35.2487,314.3,1.5,1.2,2008-12-07,825,Terra,MODIS,57,6.2,300.5,10.9,D,0,2008,12,28.46915,14.349431,14.149566
0.769,34.8904,318.9,1.4,1.2,2008-12-07,825,Terra,MODIS,65,6.2,304.8,9.7,D,0,2008,12,26.401003,11.758605,4.2912083
-0.0729,35.1242,339.8,1.1,1.0,2008-12-07,1124,Aqua,MODIS,89,6.2,306.2,34.9,D,0,2008,12,29.980078,15.516375,12.960144
0.0305,34.11,323.4,1.0,1.0,2008-12-07,1124,Aqua,MODIS,53,6.2,300.6,14.3,D,0,2008,12,28.69001,16.210997,18.469604
-0.0311,34.8668,314.6,1.0,1.0,2008-12-09,813,Terra,MODIS,15,6.2,297.5,5.7,D,0,2008,12,27.668627,14.31607,17.507416
-0.5883,34.1503,318.0,1.2,1.1,2008-12-09,1111,Aqua,MODIS,35,6.2,301.2,9.3,D,0,2008,12,25.455322,14.134581,43.45577
-1.8015,36.0051,328.8,1.0,1.0,2008-12-09,1111,Aqua,MODIS,48,6.2,303.0,17.1,D,0,2008,12,28.312284,16.538525,25.288946
-0.5798,34.276,329.9,1.2,1.1,2008-12-09,1111,Aqua,MODIS,68,6.2,305.1,21.0,D,0,2008,12,29.000385,15.934784,30.869038
0.0322,34.0604,313.4,1.2,1.1,2008-12-09,1112,Aqua,MODIS,45,6.2,296.6,9.9,D,0,2008,12,28.4906,16.306503,18.695335
0.0439,34.0051,314.4,1.2,1.1,2008-12-09,1112,Aqua,MODIS,53,6.2,295.0,11.6,D,0,2008,12,28.570877,16.261171,18.680006
0.6747,35.2893,328.9,1.1,1.1,2008-12-11,800,Terra,MODIS,79,6.2,302.1,21.9,D,0,2008,12,24.405731,10.086708,3.742287
