latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
-1.3682,37.1082,330.7,3.0,1.6,2004-02-01,1136,Aqua,MODIS,81,6.2,303.1,75.1,D,0,2004,2,28.836891,16.529047,31.485203
-2.018,40.7449,312.5,3.2,1.7,2004-02-03,1123,Aqua,MODIS,54,6.2,283.8,24.1,D,0,2004,2,33.137566,25.761702,3.6738462
0.5192,34.5078,312.0,1.2,1.1,2004-02-03,1124,Aqua,MODIS,53,6.2,287.4,6.0,D,0,2004,2,30.199959,17.501532,35.743694
-0.5959,34.2874,311.5,1.1,1.1,2004-02-03,1124,Aqua,MODIS,53,6.2,280.6,8.7,D,0,2004,2,30.147463,19.04433,49.575832
1.4836,40.063,334.5,1.9,1.3,2004-02-04,1029,Aqua,MODIS,75,6.2,310.5,27.0,D,0,2004,2,37.49389,24.416319,4.483857
1.4924,39.976,313.3,1.1,1.1,2004-02-04,1958,Terra,MODIS,85,6.2,299.7,8.7,N,0,2004,2,37.253777,24.59808,4.3587966
1.464,39.9903,316.8,1.0,1.0,2004-02-04,2250,Aqua,MODIS,51,6.2,294.6,12.7,N,0,2004,2,37.253777,24.59808,4.3587966
1.3777,34.8338,327.2,1.1,1.0,2004-02-05,818,Terra,MODIS,77,6.2,306.6,15.2,D,0,2004,2,30.198734,15.856653,11.511131
-2.5917,39.6875,314.1,2.8,1.6,2004-02-05,819,Terra,MODIS,50,6.2,290.5,21.9,D,0,2004,2,32.317352,24.3583,17.446102
-0.0839,35.1175,318.6,1.2,1.1,2004-02-05,819,Terra,MODIS,62,6.2,289.8,12.9,D,0,2004,2,31.446812,18.604082,58.675545
0.653,35.801,314.4,1.3,1.1,2004-02-05,819,Terra,MODIS,25,6.2,297.1,9.8,D,0,2004,2,26.29585,13.864052,30.97361
-0.1961,35.5944,316.2,1.3,1.1,2004-02-05,819,Terra,MODIS,66,6.2,299.4,9.0,D,0,2004,2,24.212242,11.319469,38.129833
-2.3421,40.5011,326.2,1.7,1.3,2004-02-05,1111,Aqua,MODIS,52,6.2,292.6,25.6,D,0,2004,2,32.590595,25.67822,7.9373465
-2.5968,39.6877,324.6,1.5,1.2,2004-02-05,1111,Aqua,MODIS,0,6.2,292.4,19.6,D,0,2004,2,32.317352,24.3583,17.446102
-2.5292,40.5569,321.8,1.7,1.3,2004-02-05,1111,Aqua,MODIS,0,6.2,289.9,24.4,D,0,2004,2,32.099567,25.469053,8.540077
-2.5666,40.3022,344.7,1.6,1.3,2004-02-05,1111,Aqua,MODIS,91,6.2,292.8,84.4,D,0,2004,2,32.707542,25.377615,9.096546
-2.4504,40.6881,324.3,1.8,1.3,2004-02-05,1111,Aqua,MODIS,71,6.2,291.4,25.2,D,0,2004,2,32.474873,25.527449,6.241344
-2.303,40.5266,324.4,1.7,1.3,2004-02-05,1111,Aqua,MODIS,51,6.2,294.4,22.1,D,0,2004,2,32.81218,25.7179,6.9072666
-2.3053,40.5113,323.8,1.7,1.3,2004-02-05,1111,Aqua,MODIS,33,6.2,295.3,20.3,D,0,2004,2,32.81218,25.7179,6.9072666
-1.7302,36.5491,327.3,1.0,1.0,2004-02-05,1111,Aqua,MODIS,69,6.2,302.0,11.0,D,0,2004,2,29.959976,17.993633,38.33658
-1.7289,36.5583,347.4,1.0,1.0,2004-02-05,1111,Aqua,MODIS,93,6.2,300.9,43.8,D,0,2004,2,29.959976,17.993633,38.33658
-1.738,36.5596,321.7,1.0,1.0,2004-02-05,1111,Aqua,MODIS,52,6.2,299.3,4.3,D,0,2004,2,29.959976,17.993633,38.33658
-2.454,40.6819,325.6,1.8,1.3,2004-02-05,1111,Aqua,MODIS,71,6.2,291.6,25.6,D,0,2004,2,32.474873,25.527449,6.241344
-2.9776,40.0813,324.4,1.6,1.2,2004-02-05,1111,Aqua,MODIS,77,6.2,290.0,19.9,D,0,2004,2,31.371698,23.683369,10.815599
