latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
2.1214,36.437,331.5,3.9,1.8,2014-04-01,842,Terra,MODIS,58,6.2,304.3,121.8,D,0,2014,4,36.69626,21.91203,32.2616
2.1051,36.4345,328.6,3.9,1.8,2014-04-01,842,Terra,MODIS,49,6.2,303.7,88.1,D,0,2014,4,36.69626,21.91203,32.2616
2.111,36.4425,331.5,3.9,1.8,2014-04-01,842,Terra,MODIS,39,6.2,304.2,107.8,D,0,2014,4,36.69626,21.91203,32.2616
2.1274,36.4449,331.9,3.9,1.8,2014-04-01,842,Terra,MODIS,50,6.2,304.2,125.6,D,0,2014,4,36.459328,21.89576,32.739037
2.1378,36.4395,331.1,3.9,1.8,2014-04-01,842,Terra,MODIS,46,6.2,303.6,126.2,D,0,2014,4,36.459328,21.89576,32.739037
-0.8744,34.4452,318.6,1.9,1.3,2014-04-01,1140,Aqua,MODIS,69,6.2,298.2,22.1,D,0,2014,4,27.063507,15.9119,101.766556
-0.4958,36.4294,327.5,1.4,1.2,2014-04-02,748,Terra,MODIS,78,6.2,302.6,27.7,D,0,2014,4,22.299122,9.027433,43.18444
-0.1455,35.154,335.5,1.8,1.3,2014-04-02,748,Terra,MODIS,86,6.2,302.6,63.5,D,0,2014,4,28.500294,15.895483,60.14679
-0.1479,35.1701,319.7,1.8,1.3,2014-04-02,748,Terra,MODIS,70,6.2,301.7,18.9,D,0,2014,4,28.204798,15.697878,59.839333
-3.5493,38.372,323.0,1.1,1.0,2014-04-02,749,Terra,MODIS,40,6.2,304.0,11.0,D,0,2014,4,26.639576,17.872559,61.038334
-2.3841,40.748,329.7,1.2,1.1,2014-04-02,1044,Aqua,MODIS,74,6.2,306.6,10.1,D,0,2014,4,31.770535,24.801964,92.08518
-2.3825,40.5357,327.6,1.2,1.1,2014-04-02,1044,Aqua,MODIS,40,6.2,300.4,15.7,D,0,2014,4,31.278383,24.672829,76.70781
-2.2251,40.4902,319.4,1.2,1.1,2014-04-02,1044,Aqua,MODIS,25,6.2,296.8,14.8,D,0,2014,4,31.546581,24.690123,67.236725
-0.2604,35.0883,318.9,1.9,1.3,2014-04-03,831,Terra,MODIS,72,6.2,300.1,20.3,D,0,2014,4,27.522635,15.352562,62.64605
