latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
-0.1046,35.2177,314.3,1.9,1.3,2005-09-01,830,Terra,MODIS,64,6.2,296.9,19.4,D,0,2005,9,28.375702,14.926353,93.10671
-1.3651,35.6124,320.0,2.2,1.4,2005-09-01,830,Terra,MODIS,65,6.2,299.2,28.9,D,0,2005,9,25.128191,11.2186775,17.018923
-2.6529,40.2327,316.6,2.8,1.6,2005-09-01,1122,Aqua,MODIS,36,6.2,296.0,27.3,D,0,2005,9,29.286375,21.603954,58.663025
0.2977,38.0868,324.2,2.2,1.4,2005-09-01,1123,Aqua,MODIS,0,6.2,291.6,36.3,D,0,2005,9,30.180077,16.929243,2.2667322
0.5586,37.9399,347.3,2.9,1.6,2005-09-02,1028,Aqua,MODIS,93,6.2,300.9,195.2,D,0,2005,9,30.939104,17.188938,2.274744
0.5609,37.9323,350.8,2.9,1.6,2005-09-02,1028,Aqua,MODIS,95,6.2,299.9,229.2,D,0,2005,9,30.939104,17.188938,2.274744
-0.223,37.9911,322.5,2.9,1.6,2005-09-02,1028,Aqua,MODIS,51,6.2,296.2,44.8,D,0,2005,9,30.066439,17.877483,0.98763436
0.453,34.3397,329.3,1.0,1.0,2005-09-03,1111,Aqua,MODIS,80,6.2,300.1,19.3,D,0,2005,9,28.77581,16.646652,141.57928
1.5425,40.801,320.6,2.9,1.6,2005-09-04,1016,Aqua,MODIS,48,6.2,294.7,38.9,D,0,2005,9,33.61366,22.187843,5.3585577
1.5651,40.8045,308.2,1.0,1.0,2005-09-04,1944,Terra,MODIS,71,6.2,295.3,5.8,N,0,2005,9,33.61366,22.187843,5.3585577
1.5753,40.8121,306.5,1.0,1.0,2005-09-04,1944,Terra,MODIS,50,6.2,295.4,4.7,N,0,2005,9,33.61366,22.187843,5.3585577
2.5705,36.2555,342.7,1.0,1.0,2005-09-05,804,Terra,MODIS,84,6.2,312.0,22.9,D,0,2005,9,36.49773,21.401997,4.2676597
-1.3124,36.9069,343.4,1.0,1.0,2005-09-05,805,Terra,MODIS,90,6.2,304.1,38.5,D,0,2005,9,26.051657,13.067691,9.488961
-0.3841,38.3595,323.1,1.2,1.1,2005-09-05,805,Terra,MODIS,65,6.2,305.6,6.5,D,0,2005,9,28.98332,16.953556,1.0015413
0.4405,38.1236,328.1,1.1,1.1,2005-09-05,805,Terra,MODIS,60,6.2,309.1,11.8,D,0,2005,9,29.684452,16.463951,3.4269528
-0.9358,38.2597,334.0,1.0,1.0,2005-09-05,1058,Aqua,MODIS,77,6.2,311.3,14.9,D,0,2005,9,28.08616,16.391083,2.4739928
-0.6266,38.6144,327.5,1.0,1.0,2005-09-05,1058,Aqua,MODIS,59,6.2,308.5,8.8,D,0,2005,9,29.178322,18.65422,1.0249988
-0.5928,38.4038,332.5,1.0,1.0,2005-09-05,1058,Aqua,MODIS,74,6.2,312.5,9.4,D,0,2005,9,29.133127,17.265444,1.9248643
-1.4014,41.2406,325.6,1.2,1.1,2005-09-05,1058,Aqua,MODIS,74,6.2,299.1,21.1,D,0,2005,9,29.473593,22.523455,46.7785
-0.7829,38.4252,332.9,1.0,1.0,2005-09-05,1058,Aqua,MODIS,75,6.2,312.4,10.9,D,0,2005,9,28.954605,17.656195,1.8701534
-0.8196,37.9766,326.8,1.0,1.0,2005-09-05,1058,Aqua,MODIS,35,6.2,304.4,10.1,D,0,2005,9,28.186604,15.856198,4.1366143
-1.3806,38.3629,337.5,1.0,1.0,2005-09-05,1058,Aqua,MODIS,82,6.2,309.7,23.6,D,0,2005,9,27.507063,17.184237,3.6322033
-1.6632,38.4497,332.0,1.0,1.0,2005-09-05,1058,Aqua,MODIS,74,6.2,310.2,11.9,D,0,2005,9,29.968452,19.200346,3.4846582
-0.7605,38.0615,336.8,1.0,1.0,2005-09-05,1058,Aqua,MODIS,82,6.2,306.6,22.1,D,0,2005,9,27.684397,15.455246,3.3935804
-1.3794,38.3718,328.7,1.0,1.0,2005-09-05,1058,Aqua,MODIS,49,6.2,309.4,10.4,D,0,2005,9,27.507063,17.184237,3.6322033
0.0088,38.165,338.7,1.0,1.0,2005-09-05,1059,Aqua,MODIS,76,6.2,314.9,18.2,D,0,2005,9,30.282644,18.045864,1.0729892
-0.2279,38.3814,340.6,1.0,1.0,2005-09-05,1059,Aqua,MODIS,85,6.2,311.9,20.7,D,0,2005,9,29.872345,18.420818,
-0.2189,38.3801,331.1,1.0,1.0,2005-09-05,1059,Aqua,MODIS,48,6.2,311.8,7.1,D,0,2005,9,29.872345,18.420818,
