latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
2.2198,38.5641,319.3,3.3,1.7,2010-05-01,1135,Aqua,MODIS,23,6.2,290.0,54.1,D,0,2010,5,33.106087,21.960304,21.451326
-1.4838,39.9919,320.4,1.2,1.1,2010-05-07,800,Terra,MODIS,71,6.2,296.0,12.5,D,0,2010,5,32.188602,24.03632,30.68427
1.9476,38.0422,325.1,2.7,1.6,2010-05-11,1034,Aqua,MODIS,25,6.2,298.9,52.3,D,0,2010,5,33.27647,21.543884,27.087666
2.3601,36.5792,329.6,1.0,1.0,2010-05-14,805,Terra,MODIS,0,6.2,307.9,11.7,D,0,2010,5,34.19183,21.009224,49.357143
4.2645,35.2238,318.7,2.1,1.4,2010-05-17,835,Terra,MODIS,39,6.2,294.6,30.7,D,0,2010,5,36.216324,22.188726,60.627876
1.0863,36.3505,315.4,3.0,1.6,2010-05-17,836,Terra,MODIS,38,6.2,296.7,31.4,D,0,2010,5,31.227493,17.23766,113.97107
2.1267,36.4273,330.0,2.9,1.6,2010-05-17,836,Terra,MODIS,59,6.2,303.0,69.3,D,0,2010,5,37.179565,22.707272,54.930416
2.1122,36.4252,330.2,2.9,1.6,2010-05-17,836,Terra,MODIS,40,6.2,303.3,66.9,D,0,2010,5,37.452686,22.65598,57.182774
2.1263,36.4319,333.5,1.6,1.3,2010-05-19,824,Terra,MODIS,62,6.2,307.2,29.2,D,0,2010,5,37.179565,22.707272,54.930416
0.619,34.6965,324.4,1.0,1.0,2010-05-21,812,Terra,MODIS,78,6.2,301.1,15.9,D,0,2010,5,27.177698,15.820211,288.9319
0.5486,34.7409,313.8,1.0,1.0,2010-05-21,812,Terra,MODIS,60,6.2,297.8,7.0,D,0,2010,5,26.890657,15.634892,291.50653
-0.1571,35.2691,314.2,1.1,1.1,2010-05-23,800,Terra,MODIS,66,6.2,296.2,8.4,D,0,2010,5,27.000847,15.72543,169.02023
2.3533,36.5643,318.9,3.9,1.8,2010-05-24,842,Terra,MODIS,35,6.2,295.5,61.2,D,0,2010,5,34.19183,21.009224,49.357143
2.0405,36.4423,333.9,2.0,1.4,2010-05-25,1046,Aqua,MODIS,37,6.2,308.2,61.1,D,0,2010,5,36.54694,22.213396,65.265076
1.8776,36.4186,332.1,2.2,1.4,2010-05-26,830,Terra,MODIS,43,6.2,306.0,37.7,D,0,2010,5,37.242313,22.01952,70.5964
-0.11,35.1409,314.5,1.0,1.0,2010-05-30,806,Terra,MODIS,68,6.2,279.5,8.1,D,0,2010,5,28.719034,16.899986,155.84676
-0.8575,34.5889,308.3,1.0,1.0,2010-05-30,806,Terra,MODIS,38,6.2,292.6,3.7,D,0,2010,5,26.318262,16.239965,195.83887
-0.0365,34.8841,312.2,1.3,1.1,2010-05-30,1104,Aqua,MODIS,41,6.2,296.8,8.0,D,0,2010,5,26.255201,15.633588,225.50246
