latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
-2.2181,40.9075,327.3,1.2,1.1,2016-01-02,1043,Aqua,MODIS,0,6.2,300.7,16.4,D,0,2016,1,32.819256,,
-2.1097,40.8589,329.2,1.2,1.1,2016-01-02,1043,Aqua,MODIS,81,6.2,299.7,18.3,D,0,2016,1,33.1492,26.49536,7.7412744
-2.1193,40.8603,322.5,1.2,1.1,2016-01-02,1043,Aqua,MODIS,55,6.2,299.3,9.1,D,0,2016,1,33.1492,26.49536,7.7412744
-0.0528,35.5628,317.5,2.6,1.6,2016-01-02,1044,Aqua,MODIS,68,6.2,293.5,48.4,D,0,2016,1,22.901884,10.354448,101.22036
-0.0494,35.5856,320.5,2.6,1.6,2016-01-02,1044,Aqua,MODIS,73,6.2,293.0,58.4,D,0,2016,1,23.463726,10.491163,94.144844
-0.0442,35.4608,333.2,1.3,1.1,2016-01-03,1127,Aqua,MODIS,83,6.2,300.9,43.0,D,0,2016,1,22.102203,10.873016,120.12558
4.6352,34.4841,328.7,1.0,1.0,2016-01-05,817,Terra,MODIS,77,6.2,302.6,16.7,D,0,2016,1,,22.339266,10.217524
-0.0763,34.8788,313.5,1.1,1.1,2016-01-05,819,Terra,MODIS,41,6.2,298.9,6.5,D,0,2016,1,31.537678,18.816986,148.59685
-1.368,36.917,314.6,1.6,1.2,2016-01-05,819,Terra,MODIS,61,6.2,295.1,16.2,D,0,2016,1,28.65015,16.070324,122.39519
-1.37,36.931,312.1,1.6,1.2,2016-01-05,819,Terra,MODIS,52,6.2,295.9,11.3,D,0,2016,1,28.65015,16.070324,122.39519
-0.0748,34.8689,315.5,1.1,1.1,2016-01-05,819,Terra,MODIS,51,6.2,299.1,8.5,D,0,2016,1,31.721865,19.02568,152.80008
-2.239,40.7963,321.3,1.8,1.3,2016-01-05,1114,Aqua,MODIS,42,6.2,299.8,16.5,D,0,2016,1,,26.54673,9.264993
0.3652,34.5437,320.0,1.0,1.0,2016-01-05,1115,Aqua,MODIS,64,6.2,297.3,10.1,D,0,2016,1,30.372173,17.51221,123.90799
0.8343,35.3256,316.3,1.0,1.0,2016-01-07,806,Terra,MODIS,66,6.2,297.4,7.2,D,0,2016,1,27.211758,12.521919,49.901634
-0.6718,35.9806,313.2,1.0,1.0,2016-01-07,807,Terra,MODIS,70,6.2,289.7,9.7,D,0,2016,1,21.272133,7.8279934,104.51019
-0.3334,35.1238,310.3,1.0,1.0,2016-01-07,807,Terra,MODIS,61,6.2,290.2,4.3,D,0,2016,1,28.646038,15.965586,189.02306
-0.6705,35.9717,306.6,1.0,1.0,2016-01-07,807,Terra,MODIS,53,6.2,288.3,4.9,D,0,2016,1,21.272133,7.8279934,104.51019
-0.7838,36.0406,308.2,1.2,1.1,2016-01-07,1102,Aqua,MODIS,52,6.2,284.9,5.6,D,0,2016,1,21.360874,8.106741,124.55027
-0.0485,35.0501,308.3,1.3,1.1,2016-01-07,1102,Aqua,MODIS,54,6.2,280.7,5.2,D,0,2016,1,31.588926,18.410208,145.8094
