latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,max_temp,min_temp,rainfall
-0.1967,35.2244,320.2,1.4,1.2,2009-08-01,754,Terra,MODIS,70,6.2,300.7,13.8,D,0,2009,8,28.91024,15.847869,66.80144
-1.7442,40.9643,323.0,1.0,1.0,2009-08-01,1053,Aqua,MODIS,73,6.2,302.6,12.6,D,0,2009,8,29.573048,23.593643,31.65143
-1.7352,40.963,318.5,1.0,1.0,2009-08-01,1053,Aqua,MODIS,37,6.2,300.1,8.0,D,0,2009,8,29.573048,23.593643,31.65143
3.8584,34.2379,328.7,2.2,1.4,2009-08-01,1055,Aqua,MODIS,77,6.2,298.8,46.5,D,0,2009,8,28.629063,17.808659,79.78046
3.8553,34.2265,327.0,2.2,1.4,2009-08-01,1055,Aqua,MODIS,74,6.2,297.8,42.3,D,0,2009,8,28.629063,17.808659,79.78046
0.0597,34.0162,319.8,1.4,1.2,2009-08-02,1137,Aqua,MODIS,34,6.2,302.3,9.5,D,0,2009,8,28.808556,17.243109,30.531715
0.4958,34.4459,316.3,1.3,1.1,2009-08-04,824,Terra,MODIS,66,6.2,300.4,8.5,D,0,2009,8,28.75284,16.27393,93.10333
-0.0427,34.9773,316.0,1.4,1.2,2009-08-04,825,Terra,MODIS,66,6.2,298.0,13.3,D,0,2009,8,29.638786,16.513742,59.44042
-0.1214,35.1618,331.8,1.1,1.0,2009-08-04,1124,Aqua,MODIS,81,6.2,302.6,22.4,D,0,2009,8,29.57461,16.207758,66.15725
4.6325,34.4821,336.7,1.1,1.0,2009-08-04,1126,Aqua,MODIS,67,6.2,311.6,16.2,D,0,2009,8,33.645367,20.608301,56.76957
4.6245,34.4933,337.4,1.1,1.0,2009-08-04,1126,Aqua,MODIS,46,6.2,312.9,18.0,D,0,2009,8,33.82805,20.698935,54.6734
4.6353,34.5018,343.2,1.1,1.0,2009-08-04,1126,Aqua,MODIS,81,6.2,314.8,30.3,D,0,2009,8,33.967743,20.665728,56.037704
4.6311,34.4723,351.1,1.1,1.0,2009-08-04,1126,Aqua,MODIS,94,6.2,310.3,48.1,D,0,2009,8,33.645367,20.608301,56.76957
4.6297,34.4625,339.3,1.1,1.0,2009-08-04,1126,Aqua,MODIS,66,6.2,309.1,24.9,D,0,2009,8,33.645367,20.608301,56.76957
4.6404,34.471,341.8,1.1,1.0,2009-08-04,1126,Aqua,MODIS,71,6.2,308.7,29.8,D,0,2009,8,33.645367,20.608301,56.76957
0.5079,34.3147,325.1,1.0,1.0,2009-08-06,812,Terra,MODIS,78,6.2,300.4,14.2,D,0,2009,8,28.992481,16.622152,85.79713
0.4439,34.9378,321.8,1.0,1.0,2009-08-06,812,Terra,MODIS,72,6.2,299.9,13.9,D,0,2009,8,25.182209,13.108084,158.56836
1.6479,36.3128,363.0,1.0,1.0,2009-08-06,1112,Aqua,MODIS,100,6.2,322.0,56.7,D,0,2009,8,36.40608,20.483803,20.318285
1.6466,36.3039,350.0,1.0,1.0,2009-08-06,1112,Aqua,MODIS,92,6.2,321.4,25.0,D,0,2009,8,36.40608,20.483803,20.318285
