rmse_train,rmse_test,mase_test,bias_test,theta,n,time_period,years,theta_param,model_type,n_months
133.23602211055416,116.67087947648032,0.3904957413280376,13.45023466261094,1.5,60,five_year,5,1.5,BNB,60
165.28502380467864,180.97015084191676,0.4370471087607604,-31.373181216695045,1.5,60,five_year,5,1.5,BNB,60
102.64420469596436,83.3720418757361,0.2230845033314273,-9.506588590846148,1.5,60,five_year,5,1.5,BNB,60
130.68429320451847,86.65759959520454,0.4461226352928142,-11.633645299389809,1.5,60,five_year,5,1.5,BNB,60
149.7312783480336,142.0175491509784,0.3796681681169117,-24.84485257165648,1.5,60,five_year,5,1.5,BNB,60
105.6360416807422,121.42091713931347,0.5132267134529904,4.643778901133458,1.5,60,five_year,5,1.5,BNB,60
131.23626258292012,162.98007318939074,0.466609495171998,32.686958986589815,1.5,60,five_year,5,1.5,BNB,60
112.56566716713009,149.7401842883359,0.3607720350293713,4.358081979708437,1.5,60,five_year,5,1.5,BNB,60
114.9946226123208,148.34410971075306,0.2889109096096823,-15.115826003861882,1.5,60,five_year,5,1.5,BNB,60
132.43959396519375,115.70941914404898,0.4975271869254576,22.55936198154285,1.5,60,five_year,5,1.5,BNB,60
120.20904488778255,132.57852824500165,0.3352713725170968,2.490207649962847,1.5,60,five_year,5,1.5,BNB,60
138.16294355143714,141.63488853936687,0.462174912342641,-12.026040026663264,1.5,60,five_year,5,1.5,BNB,60
125.6090994046724,127.9853611101309,0.5176741504143926,35.2893260202535,1.5,60,five_year,5,1.5,BNB,60
116.81779901173708,86.92775447889409,0.245975562753703,9.196720391800412,1.5,60,five_year,5,1.5,BNB,60
111.47642048550158,137.47121994521152,0.4393504779057755,53.80740226165946,1.5,60,five_year,5,1.5,BNB,60
144.10938114767933,141.593895689272,0.2938233473403181,7.188314928636135,1.5,60,five_year,5,1.5,BNB,60
116.97825549007985,135.96880213669309,0.3998657409191371,4.125534226965126,1.5,60,five_year,5,1.5,BNB,60
113.01270939919108,156.79957735290637,0.4661566860985662,-12.262065502117656,1.5,60,five_year,5,1.5,BNB,60
143.32608883214365,123.55892396886888,0.4074534629877149,-29.14440508670228,1.5,60,five_year,5,1.5,BNB,60
114.4579722095295,61.861196645078685,0.3194724202254355,-1.0941147620192304,1.5,60,five_year,5,1.5,BNB,60
123.22632264099954,97.41101386105188,0.3580193392354328,8.979835928512944,1.5,60,five_year,5,1.5,BNB,60
134.22014821282886,150.07484643534036,0.5010109836515861,-0.3988017693128771,1.5,60,five_year,5,1.5,BNB,60
144.57606815622336,133.68077277547007,0.6109495893017813,-16.493946700533026,1.5,60,five_year,5,1.5,BNB,60
110.61594036438706,74.74500002519822,0.2297514226261936,-13.083205544651085,1.5,60,five_year,5,1.5,BNB,60
98.44628169355174,110.88796629769136,0.3069799456741504,-6.542942597675204,1.5,60,five_year,5,1.5,BNB,60
134.32266811953193,64.75749411180344,0.2021190088517536,-4.399002569118116,1.5,60,five_year,5,1.5,BNB,60
106.02503386599986,108.27279592327152,0.4910539761976066,-5.918083794812519,1.5,60,five_year,5,1.5,BNB,60
77.5219009117665,95.95254430057742,0.2447688341603487,-4.374096632967257,1.5,60,five_year,5,1.5,BNB,60
140.55968101500537,82.91022141464921,0.2230604038951157,-24.30639560738217,1.5,60,five_year,5,1.5,BNB,60
165.2456484497858,223.1271735379665,0.5072163496092801,17.794080498381224,1.5,60,five_year,5,1.5,BNB,60
107.17834078231392,216.22719737049883,0.3166409191942803,-60.94633300759064,1.5,60,five_year,5,1.5,BNB,60
154.6027172274553,156.7546332986575,0.656615786186127,28.453161977620653,1.5,60,five_year,5,1.5,BNB,60
121.61244719140572,164.97997528240305,0.3435207065498905,-40.70528508887584,1.5,60,five_year,5,1.5,BNB,60
88.73143165659539,138.5869593642566,0.41587967016646,24.695464672994227,1.5,60,five_year,5,1.5,BNB,60
138.73436703355583,87.87127368554896,0.2626676681177514,-22.84173428467012,1.5,60,five_year,5,1.5,BNB,60
143.40587821849505,73.71082617826714,0.1960427600860224,-15.00809954319204,1.5,60,five_year,5,1.5,BNB,60
100.1352143958608,121.1861546898932,0.4387426136111126,-2.671747633854914,1.5,60,five_year,5,1.5,BNB,60
137.1555257908075,80.15736236209128,0.4224758000572297,-1.7211499114374234,1.5,60,five_year,5,1.5,BNB,60
96.7927559988922,112.44083667843675,0.4890735959699687,3.5326755852792746,1.5,60,five_year,5,1.5,BNB,60
99.00129285718786,126.35712815814328,0.3561574216891568,44.96845128460024,1.5,60,five_year,5,1.5,BNB,60
151.66018744216842,125.60441778204368,0.3726064152522554,23.00663768709564,1.5,60,five_year,5,1.5,BNB,60
137.62979747662382,105.14803870230784,0.3151764268875948,13.57316480677433,1.5,60,five_year,5,1.5,BNB,60
120.32229694958484,128.12145627964586,0.3196503068762479,5.442710367688786,1.5,60,five_year,5,1.5,BNB,60
91.19962857538492,137.34035183399777,0.3521016586402239,36.08860160852026,1.5,60,five_year,5,1.5,BNB,60
145.94803423549212,154.95222021169457,0.4284883255585674,0.5065184166899244,1.5,60,five_year,5,1.5,BNB,60
106.74525024249547,84.75183993770015,0.3071794530649968,1.6114761970234095,1.5,60,five_year,5,1.5,BNB,60
118.76765477223344,124.12469629937762,0.4081449986712163,12.01715652332791,1.5,60,five_year,5,1.5,BNB,60
107.82702037824689,132.55126952743333,0.3863659339497947,-4.839491442198757,1.5,60,five_year,5,1.5,BNB,60
119.72486664152024,174.14543876842038,0.5784059215831815,35.72467357873298,1.5,60,five_year,5,1.5,BNB,60
130.21647459315145,110.25749287021232,0.6712542202766615,17.487851745509143,1.5,60,five_year,5,1.5,BNB,60
122.36264764505296,144.87495697593647,0.3613985044510551,37.98108814386215,1.5,60,five_year,5,1.5,BNB,60
121.7471870758511,141.16455320056795,0.3729501866024111,-19.135567000770187,1.5,60,five_year,5,1.5,BNB,60
120.1735697855408,92.23424474029969,0.4531491055071934,20.038576130362824,1.5,60,five_year,5,1.5,BNB,60
97.86741550228902,139.43156108343888,0.4408360496245688,5.091281059676674,1.5,60,five_year,5,1.5,BNB,60
121.67257767744488,108.81781597258794,0.2542271257798317,-0.0111551546748787,1.5,60,five_year,5,1.5,BNB,60
99.45995190080023,114.64567124453028,0.4376964934626739,-13.230166728050174,1.5,60,five_year,5,1.5,BNB,60
102.09977956607452,165.43759699461,0.4067844827415584,1.72677424462558,1.5,60,five_year,5,1.5,BNB,60
122.90125334288123,80.76307561651304,0.2540234298975963,-11.16007556938544,1.5,60,five_year,5,1.5,BNB,60
100.51725289428522,181.86271258133613,0.3847637668558439,-6.635935378202788,1.5,60,five_year,5,1.5,BNB,60
118.5927235004687,134.4718686313774,0.3602073036416557,-27.729773374828092,1.5,60,five_year,5,1.5,BNB,60
74.95347747494803,76.71378530667268,0.4629747556278964,5.0395519730949845,1.5,60,five_year,5,1.5,BNB,60
121.86917668165528,136.42079633990608,0.4543967482374925,1.5457128908142428,1.5,60,five_year,5,1.5,BNB,60
116.29522608173602,114.57746068471816,0.4258775782814902,24.33907923306285,1.5,60,five_year,5,1.5,BNB,60
116.71833152455238,146.44789366337014,0.4266965870896846,42.51218924230005,1.5,60,five_year,5,1.5,BNB,60
126.7896020215082,94.82495676584044,0.415436762362402,22.57259455702803,1.5,60,five_year,5,1.5,BNB,60
92.8520892895073,127.9387880216418,0.3841921423717402,1.695591024717578,1.5,60,five_year,5,1.5,BNB,60
130.82129838021888,76.71093202051264,0.2838517507392926,3.6608814232861024,1.5,60,five_year,5,1.5,BNB,60
89.44427371997766,152.44307272306185,0.3380124290486446,31.91981957473946,1.5,60,five_year,5,1.5,BNB,60
80.32666675209637,64.48866805089202,0.265585572308536,-1.6401532781467605,1.5,60,five_year,5,1.5,BNB,60
94.3219193856594,125.18264462983946,0.5816635334723591,45.281707531198535,1.5,60,five_year,5,1.5,BNB,60
144.6381892499183,194.9673568869777,0.334776352720219,-24.72670682621114,1.5,60,five_year,5,1.5,BNB,60
127.72522395973007,144.04412387340594,0.4849850254442219,-7.012795654645386,1.5,60,five_year,5,1.5,BNB,60
113.12955460526652,121.78222902576908,0.43509552614619,-9.324535251948026,1.5,60,five_year,5,1.5,BNB,60
156.61355710106906,202.4789803769917,0.3520125689926944,-10.797561339740742,1.5,60,five_year,5,1.5,BNB,60
104.47762158307394,135.2717135328323,0.4100828205476799,-27.980164440374807,1.5,60,five_year,5,1.5,BNB,60
113.11564056208728,188.6975519771813,0.38012444177342,-48.29117731191988,1.5,60,five_year,5,1.5,BNB,60
117.93433694690953,128.6287684393531,0.7597785737575001,33.99927565758539,1.5,60,five_year,5,1.5,BNB,60
116.56646092173374,133.61577370602595,0.3471356423896845,-16.399024440503826,1.5,60,five_year,5,1.5,BNB,60
145.5224475954494,107.0248672895822,0.263002701242656,-5.517316524222989,1.5,60,five_year,5,1.5,BNB,60
91.9317988693032,192.52263835048043,0.3974518570961552,-100.84168208474368,1.5,60,five_year,5,1.5,BNB,60
141.14122909492036,74.92166935401256,0.2518544021223265,-21.364210025968735,1.5,60,five_year,5,1.5,BNB,60
103.71277805205412,166.52539888870044,0.3856139230358758,0.8884683010629173,1.5,60,five_year,5,1.5,BNB,60
93.74121813922277,112.82916766013663,0.3308956188620562,-32.85461367707698,1.5,60,five_year,5,1.5,BNB,60
134.2807482186575,151.1599373816788,0.6011535912069919,50.13657755877818,1.5,60,five_year,5,1.5,BNB,60
151.73610889985113,117.30087240387412,0.4065451967832366,7.766654725980789,1.5,60,five_year,5,1.5,BNB,60
160.49161790560106,299.48315623337675,0.4232394241724344,-25.160488108619813,1.5,60,five_year,5,1.5,BNB,60
135.9900837497573,104.82131483461356,0.276197856522932,-3.4142016973820364,1.5,60,five_year,5,1.5,BNB,60
101.1368506781287,123.2242902041532,0.462898552161406,27.20641350620573,1.5,60,five_year,5,1.5,BNB,60
145.1923106674725,117.02092151121823,0.4234661982659161,-1.154511167794802,1.5,60,five_year,5,1.5,BNB,60
124.19437138453335,113.2766736552726,0.4677285319424341,12.656282740732868,1.5,60,five_year,5,1.5,BNB,60
141.01798250045002,203.0500611496432,0.4968753359296593,-7.640088943517526,1.5,60,five_year,5,1.5,BNB,60
115.02621597341692,167.93852586679452,0.4203604449080083,-14.953655163250952,1.5,60,five_year,5,1.5,BNB,60
106.64921452815284,93.39779062807824,0.4131009278431989,34.39081519079604,1.5,60,five_year,5,1.5,BNB,60
109.0056916598574,163.07284245430023,0.4193069099754763,14.931421824337432,1.5,60,five_year,5,1.5,BNB,60
132.14348912708476,111.11898433425874,0.3621351737724091,10.118028712436995,1.5,60,five_year,5,1.5,BNB,60
110.27860719956185,181.50316608648865,0.3674554240129248,42.35056986476999,1.5,60,five_year,5,1.5,BNB,60
102.70518766655968,161.23188721974134,0.3930095221291884,-29.87148809695013,1.5,60,five_year,5,1.5,BNB,60
130.88261562105055,53.319478322284176,0.257153602485229,-9.23791984862849,1.5,60,five_year,5,1.5,BNB,60
115.87901568777994,124.53552827284518,0.3176691028855824,0.6258675077751061,1.5,60,five_year,5,1.5,BNB,60
146.88849351758236,170.93075781612208,0.3130449938314838,-28.789551793885376,1.5,60,five_year,5,1.5,BNB,60
124.02401693013638,141.96187029314504,0.3682815522396776,-1.65982805937099,1.5,60,five_year,5,1.5,BNB,60
116.65291012653483,150.71823633918427,0.3068680797161182,-34.77320563683281,1.5,60,five_year,5,1.5,BNB,60
134.38232761699143,123.72713415404736,0.2492553444758335,-29.759590952344105,1.5,60,five_year,5,1.5,BNB,60
130.62350379635404,138.16320187789844,0.369744020433522,-8.921264500655786,1.5,60,five_year,5,1.5,BNB,60
120.72529793262927,107.89866691114742,0.3225362124412382,24.09293066963383,1.5,60,five_year,5,1.5,BNB,60
121.1085106105678,105.53040209316651,0.2838081599546973,-16.473349615758522,1.5,60,five_year,5,1.5,BNB,60
112.27555288453073,198.0113719065761,0.5184970570940405,-15.472540967954004,1.5,60,five_year,5,1.5,BNB,60
134.0747474712162,91.96575793390691,0.3567975523356135,28.83184350940005,1.5,60,five_year,5,1.5,BNB,60
135.51316542496855,173.74529215438608,0.3096296688647576,-22.891239893986988,1.5,60,five_year,5,1.5,BNB,60
124.22190606533124,152.26421710912268,0.2865494213022311,-7.497756446073256,1.5,60,five_year,5,1.5,BNB,60
114.06533212268668,82.50606703972909,0.225869291032204,14.35648340807922,1.5,60,five_year,5,1.5,BNB,60
148.19903895280825,181.22099444080405,0.3396175408238024,-8.327832569707407,1.5,60,five_year,5,1.5,BNB,60
137.735224945852,122.47064467607652,0.539996749532327,40.93744741697781,1.5,60,five_year,5,1.5,BNB,60
135.41413283675908,92.80969704625934,0.6126875467558054,0.9131723465001076,1.5,60,five_year,5,1.5,BNB,60
107.5671688433842,149.84735019422925,0.3173422843734965,-15.464653911001813,1.5,60,five_year,5,1.5,BNB,60
119.70951330588868,105.337805324328,0.3333416612631921,-4.573965529909184,1.5,60,five_year,5,1.5,BNB,60
85.05632432317287,141.59197468202137,0.4516682685533315,-1.6961814062116471,1.5,60,five_year,5,1.5,BNB,60
120.56703868738155,167.80711854095173,0.5113939161097869,16.813748868223804,1.5,60,five_year,5,1.5,BNB,60
111.78449849019248,97.30445196428198,0.2680392622556988,-20.131161263582715,1.5,60,five_year,5,1.5,BNB,60
87.08350752354634,182.7417839973556,0.363902559001998,-59.86673906649923,1.5,60,five_year,5,1.5,BNB,60
89.73493529798772,141.0705253306318,0.37309182295017,-22.69896676028576,1.5,60,five_year,5,1.5,BNB,60
106.42205800138083,153.99260768808065,0.561458569937698,-15.331435423411644,1.5,60,five_year,5,1.5,BNB,60
120.1630449847474,172.61342559799942,0.3953409844792856,-18.085347686255545,1.5,60,five_year,5,1.5,BNB,60
112.12931349771604,115.7793804566442,0.5742417522104182,26.282840693165475,1.5,60,five_year,5,1.5,BNB,60
96.3088244735852,144.63089267289743,0.5001831540794922,-6.602469225677679,1.5,60,five_year,5,1.5,BNB,60
113.45039787859032,175.76806307998007,0.395642471348613,-37.36624231253143,1.5,60,five_year,5,1.5,BNB,60
132.84499384972693,215.64168240454265,0.2932007366119075,-3.765030231172088,1.5,60,five_year,5,1.5,BNB,60
151.7501615275992,163.570817581697,0.3916728702972981,20.789078376199527,1.5,60,five_year,5,1.5,BNB,60
98.87885390571309,117.3537541900428,0.2661697837822798,-7.590854950447823,1.5,60,five_year,5,1.5,BNB,60
97.06310949262428,96.05201255235328,0.2676063347281509,15.21647316259027,1.5,60,five_year,5,1.5,BNB,60
129.91263623091547,147.57134255466408,0.3940519579595935,-26.919150513210724,1.5,60,five_year,5,1.5,BNB,60
174.2373915106824,118.90011550146136,0.3241034838260623,5.192377803708257,1.5,60,five_year,5,1.5,BNB,60
125.54641654905036,76.6935817808165,0.4070227999383665,-2.6840925664135904,1.5,60,five_year,5,1.5,BNB,60
98.00000631835786,101.47618424017917,0.3758257339993748,15.556635336098465,1.5,60,five_year,5,1.5,BNB,60
108.03476712351976,108.80547168269538,0.3629543661026539,19.58777342994866,1.5,60,five_year,5,1.5,BNB,60
145.8078152550009,165.09367535603903,0.4854925400345622,-3.237058244801774,1.5,60,five_year,5,1.5,BNB,60
164.07742789000548,193.561305910353,0.5532229064738651,37.65836650361143,1.5,60,five_year,5,1.5,BNB,60
127.86394596437788,85.81289609700654,0.1773583266741568,-14.844359109483412,1.5,60,five_year,5,1.5,BNB,60
143.86540474596882,172.672623697248,0.2825531072252328,-26.23333405638701,1.5,60,five_year,5,1.5,BNB,60
87.97422805735391,78.90169577469365,0.3262883575553328,1.3951756179950177,1.5,60,five_year,5,1.5,BNB,60
101.21018920097072,137.71016731004582,0.6763027953715068,22.577272137416955,1.5,60,five_year,5,1.5,BNB,60
79.0551661337668,158.37727169688114,0.3270209228010349,-8.72310017023394,1.5,60,five_year,5,1.5,BNB,60
103.14087457542314,154.6074366543446,0.3795710863867461,-15.57197257207118,1.5,60,five_year,5,1.5,BNB,60
114.06540146203092,163.98726188808922,0.6937815038322906,80.60372904671482,1.5,60,five_year,5,1.5,BNB,60
135.2371099941905,127.41397174152988,0.4416828907498334,10.114508987583386,1.5,60,five_year,5,1.5,BNB,60
115.14982577986405,150.6503213226518,0.2990638140542792,-68.08690194221471,1.5,60,five_year,5,1.5,BNB,60
109.35328710872903,269.19258818944326,0.4615487376681998,-61.83008972351057,1.5,60,five_year,5,1.5,BNB,60
143.15838094504744,175.01766961700707,0.3794991365598674,-16.871645021506186,1.5,60,five_year,5,1.5,BNB,60
97.48073226186784,121.63061633132588,0.5371805977338027,-11.957058967950411,1.5,60,five_year,5,1.5,BNB,60
115.61780722818226,127.77159717151623,0.2629905236392823,-15.259523289417766,1.5,60,five_year,5,1.5,BNB,60
101.09673576403614,151.9518704396559,0.3302332199618609,-17.772922714535973,1.5,60,five_year,5,1.5,BNB,60
107.4127526611518,95.8673598482984,0.320291577324175,-1.956038557274253,1.5,60,five_year,5,1.5,BNB,60
129.29336233444613,213.8384073652696,0.3758276468688672,-37.222391379780994,1.5,60,five_year,5,1.5,BNB,60
152.1939423113243,93.3355434723878,0.385621960820405,-5.14846283871838,1.5,60,five_year,5,1.5,BNB,60
168.58783503676585,221.24323645928555,0.6858123514580015,38.78782372860414,1.5,60,five_year,5,1.5,BNB,60
129.78755932635747,161.47770857074593,0.4079054881041338,5.406600986927211,1.5,60,five_year,5,1.5,BNB,60
117.24350720669484,115.72319741275238,0.5447725327414777,12.01066354765391,1.5,60,five_year,5,1.5,BNB,60
75.22632236471985,146.57720362708463,0.3637103610693792,-38.824461649811525,1.5,60,five_year,5,1.5,BNB,60
116.0401187944016,191.36182096094976,0.380452959972728,-24.68139298302565,1.5,60,five_year,5,1.5,BNB,60
118.02220307399998,91.7896559100485,0.2911842183213038,-18.57717694757143,1.5,60,five_year,5,1.5,BNB,60
134.94884327020733,129.59520352910795,0.3236479613102554,2.857770442823212,1.5,60,five_year,5,1.5,BNB,60
94.32813225108008,240.2071008884295,0.4133354917603793,-58.48425229821184,1.5,60,five_year,5,1.5,BNB,60
163.91269602546558,96.2814177747042,0.2821866266830302,10.244729557989643,1.5,60,five_year,5,1.5,BNB,60
115.83719110831888,127.09247893923305,0.4819721060427422,18.84908934287776,1.5,60,five_year,5,1.5,BNB,60
94.5959229403856,118.07485213291396,0.3758800752745144,-22.18210568573069,1.5,60,five_year,5,1.5,BNB,60
114.14268254670476,111.3980095579341,0.4672630518871718,20.690533620101125,1.5,60,five_year,5,1.5,BNB,60
142.9574852523312,91.2859830898761,0.3550163877065811,9.231133882331292,1.5,60,five_year,5,1.5,BNB,60
136.63525475728198,101.39109660146508,0.2951147087109032,-11.776052441467142,1.5,60,five_year,5,1.5,BNB,60
138.81120133565452,152.70225520903418,0.4234817274110497,14.70529082534028,1.5,60,five_year,5,1.5,BNB,60
133.12176032076533,129.26712779878886,0.4748648523026577,-3.213099946162933,1.5,60,five_year,5,1.5,BNB,60
112.75815332001731,71.31188570684569,0.405180105887144,-15.715481825340666,1.5,60,five_year,5,1.5,BNB,60
172.9296365734099,91.8481914335722,0.2999074723948492,17.877313430852784,1.5,60,five_year,5,1.5,BNB,60
157.1257808367106,176.95788717589804,0.4918519209763857,37.49562505958332,1.5,60,five_year,5,1.5,BNB,60
162.2963864333553,122.5332473004249,0.31302193336967,-25.440297921647144,1.5,60,five_year,5,1.5,BNB,60
135.60673312611237,99.74459035967452,0.2396478654375534,-29.839308168662253,1.5,60,five_year,5,1.5,BNB,60
106.82654012434148,148.51082454916994,0.295584842082808,-31.949973473855284,1.5,60,five_year,5,1.5,BNB,60
119.2396324167254,74.78959110729562,0.3036856386764864,-6.345376620173916,1.5,60,five_year,5,1.5,BNB,60
141.53729475166338,134.15440209914772,0.5604321432969601,10.869429406847877,1.5,60,five_year,5,1.5,BNB,60
97.61585289828932,80.18110064965438,0.2900977623515315,-20.998416364342827,1.5,60,five_year,5,1.5,BNB,60
145.55480205600193,96.43466525900472,0.2892972593175216,-4.53428507749337,1.5,60,five_year,5,1.5,BNB,60
