latitude,longitude,tmin,date
5.395833333333333,35.270833333333336,19.667336,2002-03
5.395833333333333,35.3125,19.517502,2002-03
5.395833333333333,35.354166666666664,19.735672,2002-03
5.395833333333333,35.395833333333336,20.001842,2002-03
5.395833333333333,35.4375,20.30401,2002-03
5.395833333333333,35.479166666666664,20.45018,2002-03
5.395833333333333,35.520833333333336,20.320347,2002-03
5.395833333333333,35.5625,20.610518,2002-03
5.395833333333333,35.604166666666664,20.516685,2002-03
5.354166666666666,35.270833333333336,20.216263,2002-03
5.354166666666666,35.3125,19.907288,2002-03
5.354166666666666,35.354166666666664,20.070312,2002-03
5.354166666666666,35.395833333333336,19.98934,2002-03
5.354166666666666,35.4375,20.144363,2002-03
5.354166666666666,35.479166666666664,19.89539,2002-03
5.354166666666666,35.520833333333336,19.386415,2002-03
5.354166666666666,35.5625,20.41344,2002-03
5.354166666666666,35.604166666666664,20.628468,2002-03
5.354166666666666,35.645833333333336,20.519493,2002-03
5.354166666666666,35.6875,20.522516,2002-03
5.354166666666666,35.729166666666664,20.501543,2002-03
5.3125,35.229166666666664,20.660788,2002-03
5.3125,35.270833333333336,20.617191,2002-03
5.3125,35.3125,20.397074,2002-03
5.3125,35.354166666666664,20.240953,2002-03
5.3125,35.395833333333336,19.976837,2002-03
5.3125,35.4375,20.22472,2002-03
5.3125,35.479166666666664,19.9166,2002-03
5.3125,35.520833333333336,19.460482,2002-03
5.3125,35.5625,20.380365,2002-03
5.3125,35.604166666666664,20.772247,2002-03
5.3125,35.645833333333336,20.728128,2002-03
5.3125,35.6875,20.736012,2002-03
5.3125,35.729166666666664,20.743893,2002-03
5.3125,35.770833333333336,20.666716,2002-03
5.3125,35.8125,20.62448,2002-03
5.3125,35.854166666666664,20.646244,2002-03
5.270833333333333,35.229166666666664,20.8773,2002-03
5.270833333333333,35.270833333333336,20.73012,2002-03
5.270833333333333,35.3125,20.522858,2002-03
5.270833333333333,35.354166666666664,20.687597,2002-03
5.270833333333333,35.395833333333336,20.220333,2002-03
5.270833333333333,35.4375,20.545073,2002-03
5.270833333333333,35.479166666666664,20.825811,2002-03
5.270833333333333,35.520833333333336,20.426548,2002-03
5.270833333333333,35.5625,20.987288,2002-03
5.270833333333333,35.604166666666664,20.932026,2002-03
5.270833333333333,35.645833333333336,20.956766,2002-03
5.270833333333333,35.6875,20.945503,2002-03
5.270833333333333,35.729166666666664,20.958242,2002-03
5.270833333333333,35.770833333333336,20.940777,2002-03
