latitude,longitude,tmin,date
5.395833333333333,35.270833333333336,18.114437,2006-10
5.395833333333333,35.3125,18.003258,2006-10
5.395833333333333,35.354166666666664,18.224075,2006-10
5.395833333333333,35.395833333333336,18.476894,2006-10
5.395833333333333,35.4375,18.753714,2006-10
5.395833333333333,35.479166666666664,18.886534,2006-10
5.395833333333333,35.520833333333336,18.771353,2006-10
5.395833333333333,35.5625,19.060173,2006-10
5.395833333333333,35.604166666666664,18.964993,2006-10
5.354166666666666,35.270833333333336,18.614256,2006-10
5.354166666666666,35.3125,18.327492,2006-10
5.354166666666666,35.354166666666664,18.48873,2006-10
5.354166666666666,35.395833333333336,18.413965,2006-10
5.354166666666666,35.4375,18.567202,2006-10
5.354166666666666,35.479166666666664,18.344437,2006-10
5.354166666666666,35.520833333333336,17.873672,2006-10
5.354166666666666,35.5625,18.87491,2006-10
5.354166666666666,35.604166666666664,19.104145,2006-10
5.354166666666666,35.645833333333336,19.025381,2006-10
5.354166666666666,35.6875,19.014618,2006-10
5.354166666666666,35.729166666666664,19.023853,2006-10
5.3125,35.229166666666664,19.044592,2006-10
5.3125,35.270833333333336,18.962076,2006-10
5.3125,35.3125,18.739727,2006-10
5.3125,35.354166666666664,18.605381,2006-10
5.3125,35.395833333333336,18.351034,2006-10
5.3125,35.4375,18.612686,2006-10
5.3125,35.479166666666664,18.38634,2006-10
5.3125,35.520833333333336,17.96799,2006-10
5.3125,35.5625,18.865644,2006-10
5.3125,35.604166666666664,19.255297,2006-10
5.3125,35.645833333333336,19.220951,2006-10
5.3125,35.6875,19.246603,2006-10
5.3125,35.729166666666664,19.264257,2006-10
5.3125,35.770833333333336,19.20437,2006-10
5.3125,35.8125,19.194946,2006-10
5.3125,35.854166666666664,19.217524,2006-10
5.270833333333333,35.229166666666664,19.2444,2006-10
5.270833333333333,35.270833333333336,19.049894,2006-10
5.270833333333333,35.3125,18.851963,2006-10
5.270833333333333,35.354166666666664,19.034035,2006-10
