,rmse_train,rmse_test,mase_test,bias_test,theta,n
dyear30_1.5_1,366.31387857804253,414.77860560384096,0.8368906705641359,-inf,1.5,360.0
dyear30_1.5_2,388.1659376334931,399.63881262404374,0.7357475932611311,-inf,1.5,360.0
dyear30_1.5_3,402.82560156695325,381.6028330898792,0.6674488390872269,-inf,1.5,360.0
dyear30_1.5_4,370.88287122306775,384.8030881719463,0.7823660867866059,-inf,1.5,360.0
dyear30_1.5_5,389.915045946621,425.1082705225419,0.7771281343609832,-inf,1.5,360.0
dyear30_1.5_6,390.6775720178697,380.36384262673783,0.6713293998591189,-inf,1.5,360.0
dyear30_1.5_7,378.6373686582512,397.391057747627,0.7750391983196886,-inf,1.5,360.0
dyear30_1.5_8,400.5522879932989,455.4998475423577,0.8939036366413178,-inf,1.5,360.0
dyear30_1.5_9,404.7616925769752,406.0354561693679,0.7375311214602713,-inf,1.5,360.0
dyear30_1.5_10,394.34248193106913,392.1960075438471,0.7120318152040787,-inf,1.5,360.0
dyear30_1.5_11,379.81858333946747,401.6088651356635,0.7864569180680938,-inf,1.5,360.0
dyear30_1.5_12,405.40957941732626,366.1305929734787,0.6169073045774802,-inf,1.5,360.0
dyear30_1.5_13,381.7477670385105,434.91782429430145,0.8157367697038356,-inf,1.5,360.0
dyear30_1.5_14,388.70257838666885,401.3946001131555,0.7271669355380789,-inf,1.5,360.0
dyear30_1.5_15,393.411291709382,374.9457368147497,0.6529450479826531,-inf,1.5,360.0
dyear30_1.5_16,406.1259212225795,434.0703667993628,0.7842927880694397,-inf,1.5,360.0
dyear30_1.5_17,399.41728823235593,397.9850988276934,0.7260349783363349,-inf,1.5,360.0
dyear30_1.5_18,389.8511957928449,427.970225470054,0.8253422776641605,-inf,1.5,360.0
dyear30_1.5_19,387.9318785058933,396.4402715276147,0.7769350984835249,-inf,1.5,360.0
dyear30_1.5_20,395.38085102987867,414.27203555688436,0.711304493827838,-inf,1.5,360.0
dyear30_1.5_21,384.62364360790696,431.52871025897895,0.9141989156100163,-inf,1.5,360.0
