,NB_Improvement,Bayes_Improvement
RMSE_Train,1.9371001702912722,2.307548712076711
RMSE_Test,9.827177629791436,-10.866132306959246
MASE_Test,12.025316455696204,13.096200485044463
Bias_Test,11.577900076918427,20.035605353798587
