rmse_train,rmse_test,mase_test,bias_test,theta,n
359.7569492032086,456.21399401304353,0.8929567187907838,-inf,1.5,120
381.4753022805015,327.16407708263654,0.49948791271193316,-inf,1.5,120
404.67839597224196,414.9760535259836,0.7960948940924257,-inf,1.5,120
396.43292307778876,470.3414982754552,0.9635342691664299,-inf,1.5,120
400.09271061009514,382.2465391166631,0.7351546569509415,-inf,1.5,120
420.74814319257547,369.9790534611385,0.5749160071918842,-inf,1.5,120
365.82217617762507,479.54018774933417,0.9294059684684685,-inf,1.5,120
379.00426009039353,420.9203210426727,0.8600949133800221,-inf,1.5,120
401.87074259020153,459.4073174573228,0.8650152721214365,-inf,1.5,120
387.1282625521762,410.90322258815803,0.6920175361329487,-inf,1.5,120
373.2416275015422,336.6513404102232,0.6436215618705942,-inf,1.5,120
367.26735833722006,369.66967236529786,0.7188576030212152,-inf,1.5,120
405.89851461500405,423.05461625342576,0.8398193788896897,-inf,1.5,120
404.9941743408169,504.42045953747754,0.9634288140705113,-inf,1.5,120
387.6341568842113,481.03625123269035,0.8923777369717819,-inf,1.5,120
405.6151192941407,349.7943443415478,0.627776311738576,-inf,1.5,120
419.9098365522453,426.0339383977134,0.6944837571851594,-inf,1.5,120
394.1172361535757,369.06272050515565,0.558314616284776,-inf,1.5,120
392.52986882104483,445.2221355683026,0.8278912765300269,-inf,1.5,120
382.29654174911565,343.5812616155505,0.6111288641360997,-inf,1.5,120
399.39442441025636,437.4638080268279,0.8216182712751667,-inf,1.5,120
376.4143882301348,364.76453592237647,0.7207257346393589,-inf,1.5,120
377.7308620786322,412.2859545671346,0.7846876267438034,-inf,1.5,120
408.74463554074117,444.63660255688956,0.8427761911973635,-inf,1.5,120
396.22155523561986,408.31482951271806,0.7882340923021044,-inf,1.5,120
363.7157629935772,423.9550388897389,0.7321087907847121,-inf,1.5,120
389.075573742857,375.80424868983766,0.6882132468113672,-inf,1.5,120
406.30449634479805,429.026271534351,0.905320210828781,-inf,1.5,120
414.3188938889142,382.9756302081548,0.7004011585583073,-1.2649831138390322,1.5,120
389.1365709276543,438.46056455132504,0.7089918396859828,-inf,1.5,120
390.91517888582086,451.8027777692386,0.8609593164157169,-inf,1.5,120
369.2562203267536,435.9939793162286,0.7977954496720717,-inf,1.5,120
373.78975541071213,399.1906395028153,0.7618015624092467,-inf,1.5,120
346.14771353185813,401.6357699043583,0.8295976039281004,-inf,1.5,120
378.89456811888977,409.0159430470488,0.7906915664396464,-inf,1.5,120
405.07782174128795,369.15223824324835,0.5934429144039307,-inf,1.5,120
372.32831614047296,410.7949103060228,0.8728020158917009,-inf,1.5,120
367.0679716800873,424.4308443865345,0.9146201193732902,-inf,1.5,120
400.286485948918,348.14753816928436,0.6985701491293843,-inf,1.5,120
360.6056970570487,375.828917195045,0.7224869586653307,-inf,1.5,120
379.85317887310094,469.45455939135724,0.9663834137432217,-inf,1.5,120
393.2414705580614,397.1152750356836,0.7991922844317243,-inf,1.5,120
395.9373109049798,439.0437525653527,0.8608868675383741,-inf,1.5,120
364.9726302523702,435.50459239828916,0.8296873242604881,-inf,1.5,120
404.91508883550716,407.3867429523614,0.8151394134159025,-inf,1.5,120
397.04140212325467,431.1298141704731,0.831732612529714,-inf,1.5,120
405.0301043338219,410.3683304869744,0.7453064645972274,-inf,1.5,120
390.68936136441357,471.3547407915472,0.9801633665395809,-inf,1.5,120
430.82973483345677,411.9371918144804,0.813535269506496,-inf,1.5,120
371.7002460540841,395.57468742746084,0.6922686094175191,-inf,1.5,120
357.16317174367236,394.792561564509,0.8068407399993328,-inf,1.5,120
398.4899622324256,424.45465010999703,0.8817065997249425,-inf,1.5,120
