date,rainfall_mean,rainfall_std,rainfall_min,rainfall_max,rainfall_count
2007-07,40.16662706972276,63.78749279157235,0.2855931,335.7653,25898
2007-08,66.97766297726089,98.72947657203835,0.29562956,739.97095,25888
2007-09,57.74334999349976,86.77093824067549,0.10747633,542.83154,25562
2007-10,37.964945197999704,31.35964853983061,1.0920006,279.14505,27696
2007-11,73.78807999948728,48.85829831324854,6.53245,467.6847,27696
2007-12,57.94587019253682,35.95244051820225,10.140791,215.59125,27696
2008-01,20.842429906324313,14.856484540047147,1.0438594,87.17457,27671
2008-02,28.060886975585174,23.419537816292525,1.2106717,115.03846,27684
2008-03,112.73596036931326,82.6594855120461,10.416697,501.9131,27696
2008-04,91.61240511322934,33.97798199923215,26.099497,479.61154,27696
2008-05,57.67160624846187,50.1736871763788,3.217902,313.75024,27696
2008-06,25.795764966551495,33.35370844518307,0.43102625,186.49072,24283
2008-07,24.64606833087536,36.61164291146195,0.2590591,194.76149,25898
2008-08,29.722690681191285,47.99897906130799,0.4183741,361.70828,25888
2008-09,31.439449013179367,47.134569681663905,0.10747633,268.9629,25562
2008-10,58.428183550057774,55.76943732773535,3.6540313,375.86423,27696
2008-11,109.55273517706529,55.773804603874815,24.670433,669.5569,27696
2008-12,31.118637762929666,17.876683675954837,1.8371428,128.41763,27696
2009-01,23.944557952226518,23.049155589033795,0.91624236,147.19975,27671
2009-02,26.48205918576434,22.31891650217448,1.2106717,120.2576,27684
2009-03,34.3102645661323,15.192578661645014,5.9581604,123.89533,27696
2009-04,105.35044125483824,69.76361641285813,17.540474,737.38135,27696
2009-05,60.35194733959417,54.14945290642917,3.9066794,356.01828,27696
2009-06,23.815145615762464,31.222243744199364,0.6208492,249.05698,24283
2009-07,28.154115354623524,38.12173390037594,0.46357465,203.64287,25898
2009-08,22.766620286124073,32.35648884125318,0.38845506,196.53789,25888
2009-09,19.011837689365073,28.9836947612925,0.34244874,178.85712,25562
2009-10,95.2786712308456,68.61474220523272,6.677879,986.85236,27696
2009-11,89.26816953487868,54.57993670587527,13.28349,372.24225,27696
2009-12,91.12746267565714,60.403197551626185,10.140791,322.6886,27696
2010-01,39.47424179310432,44.82883275963891,1.2106717,257.40665,27684
2010-02,31.755086563597267,27.72294030907956,1.0386673,142.3607,27671
2010-03,88.93519311893415,57.90368859416518,10.09308,425.97543,27696
2010-04,114.7997181926632,50.52127701661689,26.477283,484.9911,27696
2010-05,62.56671517444397,58.755472472152,4.3297696,350.87854,27696
2010-06,32.49399785044476,51.27735842932484,0.45989266,337.0046,24283
2010-07,27.008895093637346,38.32756261629131,0.17488866,204.03302,25898
2010-08,37.961815042821776,66.80077717810394,0.36724564,475.0038,25888
2010-09,23.803456651571867,29.569922530291844,0.6988681,170.35997,25562
2010-10,37.25666729526646,37.27029917404781,3.5895858,305.60092,27696
2010-11,69.25708966991262,35.439391350708824,3.7379813,359.9008,27696
2010-12,49.62820403567302,25.25868531060648,10.140791,154.98927,27696
2011-01,17.9825132408695,13.451563491614314,1.0438594,82.43451,27671
2011-02,27.582099511212252,22.4739171486682,1.2106717,135.15482,27684
2011-03,81.72013594860267,42.303819090966996,8.079584,323.7526,27696
2011-04,71.59885236023253,31.03555768128822,17.992043,325.1129,27696
2011-05,62.78780942579073,60.65379550348042,5.104225,518.6407,27696
2011-06,26.333264302374502,45.0934249686599,0.41318354,292.25253,24283
2011-07,21.203228091342574,29.587443058482272,0.19300976,170.48335,25898
2011-08,29.13846700053461,45.21635503150774,0.25039154,266.26575,25888
2011-09,32.43173340255966,47.76673300688073,0.4851634,278.51144,25562
2011-10,65.28577088170132,51.33567016434808,4.277194,490.5308,27696
2011-11,111.51343178625073,59.66819164253251,24.165161,559.3618,27696
2011-12,42.76497335732597,34.88529999462416,4.8518963,191.72076,27696
2012-01,27.04444283701709,15.884436179849116,1.0438594,140.38084,27671
2012-02,18.543427069346915,14.27769690332975,1.2106717,83.25312,27684
2012-03,34.819246439810804,13.457407057877235,10.416697,118.07007,27696
2012-04,105.54864523422155,68.46355114027952,11.700079,420.10773,27696
2012-05,74.1569396021736,69.24465898261778,6.6598644,502.2054,27696
2012-06,32.94087553609315,51.75956604699103,0.60860795,313.41812,24283
2012-07,27.622900324863696,38.57728266522541,0.58485526,208.5278,25898
2012-08,38.45481858648409,50.489298899987084,1.0,281.2715,25888
2012-09,35.59139244147954,56.30896590644273,1.1328342,336.34656,25562
2012-10,67.58652119454072,53.6860099861285,9.724054,606.29144,27696
2012-11,125.22957916135904,71.28192260382139,30.520123,676.5849,27696
2012-12,125.429365553672,74.350292805897,7.6360865,406.22906,27696
2013-01,29.511102400773375,22.949939918529836,1.345521,133.97067,27671
2013-02,21.42725811380942,18.12127675175325,1.2106717,109.51827,27684
2013-03,129.6509122458839,60.33908851830612,32.1366,483.63913,27696
2013-04,138.04914709940064,74.90032504180583,42.294525,714.4442,27696
2013-05,55.79041247449452,50.716176609785975,3.2242923,406.67752,27696
2013-06,23.465672813112057,29.070605213444473,0.5033234,166.59102,24283
2013-07,25.968963516925246,35.91873880393531,0.43201983,202.94743,25898
2013-08,52.30434356321075,81.97830613658063,0.8521353,537.28973,25888
2013-09,40.17127129792857,62.29651917585057,0.594673,355.82993,25562
2013-10,31.38296035457828,29.0550876486718,4.1437926,209.03397,27696
2013-11,85.20259988023541,42.52722843821881,15.943096,381.8006,27696
2013-12,80.62758728603409,55.20251053216567,10.780854,277.3854,27696
2014-01,18.184167722077262,13.683066715527465,1.0438594,101.536835,27671
2014-02,31.885642232383326,29.12146506304912,1.2106717,140.47078,27684
2014-03,62.35875093773469,41.74264188762613,8.487319,267.08926,27696
2014-04,66.19607556145291,29.247513814686897,19.961927,377.19022,27696
2014-05,52.82573125504766,49.682025948564274,2.1415093,426.47192,27696
2014-06,36.81729499006342,46.77316943345393,0.37489048,267.28516,24283
2014-07,28.562242867851182,37.66573420825485,0.50892234,216.60588,25898
2014-08,33.31123434361944,47.6611245809199,0.98644376,265.75565,25888
2014-09,33.74911772638056,44.36993160873442,0.9923865,256.81656,25562
2014-10,50.01834728129693,34.00896146181188,4.281445,447.71124,27696
2014-11,103.58905198378828,52.70281564941459,24.165161,564.14075,27696
2014-12,58.77537917394209,36.203054246238324,10.140791,213.87411,27696
2015-01,22.81677914040331,16.390040567009027,1.0438594,84.9758,27671
2015-02,25.54877953316356,19.470470868014136,1.2106717,110.84703,27684
2015-03,61.9594075212305,29.580371425997164,10.416697,250.78935,27696
2015-04,128.65885813229346,51.64508503664586,37.106647,704.965,27696
2015-05,72.92458079720177,64.83867106002623,5.1463633,522.29285,27696
2015-06,38.315148553513566,57.56697955022733,0.84843653,412.29095,24283
2015-07,29.98533670509267,38.95801838557726,0.7974263,203.64287,25898
2015-08,29.657031876061108,41.29433271052057,0.84516907,256.18442,25888
2015-09,32.61529948141773,37.641073535481056,1.1524483,191.84497,25562
2015-10,49.9871688176307,42.427769550766236,4.351959,419.12662,27696
2015-11,160.9958247327051,103.75444107629536,29.743652,839.4809,27696
2015-12,71.6637714017331,51.841628290933755,5.2110744,270.20148,27696
2016-01,41.36442312983268,47.80623173839687,0.24096438,245.62596,27671
2016-02,19.62177314217021,18.011739090662534,0.6518674,91.07652,27684
2016-03,36.52272261378538,31.71980068498733,2.4909413,161.16127,27696
2016-04,149.8891833680676,75.4904246076864,41.60274,724.94336,27696
2016-05,59.197915714843305,60.790059947987146,2.5901053,351.78912,27696
2016-06,28.773798209725733,37.661594791486806,0.27982798,223.47989,24283
2016-07,31.5633142865117,40.99840809171133,0.4507261,214.91867,25898
2016-08,26.758733267837606,36.67959839488496,0.43479505,226.2869,25888
2016-09,15.844424829035287,20.660895032498857,0.17004232,107.42396,25562
2016-10,31.83665824994584,38.3158051327309,3.625031,319.2161,27696
2016-11,122.71328031576762,74.6822043938946,14.135393,572.13,27696
2016-12,106.82158087691364,62.87619830938881,12.380364,364.30768,27696
2017-01,22.21219392454194,15.70844413583244,1.0438594,85.121704,27671
2017-02,30.56222299916775,31.340457699152413,0.47894523,149.60684,27684
2017-03,63.03725202231369,28.252838661105773,9.777419,175.93373,27696
2017-04,95.59787194887348,61.937798583379596,16.40221,440.6321,27696
2017-05,57.87178308797299,53.53590026917159,3.8299415,395.63467,27696
2017-06,27.1917907712692,37.18880881019936,0.29108283,203.01807,24283
2017-07,59.383719618261644,83.69295997333609,0.9056444,445.90747,25898
2017-08,44.05432554540559,61.660505730840555,0.9494151,415.75043,25888
2017-09,36.91295598193725,54.54379981624485,0.9923865,364.27194,25562
2017-10,93.59760540349869,84.20324033940832,5.991209,888.67566,27696
2017-11,203.88443699378973,137.8927971136308,30.50419,1335.3531,27696
2017-12,33.84205227255813,33.639241678188874,0.73223007,180.17334,27696
2018-01,32.57174911385024,44.145455577128054,0.13844997,235.56705,27671
2018-02,47.235764252394524,42.64936155545022,0.75606644,222.71294,27684
2018-03,65.80699448129694,35.80806864084712,10.416697,250.78935,27696
2018-04,131.384128269028,54.68037800927657,37.106647,704.965,27696
2018-05,132.7825707713749,111.82972468908903,12.092453,818.00543,27696
2018-06,59.4804988261121,81.44588789274859,0.27507168,483.29056,24283
2018-07,22.087153099457872,28.895924439156786,0.6483272,149.96216,25898
2018-08,51.0919795306165,75.01467598777936,0.9312863,459.81207,25888
2018-09,41.872886368578754,52.94691398338486,0.5442521,233.69804,25562
2018-10,62.351493276917246,50.14829513099227,3.133395,507.6935,27696
2018-11,47.70356964577196,29.602946134366707,7.900882,245.73274,27696
2018-12,81.51155740557121,45.76716130762862,5.3057284,252.36049,27696
