latitude,longitude,rainfall,date
5.395833333333338,35.27083333333333,138.5052,2011-11
5.395833333333338,35.31249999999999,140.14445,2011-11
5.395833333333338,35.35416666666666,141.78972,2011-11
5.395833333333338,35.39583333333333,143.44104,2011-11
5.395833333333338,35.43749999999999,142.43605,2011-11
5.395833333333338,35.47916666666666,141.42502,2011-11
5.395833333333338,35.52083333333333,141.74516,2011-11
5.395833333333338,35.56249999999999,139.38483,2011-11
5.395833333333338,35.60416666666666,142.38544,2011-11
5.354166666666671,35.27083333333333,133.98238,2011-11
5.354166666666671,35.31249999999999,136.92981,2011-11
5.354166666666671,35.35416666666666,135.93042,2011-11
5.354166666666671,35.39583333333333,137.57047,2011-11
5.354166666666671,35.43749999999999,139.21666,2011-11
5.354166666666671,35.47916666666666,143.52692,2011-11
5.354166666666671,35.52083333333333,143.85956,2011-11
5.354166666666671,35.56249999999999,142.85709,2011-11
5.354166666666671,35.60416666666666,143.18665,2011-11
5.354166666666671,35.64583333333333,144.85748,2011-11
5.354166666666671,35.68749999999999,145.19012,2011-11
5.354166666666671,35.72916666666666,144.17532,2011-11
5.312500000000004,35.22916666666666,127.758835,2011-11
5.312500000000004,35.27083333333333,129.49283,2011-11
5.312500000000004,35.31249999999999,132.42596,2011-11
5.312500000000004,35.35416666666666,135.37167,2011-11
5.312500000000004,35.39583333333333,138.32993,2011-11
5.312500000000004,35.43749999999999,139.98016,2011-11
5.312500000000004,35.47916666666666,142.9604,2011-11
5.312500000000004,35.52083333333333,144.62636,2011-11
5.312500000000004,35.56249999999999,143.63861,2011-11
5.312500000000004,35.60416666666666,139.97832,2011-11
5.312500000000004,35.64583333333333,141.64427,2011-11
5.312500000000004,35.68749999999999,141.9771,2011-11
5.312500000000004,35.72916666666666,140.96738,2011-11
5.312500000000004,35.77083333333333,142.50266,2011-11
5.312500000000004,35.81249999999999,143.90016,2011-11
5.312500000000004,35.85416666666666,145.29865,2011-11
5.270833333333338,35.22916666666666,124.61529,2011-11
5.270833333333338,35.27083333333333,126.33901,2011-11
5.270833333333338,35.31249999999999,129.2607,2011-11
5.270833333333338,35.35416666666666,129.57745,2011-11
5.270833333333338,35.39583333333333,133.83041,2011-11
5.270833333333338,35.43749999999999,135.47203,2011-11
5.270833333333338,35.47916666666666,135.8016,2011-11
5.270833333333338,35.52083333333333,140.09615,2011-11
5.270833333333338,35.56249999999999,136.46071,2011-11
5.270833333333338,35.60416666666666,138.11835,2011-11
5.270833333333338,35.64583333333333,138.4511,2011-11
5.270833333333338,35.68749999999999,137.4494,2011-11
5.270833333333338,35.72916666666666,139.11662,2011-11
5.270833333333338,35.77083333333333,141.99048,2011-11
5.270833333333338,35.81249999999999,143.38846,2011-11
5.229166666666671,35.14583333333333,117.87794,2011-11
5.229166666666671,35.18749999999999,119.676575,2011-11
5.229166666666671,35.22916666666666,122.778725,2011-11
5.229166666666671,35.27083333333333,124.491394,2011-11
5.229166666666671,35.31249999999999,126.09788,2011-11
5.229166666666671,35.35416666666666,126.40757,2011-11
5.229166666666671,35.39583333333333,128.02364,2011-11
5.229166666666671,35.43749999999999,128.33652,2011-11
5.229166666666671,35.47916666666666,129.96216,2011-11
5.229166666666671,35.52083333333333,131.59416,2011-11
5.229166666666671,35.56249999999999,131.91345,2011-11
5.229166666666671,35.60416666666666,133.55504,2011-11
5.229166666666671,35.64583333333333,133.8775,2011-11
5.229166666666671,35.68749999999999,135.52869,2011-11
5.229166666666671,35.72916666666666,135.85434,2011-11
5.229166666666671,35.77083333333333,137.37971,2011-11
5.229166666666671,35.81249999999999,138.77216,2011-11
5.187500000000004,35.10416666666666,113.04056,2011-11
5.187500000000004,35.14583333333333,116.08245,2011-11
5.187500000000004,35.18749999999999,117.86525,2011-11
5.187500000000004,35.22916666666666,120.94575,2011-11
5.187500000000004,35.27083333333333,121.35143,2011-11
5.187500000000004,35.31249999999999,122.93872,2011-11
5.187500000000004,35.35416666666666,123.23504,2011-11
5.187500000000004,35.39583333333333,123.53136,2011-11
5.187500000000004,35.43749999999999,125.1311,2011-11
5.187500000000004,35.47916666666666,125.43054,2011-11
5.187500000000004,35.52083333333333,127.039665,2011-11
5.187500000000004,35.56249999999999,128.65503,2011-11
5.187500000000004,35.60416666666666,130.27663,2011-11
5.187500000000004,35.64583333333333,131.90446,2011-11
5.187500000000004,35.68749999999999,132.21637,2011-11
5.187500000000004,35.72916666666666,132.52827,2011-11
5.187500000000004,35.77083333333333,132.71173,2011-11
5.187500000000004,35.81249999999999,134.09439,2011-11
5.187500000000004,35.85416666666666,131.49352,2011-11
5.145833333333338,35.06249999999999,110.796875,2011-11
5.145833333333338,35.10416666666666,112.54211,2011-11
5.145833333333338,35.14583333333333,114.29826,2011-11
5.145833333333338,35.18749999999999,114.7899,2011-11
5.145833333333338,35.22916666666666,116.56244,2011-11
5.145833333333338,35.27083333333333,118.234726,2011-11
5.145833333333338,35.31249999999999,118.51491,2011-11
5.145833333333338,35.35416666666666,118.79509,2011-11
5.145833333333338,35.39583333333333,119.075264,2011-11
5.145833333333338,35.43749999999999,120.6528,2011-11
5.145833333333338,35.47916666666666,122.23641,2011-11
5.145833333333338,35.52083333333333,123.82612,2011-11
5.145833333333338,35.56249999999999,125.42191,2011-11
5.145833333333338,35.60416666666666,128.33333,2011-11
5.145833333333338,35.64583333333333,127.31922,2011-11
5.145833333333338,35.68749999999999,127.614624,2011-11
5.145833333333338,35.72916666666666,127.910034,2011-11
5.145833333333338,35.77083333333333,128.08374,2011-11
5.145833333333338,35.81249999999999,128.13571,2011-11
5.104166666666671,35.02083333333333,107.335945,2011-11
5.104166666666671,35.06249999999999,109.054924,2011-11
5.104166666666671,35.10416666666666,110.78474,2011-11
5.104166666666671,35.14583333333333,111.26104,2011-11
5.104166666666671,35.18749999999999,111.73735,2011-11
5.104166666666671,35.22916666666666,113.488815,2011-11
5.104166666666671,35.27083333333333,116.4206,2011-11
5.104166666666671,35.31249999999999,116.69105,2011-11
5.104166666666671,35.35416666666666,115.67619,2011-11
5.104166666666671,35.39583333333333,114.655396,2011-11
5.104166666666671,35.43749999999999,116.21113,2011-11
5.104166666666671,35.47916666666666,117.772804,2011-11
5.104166666666671,35.52083333333333,119.34041,2011-11
5.104166666666671,35.56249999999999,120.91398,2011-11
5.104166666666671,35.60416666666666,123.79661,2011-11
5.104166666666671,35.64583333333333,125.38502,2011-11
5.104166666666671,35.68749999999999,124.36125,2011-11
5.104166666666671,35.72916666666666,123.33154,2011-11
5.104166666666671,35.77083333333333,124.809525,2011-11
5.104166666666671,35.81249999999999,123.544785,2011-11
5.062500000000005,34.97916666666666,105.164505,2011-11
5.062500000000005,35.02083333333333,105.620316,2011-11
5.062500000000005,35.06249999999999,106.07613,2011-11
5.062500000000005,35.10416666666666,107.78525,2011-11
5.062500000000005,35.14583333333333,108.24643,2011-11
5.062500000000005,35.18749999999999,108.707596,2011-11
5.062500000000005,35.22916666666666,110.43817,2011-11
5.062500000000005,35.27083333333333,112.07105,2011-11
5.062500000000005,35.31249999999999,113.60252,2011-11
5.062500000000005,35.35416666666666,112.58114,2011-11
5.062500000000005,35.39583333333333,112.83618,2011-11
5.062500000000005,35.43749999999999,113.091225,2011-11
5.062500000000005,35.47916666666666,115.92232,2011-11
5.062500000000005,35.52083333333333,117.47408,2011-11
5.062500000000005,35.56249999999999,119.03164,2011-11
5.062500000000005,35.60416666666666,120.59499,2011-11
5.062500000000005,35.64583333333333,119.56491,2011-11
5.062500000000005,35.68749999999999,118.52904,2011-11
5.062500000000005,35.72916666666666,120.09819,2011-11
5.062500000000005,35.77083333333333,120.25486,2011-11
5.020833333333338,34.89583333333332,98.91351,2011-11
5.020833333333338,34.93749999999999,101.79675,2011-11
5.020833333333338,34.97916666666666,103.46945,2011-11
5.020833333333338,35.02083333333333,103.91569,2011-11
5.020833333333338,35.06249999999999,103.11953,2011-11
5.020833333333338,35.10416666666666,103.560455,2011-11
5.020833333333338,35.14583333333333,104.00139,2011-11
5.020833333333338,35.18749999999999,105.70065,2011-11
5.020833333333338,35.22916666666666,107.410545,2011-11
5.020833333333338,35.27083333333333,109.02409,2011-11
5.020833333333338,35.31249999999999,111.8081,2011-11
5.020833333333338,35.35416666666666,110.78329,2011-11
5.020833333333338,35.39583333333333,111.02903,2011-11
5.020833333333338,35.43749999999999,109.99574,2011-11
5.020833333333338,35.47916666666666,111.520515,2011-11
5.020833333333338,35.52083333333333,113.05092,2011-11
5.020833333333338,35.56249999999999,114.58698,2011-11
5.020833333333338,35.60416666666666,116.128685,2011-11
5.020833333333338,35.64583333333333,115.08976,2011-11
5.020833333333338,35.68749999999999,114.04518,2011-11
5.020833333333338,35.72916666666666,116.891335,2011-11
5.020833333333338,35.77083333333333,115.7402,2011-11
4.979166666666671,34.85416666666666,100.47499,2011-11
4.979166666666671,34.89583333333332,97.26434,2011-11
4.979166666666671,34.93749999999999,98.906395,2011-11
4.979166666666671,34.97916666666666,100.558975,2011-11
4.979166666666671,35.02083333333333,100.99048,2011-11
4.979166666666671,35.06249999999999,100.185135,2011-11
4.979166666666671,35.10416666666666,100.611374,2011-11
4.979166666666671,35.14583333333333,102.285,2011-11
4.979166666666671,35.18749999999999,103.96915,2011-11
4.979166666666671,35.22916666666666,104.405914,2011-11
4.979166666666671,35.27083333333333,104.738464,2011-11
4.979166666666671,35.31249999999999,106.23146,2011-11
4.979166666666671,35.35416666666666,107.72996,2011-11
4.979166666666671,35.39583333333333,110.50411,2011-11
4.979166666666671,35.43749999999999,109.470535,2011-11
4.979166666666671,35.47916666666666,110.98277,2011-11
4.979166666666671,35.52083333333333,111.222115,2011-11
4.979166666666671,35.56249999999999,114.02378,2011-11
4.979166666666671,35.60416666666666,118.12037,2011-11
4.979166666666671,35.64583333333333,111.940125,2011-11
4.979166666666671,35.68749999999999,109.60062,2011-11
4.979166666666671,35.72916666666666,111.126625,2011-11
4.979166666666671,35.77083333333333,111.265526,2011-11
4.937500000000005,34.81249999999999,93.602325,2011-11
4.937500000000005,34.85416666666666,92.803635,2011-11
4.937500000000005,34.89583333333332,94.41543,2011-11
4.937500000000005,34.93749999999999,96.03764,2011-11
4.937500000000005,34.97916666666666,96.44941,2011-11
4.937500000000005,35.02083333333333,96.861176,2011-11
4.937500000000005,35.06249999999999,98.50424,2011-11
4.937500000000005,35.10416666666666,97.6847,2011-11
4.937500000000005,35.14583333333333,98.09646,2011-11
4.937500000000005,35.18749999999999,98.50823,2011-11
