latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-0.7842,35.9802,339.7,1.3,1.1,2009-01-01,0819,Terra,MODIS,89,6.2,298.1,57.2,D,0
-0.6716,34.3012,318.4,1.1,1,2009-01-01,0819,Terra,MODIS,41,6.2,301,7.2,D,0
-0.6624,34.303,320.5,1.1,1,2009-01-01,0819,Terra,MODIS,45,6.2,298.8,9.1,D,0
-0.7859,35.9917,324.6,1.3,1.1,2009-01-01,0819,Terra,MODIS,76,6.2,295.3,24.9,D,0
-0.794,35.9882,322.1,1,1,2009-01-01,1118,Aqua,MODIS,52,6.2,299.8,8.9,D,0
-0.7952,35.9792,354.3,1,1,2009-01-01,1118,Aqua,MODIS,97,6.2,303.2,63.1,D,0
0.0195,34.1533,324.8,1,1,2009-01-01,1118,Aqua,MODIS,61,6.2,305.6,12.4,D,0
0.3978,34.5416,346.3,1,1,2009-01-01,1118,Aqua,MODIS,92,6.2,311.1,40.3,D,0
0.399,34.5505,335.4,1,1,2009-01-01,1118,Aqua,MODIS,83,6.2,310.5,21.4,D,0
0.3811,34.4894,341.9,1,1,2009-01-01,1118,Aqua,MODIS,89,6.2,311.3,31.6,D,0
0.3888,34.5429,363.3,1,1,2009-01-01,1118,Aqua,MODIS,100,6.2,307.8,81,D,0
0.3901,34.5518,336.7,1,1,2009-01-01,1118,Aqua,MODIS,84,6.2,308.5,23.5,D,0
0.0311,34.1054,323.3,1,1,2009-01-01,1118,Aqua,MODIS,49,6.2,307.3,12.5,D,0
0.4178,35.1344,323.4,1,1,2009-01-01,1118,Aqua,MODIS,61,6.2,307.9,9,D,0
-0.7863,35.9779,344.6,1,1,2009-01-01,1118,Aqua,MODIS,91,6.2,303.6,42.2,D,0
-0.785,35.9869,325.5,1,1,2009-01-01,1118,Aqua,MODIS,64,6.2,298.2,12.9,D,0
3.8082,34.1936,328.6,1,1,2009-01-01,1119,Aqua,MODIS,62,6.2,302.8,13.6,D,0
3.7789,34.1797,326.7,1,1,2009-01-01,1119,Aqua,MODIS,53,6.2,305.5,11.1,D,0
3.7802,34.1886,333.6,1,1,2009-01-01,1119,Aqua,MODIS,75,6.2,306.3,19.9,D,0
0.9384,34.9138,324.3,1,1,2009-01-01,1119,Aqua,MODIS,63,6.2,309.1,7.3,D,0
1.0762,34.9087,327.2,1,1,2009-01-01,1119,Aqua,MODIS,72,6.2,307.6,12.6,D,0
3.7815,34.1975,334.3,1,1,2009-01-01,1119,Aqua,MODIS,76,6.2,306.3,21.6,D,0
-1.5313,41.1364,311.8,1,1,2009-01-02,1945,Terra,MODIS,82,6.2,294,9.4,N,0
-1.5326,41.1274,317.6,1,1,2009-01-02,1945,Terra,MODIS,95,6.2,294.1,14.3,N,0
-0.7993,35.696,306.4,2,1.4,2009-01-02,1945,Terra,MODIS,68,6.2,284,26.1,N,0
