latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
2.0072,35.5757,330,1.1,1.1,2011-01-02,0759,Terra,MODIS,72,6.2,313.5,12.4,D,0
-2.22,40.3867,316.3,1.3,1.1,2011-01-02,0800,Terra,MODIS,42,6.2,294.7,14.9,D,0
-1.9063,40.5591,312.9,1.4,1.2,2011-01-02,0800,Terra,MODIS,15,6.2,295.1,9.9,D,0
-4.1052,39.5505,330.1,1,1,2011-01-02,1055,Aqua,MODIS,76,6.2,309.4,11.3,D,0
-4.1039,39.5597,338.3,1,1,2011-01-02,1055,Aqua,MODIS,86,6.2,309.4,25.1,D,0
-4.5747,39.3584,330.2,1,1,2011-01-02,1055,Aqua,MODIS,64,6.2,309.6,12.5,D,0
-2.2298,40.3782,320.1,1,1,2011-01-02,1056,Aqua,MODIS,27,6.2,296.9,8.8,D,0
-0.2015,36.0841,321.1,1.4,1.2,2011-01-02,1057,Aqua,MODIS,71,6.2,306.2,12,D,0
1.1982,38.8731,326.3,1,1,2011-01-02,1057,Aqua,MODIS,50,6.2,297.3,13.5,D,0
0.932,37.5202,325.8,1.1,1,2011-01-02,1057,Aqua,MODIS,47,6.2,300.7,12.9,D,0
1.9978,35.5575,334.8,1.4,1.2,2011-01-02,1057,Aqua,MODIS,77,6.2,320.2,18,D,0
-0.4722,34.878,313.8,3.2,1.7,2011-01-03,0842,Terra,MODIS,55,6.2,300,29.7,D,0
-0.4681,34.8499,314,3.2,1.7,2011-01-03,0842,Terra,MODIS,52,6.2,300.3,26.9,D,0
-0.1104,35.2204,313.5,3.4,1.7,2011-01-03,0842,Terra,MODIS,53,6.2,299.8,33.3,D,0
-0.1143,35.2251,315.4,3.4,1.7,2011-01-03,0842,Terra,MODIS,62,6.2,299.6,41.5,D,0
0.1667,36.4667,325.2,2.8,1.6,2011-01-03,1139,Aqua,MODIS,59,6.2,304.1,60.8,D,0
0.2917,36.3906,334.8,2.8,1.6,2011-01-03,1139,Aqua,MODIS,83,6.2,304.2,107.7,D,0
0.2974,36.4105,324.6,2.8,1.6,2011-01-03,1140,Aqua,MODIS,65,6.2,306.8,47.5,D,0
-4.2505,39.5183,322.8,1,1,2011-01-04,0748,Terra,MODIS,55,6.2,303.8,9,D,0
-3.8905,39.3243,341.1,1,1,2011-01-04,0748,Terra,MODIS,87,6.2,304.9,31.1,D,0
-1.8366,40.984,323.4,1.1,1.1,2011-01-04,1044,Aqua,MODIS,47,6.2,301.6,13.8,D,0
0.1641,36.4569,321.9,2.2,1.4,2011-01-04,1044,Aqua,MODIS,35,6.2,304.3,31.9,D,0
-2.1654,40.1643,324.1,1.3,1.1,2011-01-04,1044,Aqua,MODIS,58,6.2,303.4,13.9,D,0
1.1986,39.0501,334,1.3,1.1,2011-01-04,1045,Aqua,MODIS,50,6.2,310.8,24.1,D,0
0.6175,35.3603,321.9,2.6,1.6,2011-01-04,1045,Aqua,MODIS,61,6.2,307,30.6,D,0
1.1792,36.5358,304,1.1,1,2011-01-04,2009,Terra,MODIS,58,6.2,285.7,8.8,N,0
1.1599,36.5163,305.7,1.1,1,2011-01-04,2009,Terra,MODIS,63,6.2,288,8.2,N,0
1.1507,36.5176,305.6,1.1,1,2011-01-04,2009,Terra,MODIS,65,6.2,288.2,8.2,N,0
1.1779,36.5266,315.3,1.1,1,2011-01-04,2009,Terra,MODIS,91,6.2,287.9,17.3,N,0
-3.5223,37.7406,305.2,1,1,2011-01-04,2307,Aqua,MODIS,63,6.2,291.5,6.9,N,0
1.0635,34.9338,321.9,1.7,1.3,2011-01-05,0830,Terra,MODIS,66,6.2,304.5,23.1,D,0
1.1524,34.875,318.3,1.7,1.3,2011-01-05,0830,Terra,MODIS,55,6.2,303.1,14.7,D,0
1.0612,34.9491,321.1,1.7,1.3,2011-01-05,0830,Terra,MODIS,64,6.2,305.9,20.7,D,0
-3.5341,37.748,320.7,3.4,1.7,2011-01-05,0831,Terra,MODIS,52,6.2,291.3,57.7,D,0
-3.5291,37.7432,322.5,3.4,1.7,2011-01-05,0831,Terra,MODIS,69,6.2,290.6,75.1,D,0
