latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-3.5116,37.7435,302.6,1,1,2001-01-01,2014,Terra,MODIS,50,6.2,288.4,4.5,N,0
-3.5128,37.7346,300.2,1,1,2001-01-01,2014,Terra,MODIS,17,6.2,287.7,3.2,N,0
2.7901,35.3935,330.1,1.4,1.2,2001-01-02,0836,Terra,MODIS,59,6.2,306.8,18.9,D,0
1.3874,34.7837,324.6,1.3,1.1,2001-01-02,0836,Terra,MODIS,69,6.2,302.7,19.8,D,0
1.3857,34.7948,328.2,1.3,1.1,2001-01-02,0836,Terra,MODIS,77,6.2,303.9,26.4,D,0
0.0112,35.6396,322.1,1.6,1.2,2001-01-02,0837,Terra,MODIS,62,6.2,290.6,32.2,D,0
0.6001,34.9231,320.2,1,1,2001-01-04,0824,Terra,MODIS,67,6.2,300,8.4,D,0
4.625,34.4665,323.6,4.3,1.9,2001-01-05,0906,Terra,MODIS,68,6.2,303.9,75,D,0
4.6394,34.4617,321.6,4.3,1.9,2001-01-05,0906,Terra,MODIS,58,6.2,301.3,57.1,D,0
4.6458,34.4428,306.3,2.6,1.6,2001-01-05,1952,Terra,MODIS,63,6.2,279.7,37.6,N,0
-1.8434,41.0608,320.3,1.1,1.1,2001-01-10,0748,Terra,MODIS,47,6.2,301.4,9.3,D,0
0.6819,35.414,319.8,1.4,1.2,2001-01-15,0805,Terra,MODIS,54,6.2,300.6,12.7,D,0
0.6714,35.4126,318.8,1.4,1.2,2001-01-15,0805,Terra,MODIS,54,6.2,301.4,11.1,D,0
-2.5667,40.2038,337.3,1.1,1,2001-01-15,0806,Terra,MODIS,87,6.2,303.1,29.7,D,0
-2.5682,40.2134,324.8,1.1,1,2001-01-15,0806,Terra,MODIS,59,6.2,301.2,10.5,D,0
-2.5814,40.1953,320,1.1,1,2001-01-15,0806,Terra,MODIS,59,6.2,299.8,7.1,D,0
-2.6178,40.2496,328.6,1.1,1,2001-01-15,0806,Terra,MODIS,79,6.2,300.5,19.5,D,0
1.078,34.9292,319.5,2.3,1.5,2001-01-16,0848,Terra,MODIS,52,6.2,304.2,24.2,D,0
-1.396,40.9832,325.9,1,1,2001-01-17,0753,Terra,MODIS,75,6.2,300.9,16.1,D,0
-1.3973,40.9923,321.4,1,1,2001-01-17,0753,Terra,MODIS,61,6.2,300.7,11,D,0
-1.4063,40.991,318.2,1,1,2001-01-17,0753,Terra,MODIS,55,6.2,296.6,7.7,D,0
0.1194,35.73,316.1,1.6,1.2,2001-01-18,0836,Terra,MODIS,41,6.2,302.5,16.3,D,0
0.9305,35.2166,320.9,1,1,2001-01-20,0824,Terra,MODIS,65,6.2,303.9,8.2,D,0
0.633,35.4227,325.8,1,1,2001-01-20,0824,Terra,MODIS,73,6.2,309.5,10.4,D,0
-1.5073,41.3176,303.7,1.1,1,2001-01-21,1950,Terra,MODIS,51,6.2,292.7,4.7,N,0
-1.5109,41.3318,312.1,1.5,1.2,2001-01-22,0812,Terra,MODIS,43,6.2,290,9.8,D,0
-2.1128,40.6342,314.7,1.4,1.2,2001-01-22,0812,Terra,MODIS,53,6.2,297,13,D,0
-2.156,40.5657,315.6,1.4,1.2,2001-01-22,0812,Terra,MODIS,62,6.2,296.2,13.5,D,0
-3.2457,37.7667,324.7,1,1,2001-01-22,0812,Terra,MODIS,73,6.2,301.5,11.2,D,0
-3.2471,37.7758,325,1,1,2001-01-22,0812,Terra,MODIS,77,6.2,301.1,11.3,D,0
1.866,36.4141,332.4,2.2,1.4,2001-01-25,0842,Terra,MODIS,60,6.2,305.9,43.1,D,0
-2.0773,40.8253,322.4,1.1,1.1,2001-01-26,0748,Terra,MODIS,40,6.2,300.1,10.6,D,0
1.316,34.8599,319.9,1.1,1,2001-01-27,0830,Terra,MODIS,68,6.2,304,9.7,D,0
1.3146,34.8697,318.8,1.1,1,2001-01-27,0830,Terra,MODIS,66,6.2,303,8.5,D,0
1.1433,35.042,314.3,1.1,1.1,2001-01-27,0830,Terra,MODIS,60,6.2,300.7,6.4,D,0
-2.2677,40.3901,318.3,3,1.7,2001-01-27,0831,Terra,MODIS,72,6.2,292.3,45.7,D,0
-2.3359,40.752,318.9,3.3,1.7,2001-01-27,0831,Terra,MODIS,0,6.2,294.4,42.5,D,0
-2.2671,40.3835,315.8,3,1.7,2001-01-27,0831,Terra,MODIS,68,6.2,292.5,36.5,D,0
-1.2804,40.9932,305.1,1,1,2001-01-28,1956,Terra,MODIS,57,6.2,294.6,4.6,N,0
-1.9826,40.7587,321.5,1.8,1.3,2001-01-29,0818,Terra,MODIS,55,6.2,299.4,20.8,D,0
-2.0018,40.6403,319.4,1.8,1.3,2001-01-29,0818,Terra,MODIS,57,6.2,297.2,20.3,D,0
-2.2664,40.5685,321.3,1.8,1.3,2001-01-29,0818,Terra,MODIS,46,6.2,299.3,18.8,D,0
-2.3129,40.589,320.4,1.8,1.3,2001-01-29,0818,Terra,MODIS,41,6.2,297.5,19.3,D,0
-1.4439,40.8302,314.5,3.3,1.7,2001-01-30,0723,Terra,MODIS,33,6.2,290.3,36.9,D,0
0.4554,35.3457,319.6,1.4,1.2,2001-01-31,0806,Terra,MODIS,60,6.2,304.7,14.4,D,0
-1.2652,40.9587,325.7,1,1,2001-02-02,0754,Terra,MODIS,65,6.2,307.5,10,D,0
-1.294,41.0284,320.9,1,1,2001-02-02,0754,Terra,MODIS,30,6.2,305.9,7.2,D,0
-1.303,41.0271,331,1,1,2001-02-02,0754,Terra,MODIS,76,6.2,305,19.2,D,0
-1.3814,40.8714,320.9,1,1,2001-02-02,0754,Terra,MODIS,39,6.2,305.1,7.5,D,0
-1.3891,40.8611,340.1,1,1,2001-02-02,0754,Terra,MODIS,86,6.2,306.5,32.9,D,0
-1.3905,40.8702,337.5,1,1,2001-02-02,0754,Terra,MODIS,84,6.2,305.4,29.1,D,0
-1.3982,40.8598,339,1,1,2001-02-02,0754,Terra,MODIS,85,6.2,303.9,31.6,D,0
-1.4819,41.0535,322.9,1,1,2001-02-02,0754,Terra,MODIS,51,6.2,307.2,8.4,D,0
-1.7956,40.5574,319.9,1,1,2001-02-02,0754,Terra,MODIS,40,6.2,302.4,7.1,D,0
-2.0038,40.7202,325.6,1,1,2001-02-02,0754,Terra,MODIS,68,6.2,301.1,12.1,D,0
-2.0115,40.7098,328.6,1,1,2001-02-02,0754,Terra,MODIS,75,6.2,305,16.7,D,0
-2.0128,40.7189,341.8,1,1,2001-02-02,0754,Terra,MODIS,89,6.2,302.3,36.1,D,0
-3.2465,37.7803,328,1.4,1.2,2001-02-02,0754,Terra,MODIS,79,6.2,305.2,21.4,D,0
-3.2531,37.7732,329.6,1.4,1.2,2001-02-02,0754,Terra,MODIS,81,6.2,303.4,25.3,D,0
0.6965,35.436,319,1.5,1.2,2001-02-03,0836,Terra,MODIS,43,6.2,307.3,10.6,D,0
0.7026,35.1742,319.5,1.4,1.2,2001-02-03,0836,Terra,MODIS,48,6.2,308.3,9.6,D,0
-0.9407,34.5486,315.2,1.4,1.2,2001-02-03,0837,Terra,MODIS,62,6.2,303,8.7,D,0
-2.0025,40.7302,319.1,4.3,1.9,2001-02-03,0837,Terra,MODIS,61,6.2,299.1,65.9,D,0
-2.0079,40.7683,316.6,4.3,1.9,2001-02-03,0837,Terra,MODIS,42,6.2,298.7,46.2,D,0
-2.005,40.7231,318.2,4.3,1.9,2001-02-03,0837,Terra,MODIS,30,6.2,299.3,56.1,D,0
-2.0102,40.7612,318.7,4.3,1.9,2001-02-03,0837,Terra,MODIS,42,6.2,298.9,59,D,0
-3.2553,37.7889,320.3,2.6,1.6,2001-02-03,0837,Terra,MODIS,71,6.2,305.2,27.2,D,0
-3.2465,37.7835,321.1,2.6,1.6,2001-02-03,0837,Terra,MODIS,72,6.2,305.5,28.9,D,0
-2.3073,40.3567,305,1,1,2001-02-04,2002,Terra,MODIS,61,6.2,294.2,4.9,N,0
-2.3086,40.3478,308,1,1,2001-02-04,2002,Terra,MODIS,73,6.2,294.1,6.9,N,0
-2.2465,40.5884,307.3,1,1,2001-02-04,2002,Terra,MODIS,69,6.2,294.4,6.3,N,0
-1.4654,40.8414,310,1,1,2001-02-04,2002,Terra,MODIS,76,6.2,294.7,8.4,N,0
1.211,34.7906,322.2,1,1,2001-02-05,0824,Terra,MODIS,62,6.2,306.6,7.3,D,0
1.1392,34.9012,325.8,1,1,2001-02-05,0824,Terra,MODIS,74,6.2,310.2,10,D,0
1.0946,34.8888,322.3,1,1,2001-02-05,0824,Terra,MODIS,49,6.2,309,6.5,D,0
1.0895,34.8608,325.2,1,1,2001-02-05,0824,Terra,MODIS,64,6.2,311.7,10.3,D,0
1.0343,34.9258,321.6,1,1,2001-02-05,0824,Terra,MODIS,64,6.2,306.9,8.9,D,0
0.9567,35.2011,320.5,1,1,2001-02-05,0824,Terra,MODIS,60,6.2,308,7,D,0
0.7216,35.4234,335.7,1,1,2001-02-05,0824,Terra,MODIS,83,6.2,307.6,25.2,D,0
0.7203,35.4325,328.8,1,1,2001-02-05,0824,Terra,MODIS,75,6.2,307.2,16.2,D,0
