"","rmse_train","rmse_test","mase_test","bias_test","theta","n"
"1",220.735914046627,199.076827715667,0.760063939453252,-86.4166666666667,1.5,120
"2",181.326650458962,201.780511943052,0.623893630472578,-6.79166666666667,1.5,120
"3",279.094350086131,301.789178621987,0.837173253061645,51.2083333333333,1.5,120
"4",264.116924864727,182.001259153153,0.947049772544822,-102.708333333333,1.5,120
"5",229.975451588497,236.046693827019,0.71429927561631,51.625,1.5,120
"6",192.181744493765,235.459745321077,0.821103084613509,19.125,1.5,120
"7",232.27567583226,353.128694670937,0.645591958462067,31.7916666666667,1.5,120
"8",225.690676036916,146.140343505823,0.807224501758499,-35.1666666666667,1.5,120
"9",207.954171634041,222.602972426995,0.598524080787157,81.0833333333333,1.5,120
"10",244.792578012488,228.422671087322,0.861594963273872,-0.75,1.5,120
"11",184.294629375537,224.248095495443,0.782939596910451,37.375,1.5,120
"12",271.868342830373,225.820264074477,0.697785982743105,20.375,1.5,120
"13",218.177512781069,187.926736611195,0.821933535835684,-61.875,1.5,120
"14",234.668205487379,286.348345551358,0.845239283812567,10.9583333333333,1.5,120
"15",205.16543121751,159.533042554408,0.900643078236738,39.2083333333333,1.5,120
"16",226.869386982907,332.313669595459,0.593570811744387,60.7083333333333,1.5,120
"17",213.492900935839,175.760253375633,0.791046459179071,-46.3333333333333,1.5,120
"18",214.360167125331,259.215643818038,0.579989154013015,5.08333333333333,1.5,120
"19",239.021093908746,262.297143840086,0.725669668139087,72.2083333333333,1.5,120
"20",220.736220785504,254.104965188273,0.616414107247553,20.5,1.5,120
"21",211.390682938803,262.848578082515,0.705550918196995,50.7916666666667,1.5,120
"22",260.946494355963,174.644281326358,0.75809088237455,-61.4583333333333,1.5,120
"23",215.626026567605,222.737233079699,0.80807001854796,22.4583333333333,1.5,120
"24",224.868595888058,174.559206765689,0.970137496419364,-110.833333333333,1.5,120
"25",220.11632814643,177.521829643568,0.85412319344617,-56.3333333333333,1.5,120
"26",240.195731817477,201.416856295594,0.745199384450689,-55.5833333333333,1.5,120
"27",217.573263522888,255.356939726859,0.794751594819254,84.1666666666667,1.5,120
"28",199.401186890483,330.345526179282,0.647083054998887,80,1.5,120
"29",208.000075120179,204.745166813122,0.60113216637225,-16.5,1.5,120
"30",215.87867927766,147.920164277897,0.752583538195393,-62.5416666666667,1.5,120
"31",195.069832581395,186.908622950717,0.642172366080253,38.0833333333333,1.5,120
"32",235.148224530827,182.81445511775,1.04368874298221,-63.5416666666667,1.5,120
"33",216.808070844545,168.24238467164,0.649225203085535,-17.4166666666667,1.5,120
"34",270.940414728651,241.767794932796,0.947528505000318,-84.9166666666667,1.5,120
"35",241.216772323153,168.847811159438,0.733438131596676,-75.8333333333333,1.5,120
"36",274.543427803326,234.828927093746,0.777058635518364,-10.2916666666667,1.5,120
"37",221.365459515857,255.587721405652,0.642493463602587,60.4166666666667,1.5,120
"38",202.458843554272,223.342039631294,0.855146210733428,-28.6666666666667,1.5,120
"39",217.516977306753,164.242960275319,0.68601667735728,11.25,1.5,120
"40",256.373994391007,183.150325325036,0.863273740868897,-33.5416666666667,1.5,120
"41",196.574863813595,233.237361215279,0.662555123216602,-37.3333333333333,1.5,120
"42",219.916366679093,281.245444407549,0.598364279398762,3.66666666666667,1.5,120
"43",184.066167903465,312.037791514639,0.806700319982346,118.916666666667,1.5,120
"44",223.874895309858,168.059637232343,0.804269484485707,-4.95833333333333,1.5,120
"45",207.168133207467,208.999800637863,0.87696335078534,-86.25,1.5,120
"46",217.186819543299,256.725372074259,0.660127455176678,51.4166666666667,1.5,120
"47",215.251935724939,226.649876829145,0.660595857565555,41.5833333333333,1.5,120
"48",231.100875340907,268.129399730802,0.717947253528277,44.4583333333333,1.5,120
"49",215.321392535283,218.267610973319,0.675411861614498,-1.91666666666667,1.5,120
"50",193.025392327883,147.889034977806,0.649149740198394,28.25,1.5,120
"51",244.680127070699,189.290671543352,0.579446206052514,-28.9583333333333,1.5,120
"52",237.514319743744,188.426157066015,0.747916209695109,95.3333333333333,1.5,120
"53",208.21240657079,217.317260397481,0.881545877410158,31.125,1.5,120
