month,year,count,mean_brightness,mean_bright31,mean_frp,mean_max_temp,mean_min_temp,mean_rainfall,anomaly,average_temp
4,2014,268,324.8723880597015,299.21343283582087,34.17388059701493,27.723599,17.056815786153845,60.87015955384616,10.666783213846156,22.39020739307692
5,2014,214,325.788785046729,299.211214953271,38.74953271028037,33.32660101923077,21.26291729807692,39.272866709615386,12.06368372115385,27.294759158653846
6,2014,274,322.77153284671533,296.8510948905109,34.84379562043796,32.08727335036497,21.35219203649635,63.307866477999994,10.735081313868616,26.719732693430657
7,2014,198,323.74949494949493,297.5333333333333,29.317171717171718,29.132041767676768,18.34716314141414,28.5429817078125,10.784878626262628,23.739602454545455
10,2014,308,328.7207792207792,302.9603896103896,32.55,29.83158542857143,19.414337824675325,53.31722172077922,10.417247603896104,24.62296162662338
11,2014,122,327.6573770491803,303.74754098360654,45.65081967213114,33.13551936065574,20.86851627118644,67.18982261016949,12.267003089469302,27.002017815921093
12,2014,102,332.6235294117647,304.21372549019605,55.03137254901961,30.58319893877551,17.53419500980392,51.91587125490196,13.04900392897159,24.058696974289717
8,2015,302,330.3774834437086,303.73973509933774,35.992715231788075,28.983177275167783,17.961608076666668,41.1080444326087,11.021569198501115,23.472392675917227
9,2015,850,333.1390588235294,305.5863529411765,56.06752941176471,29.45307014797136,18.202183797149644,36.365157151302085,11.250886350821716,23.827626972560502
1,2016,206,321.43689320388347,298.6660194174757,21.275728155339806,30.23677078021978,20.5493899,43.68559378333333,9.687380880219777,25.39308034010989
2,2016,676,328.0639053254438,302.45739644970416,33.66686390532544,32.02363500684932,21.678429999688476,20.7225525894081,10.345205007160843,26.851032503268897
3,2016,1266,333.26761453396523,303.32464454976304,37.3519747235387,31.563576271402553,22.39342983451613,28.487369261290322,9.170146436886423,26.97850305295934
4,2016,318,326.34654088050314,298.74025157232705,32.75723270440251,31.887162435064937,23.577136872611465,145.6473364012739,8.310025562453472,27.7321496538382
5,2016,106,325.8264150943396,302.25471698113205,29.10188679245283,32.296247830188676,20.00372483773585,82.69847351509434,12.292522992452827,26.14998633396226
6,2016,144,319.4638888888889,296.3180555555556,23.325000000000003,25.461228955882355,14.354560521052631,92.92742941071428,11.106668434829723,19.907894738467494
7,2016,294,323.1190476190476,295.9687074829932,31.825850340136054,25.36507920863309,15.155211611510792,43.841134395620436,10.2098675971223,20.260145410071942
10,2016,726,330.88347107438017,302.57906336088155,41.67658402203857,29.67298461142857,18.142909208683474,40.296142646218485,11.530075402745098,23.907946910056022
11,2016,236,325.9262711864407,299.7881355932203,44.85677966101695,31.252997846153846,19.873241244444447,98.92403871794872,11.3797566017094,25.563119545299145
12,2016,334,327.58383233532936,302.04670658682636,29.960479041916166,29.0838968375,16.68602836419753,138.714255154321,12.39786847330247,22.884962600848766
8,2017,138,332.0927536231884,304.6246376811594,59.37246376811594,30.677010217391306,18.554017434782608,35.1622655,12.122992782608698,24.615513826086957
9,2017,270,332.76222222222225,306.0711111111111,34.830370370370375,29.050948402985075,17.87700747761194,21.686069811475413,11.173940925373135,23.463977940298506
1,2018,532,326.9195488721805,303.6612781954887,31.08984962406015,28.797868138075316,16.78369193295019,37.87772368697318,12.014176205125125,22.790780035512753
2,2018,842,329.30878859857484,303.3244655581948,42.267933491686456,28.663041889724308,14.979230463184079,89.31760348830846,13.68381142654023,21.821136176454193
3,2018,182,330.32307692307694,299.421978021978,39.386813186813185,30.807551179104475,21.797449312941175,48.88098802352941,9.0101018661633,26.302500246022824
4,2018,124,327.9274193548387,303.43387096774194,33.80483870967742,34.59058085245901,21.807997721311477,86.2311797704918,12.782583131147536,28.199289286885246
5,2018,42,319.7333333333333,298.7857142857143,19.50952380952381,30.028671761904757,18.226824904761905,178.46421533333333,11.801846857142852,24.12774833333333
6,2018,20,319.31,299.16999999999996,11.879999999999999,25.4876902,15.2341984,153.0671255,10.253491799999999,20.3609443
7,2018,78,320.0333333333333,297.75128205128203,24.592307692307692,27.08608714814815,15.870679413793104,41.643614862068965,11.215407734355045,21.478383280970625
10,2018,340,327.9370588235294,302.34529411764703,30.254117647058823,31.37488077108434,19.535547584848484,63.64411061515151,11.839333186235855,25.45521417796641
11,2018,310,323.5232258064516,298.09032258064514,29.92258064516129,32.04034229850746,19.79152791275168,27.4813271147651,12.248814385755782,25.915935105629572
12,2018,202,326.8514851485148,302.6673267326733,24.486138613861385,31.251807395604395,19.50510584848485,77.68390446464646,11.746701547119546,25.378456622044624
