latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
-0.3247,35.1608,310.0,1.9,1.3,2013-06-03,831,Terra,MODIS,58,6.2,294.4,13.2,D,0,2013,6
-0.3198,35.1669,310.3,1.9,1.3,2013-06-03,831,Terra,MODIS,55,6.2,294.4,13.2,D,0,2013,6
0.5451,34.65,333.0,1.2,1.1,2013-06-03,1128,Aqua,MODIS,84,6.2,299.6,35.8,D,0,2013,6
0.5467,34.6609,314.3,1.2,1.1,2013-06-03,1128,Aqua,MODIS,51,6.2,294.2,8.8,D,0,2013,6
-0.4545,35.78,307.6,2.8,1.6,2013-06-04,736,Terra,MODIS,36,6.2,291.6,32.2,D,0,2013,6
0.8348,38.3503,328.6,2.6,1.6,2013-06-04,1033,Aqua,MODIS,78,6.2,297.1,61.6,D,0,2013,6
0.8382,38.3735,338.3,2.6,1.6,2013-06-04,1033,Aqua,MODIS,87,6.2,299.9,117.3,D,0,2013,6
-0.0521,34.9597,315.4,1.1,1.1,2013-06-05,818,Terra,MODIS,68,6.2,299.6,8.1,D,0,2013,6
-0.0506,34.9496,323.9,1.1,1.1,2013-06-05,818,Terra,MODIS,79,6.2,297.8,18.2,D,0,2013,6
-0.4478,35.7673,314.4,1.3,1.1,2013-06-05,819,Terra,MODIS,56,6.2,286.9,16.3,D,0,2013,6
-1.0528,37.1099,314.9,1.1,1.0,2013-06-07,806,Terra,MODIS,59,6.2,295.9,6.8,D,0,2013,6
-2.6906,38.2346,322.8,1.0,1.0,2013-06-07,1102,Aqua,MODIS,53,6.2,300.7,9.4,D,0,2013,6
-0.0768,34.8144,326.8,2.7,1.6,2013-06-08,1146,Aqua,MODIS,80,6.2,296.9,77.0,D,0,2013,6
-0.0733,34.8386,324.7,2.7,1.6,2013-06-08,1146,Aqua,MODIS,78,6.2,295.3,67.1,D,2,2013,6
-0.219,35.1401,309.8,1.4,1.2,2013-06-09,754,Terra,MODIS,43,6.2,295.4,6.5,D,0,2013,6
-0.066,34.8324,318.9,1.5,1.2,2013-06-09,754,Terra,MODIS,73,6.2,300.0,16.8,D,2,2013,6
0.9547,38.5765,316.7,1.0,1.0,2013-06-09,754,Terra,MODIS,21,6.2,297.8,5.8,D,0,2013,6
2.7893,36.2302,304.6,1.3,1.1,2013-06-09,2016,Terra,MODIS,61,6.2,294.0,6.0,N,0,2013,6
2.7995,36.2287,325.1,1.3,1.1,2013-06-09,2016,Terra,MODIS,100,6.2,294.4,31.3,N,0,2013,6
2.7983,36.2384,308.4,1.0,1.0,2013-06-09,2311,Aqua,MODIS,74,6.2,294.1,7.2,N,0,2013,6
2.7996,36.2295,308.3,1.0,1.0,2013-06-09,2311,Aqua,MODIS,74,6.2,293.5,7.2,N,0,2013,6
0.562,34.7027,312.0,1.6,1.2,2013-06-10,1134,Aqua,MODIS,40,6.2,292.6,10.1,D,0,2013,6
4.9566,35.2298,319.8,2.9,1.6,2013-06-11,740,Terra,MODIS,63,6.2,294.6,27.2,D,0,2013,6
4.9616,35.2099,322.6,2.9,1.6,2013-06-11,740,Terra,MODIS,68,6.2,294.9,37.5,D,0,2013,6
4.9586,35.2204,324.3,3.0,1.6,2013-06-11,1040,Aqua,MODIS,69,6.2,293.8,46.6,D,0,2013,6
4.9593,35.2132,326.5,3.0,1.6,2013-06-11,1040,Aqua,MODIS,70,6.2,295.0,54.7,D,0,2013,6
0.0246,34.1495,321.2,1.0,1.0,2013-06-12,1121,Aqua,MODIS,74,6.2,297.0,13.7,D,0,2013,6
0.0234,34.1405,312.7,1.0,1.0,2013-06-12,1121,Aqua,MODIS,39,6.2,294.4,6.5,D,0,2013,6
-3.5496,37.7622,321.3,1.2,1.1,2013-06-13,1950,Terra,MODIS,100,6.2,290.1,25.5,N,0,2013,6
-3.5511,37.7514,302.3,1.2,1.1,2013-06-13,1950,Terra,MODIS,48,6.2,289.4,6.4,N,0,2013,6
-0.657,36.3798,322.9,1.1,1.1,2013-06-14,812,Terra,MODIS,79,6.2,295.3,18.3,D,0,2013,6
-2.7612,38.0058,318.0,1.0,1.0,2013-06-14,1108,Aqua,MODIS,54,6.2,291.7,12.0,D,0,2013,6
0.4454,38.1588,317.1,1.1,1.0,2013-06-14,1109,Aqua,MODIS,48,6.2,292.9,7.0,D,0,2013,6
0.727,38.0911,307.0,1.0,1.0,2013-06-20,1957,Terra,MODIS,62,6.2,291.7,5.8,N,0,2013,6
0.7181,38.0924,306.6,1.0,1.0,2013-06-20,1957,Terra,MODIS,21,6.2,291.8,5.5,N,0,2013,6
0.6581,38.1254,304.7,1.0,1.0,2013-06-20,1957,Terra,MODIS,61,6.2,291.1,5.0,N,0,2013,6
0.6491,38.1267,304.6,1.0,1.0,2013-06-20,1957,Terra,MODIS,61,6.2,290.9,5.1,N,0,2013,6
0.7164,38.0971,303.8,1.2,1.1,2013-06-20,2253,Aqua,MODIS,57,6.2,289.3,7.6,N,0,2013,6
0.7134,38.0756,318.0,1.8,1.3,2013-06-21,818,Terra,MODIS,62,6.2,298.7,11.5,D,0,2013,6
0.711,38.0913,328.3,1.8,1.3,2013-06-21,818,Terra,MODIS,79,6.2,299.2,38.0,D,0,2013,6
0.7155,38.0856,329.2,1.8,1.3,2013-06-21,818,Terra,MODIS,80,6.2,299.5,41.1,D,0,2013,6
-0.249,35.2264,311.9,1.0,1.0,2013-06-21,1115,Aqua,MODIS,59,6.2,297.3,5.6,D,0,2013,6
0.7061,38.0871,327.5,1.3,1.1,2013-06-21,1115,Aqua,MODIS,75,6.2,304.5,16.5,D,0,2013,6
-0.0603,35.0021,319.7,1.0,1.0,2013-06-23,806,Terra,MODIS,75,6.2,302.5,9.8,D,0,2013,6
-0.2848,35.1514,312.8,1.0,1.0,2013-06-23,806,Terra,MODIS,64,6.2,297.1,7.2,D,0,2013,6
-0.9965,34.7917,310.8,1.0,1.0,2013-06-23,806,Terra,MODIS,51,6.2,296.5,5.2,D,0,2013,6
-0.2835,35.1424,309.6,1.0,1.0,2013-06-23,806,Terra,MODIS,55,6.2,296.5,4.9,D,0,2013,6
0.4997,38.0622,323.8,1.3,1.1,2013-06-25,1051,Aqua,MODIS,58,6.2,300.4,13.0,D,0,2013,6
0.5097,38.0609,331.7,1.3,1.1,2013-06-25,1051,Aqua,MODIS,82,6.2,299.9,25.6,D,0,2013,6
0.5113,38.0719,342.5,1.3,1.1,2013-06-25,1051,Aqua,MODIS,90,6.2,299.8,49.4,D,0,2013,6
0.51,38.0666,340.0,1.3,1.1,2013-06-25,1051,Aqua,MODIS,88,6.2,301.0,44.5,D,0,2013,6
0.5117,38.0776,322.1,1.3,1.1,2013-06-25,1051,Aqua,MODIS,53,6.2,298.3,12.0,D,0,2013,6
0.5013,38.0732,333.2,1.3,1.1,2013-06-25,1051,Aqua,MODIS,83,6.2,298.9,29.4,D,0,2013,6
0.0397,34.1165,317.9,1.0,1.0,2013-06-25,2015,Terra,MODIS,96,6.2,283.9,17.2,N,0,2013,6
0.0406,34.1219,303.4,1.1,1.0,2013-06-25,2312,Aqua,MODIS,55,6.2,283.1,8.2,N,0,2013,6
