latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
-2.3207,40.713,320.7,2.5,1.5,2015-05-02,1026,Aqua,MODIS,40,6.2,297.3,26.4,D,0,2015,5
-1.859,41.0398,328.2,2.4,1.5,2015-05-02,1026,Aqua,MODIS,70,6.2,299.6,49.3,D,0,2015,5
-2.1561,40.8824,327.6,2.5,1.5,2015-05-02,1026,Aqua,MODIS,80,6.2,297.1,46.3,D,0,2015,5
-2.2506,40.4131,316.9,2.3,1.5,2015-05-03,813,Terra,MODIS,62,6.2,297.0,27.0,D,0,2015,5
-0.7592,40.0385,313.8,2.0,1.4,2015-05-03,813,Terra,MODIS,32,6.2,296.6,22.4,D,0,2015,5
-2.2732,40.4198,349.3,1.3,1.1,2015-05-03,1109,Aqua,MODIS,94,6.2,303.3,67.9,D,0,2015,5
-2.2629,40.4183,334.1,1.3,1.1,2015-05-03,1109,Aqua,MODIS,81,6.2,300.9,29.0,D,0,2015,5
-2.197,40.3777,323.0,1.3,1.1,2015-05-03,1109,Aqua,MODIS,52,6.2,302.7,12.4,D,0,2015,5
-2.2647,40.4065,343.8,1.3,1.1,2015-05-03,1109,Aqua,MODIS,90,6.2,302.1,52.7,D,0,2015,5
-2.2545,40.4051,324.4,1.3,1.1,2015-05-03,1109,Aqua,MODIS,54,6.2,301.6,13.5,D,0,2015,5
-2.3208,40.4323,326.3,1.3,1.1,2015-05-03,1109,Aqua,MODIS,49,6.2,305.4,10.9,D,0,2015,5
-2.2749,40.408,352.2,1.3,1.1,2015-05-03,1109,Aqua,MODIS,95,6.2,302.7,77.6,D,0,2015,5
-0.0744,35.0921,319.9,1.2,1.1,2015-05-05,800,Terra,MODIS,74,6.2,297.0,13.0,D,0,2015,5
-0.893,34.4738,308.9,1.2,1.1,2015-05-05,801,Terra,MODIS,36,6.2,290.1,4.5,D,0,2015,5
-1.1697,36.952,317.4,1.0,1.0,2015-05-05,801,Terra,MODIS,52,6.2,294.3,7.9,D,0,2015,5
1.9191,36.3866,309.8,2.2,1.4,2015-05-08,830,Terra,MODIS,0,6.2,272.7,17.3,D,0,2015,5
2.051,36.4351,332.7,1.3,1.1,2015-05-10,818,Terra,MODIS,69,6.2,308.0,18.0,D,0,2015,5
1.6961,36.347,332.2,1.3,1.1,2015-05-10,818,Terra,MODIS,83,6.2,307.3,17.0,D,0,2015,5
2.0392,36.4512,331.6,1.3,1.1,2015-05-10,818,Terra,MODIS,63,6.2,309.3,27.4,D,0,2015,5
-0.0396,35.0379,314.7,1.0,1.0,2015-05-10,1116,Aqua,MODIS,56,6.2,297.6,6.7,D,0,2015,5
-0.1155,35.1551,317.9,1.0,1.0,2015-05-10,1116,Aqua,MODIS,68,6.2,298.6,8.9,D,0,2015,5
3.6512,35.3442,309.2,3.9,1.8,2015-05-13,848,Terra,MODIS,0,6.2,287.9,43.0,D,0,2015,5
2.8986,35.9473,319.0,4.5,2.0,2015-05-13,849,Terra,MODIS,58,6.2,292.8,79.0,D,0,2015,5
2.8994,35.9528,318.7,4.5,2.0,2015-05-13,849,Terra,MODIS,15,6.2,293.0,84.6,D,0,2015,5
-2.0198,36.1298,314.5,1.2,1.1,2015-05-14,755,Terra,MODIS,37,6.2,293.0,8.3,D,0,2015,5
-2.2764,40.2125,325.9,2.1,1.4,2015-05-17,1121,Aqua,MODIS,76,6.2,297.6,46.3,D,0,2015,5
-0.1593,35.1503,315.8,1.1,1.0,2015-05-17,1122,Aqua,MODIS,54,6.2,299.2,5.6,D,0,2015,5
-3.5271,39.7875,321.3,1.0,1.0,2015-05-21,1056,Aqua,MODIS,60,6.2,302.5,9.7,D,0,2015,5
-0.0535,35.0936,314.4,1.6,1.3,2015-05-21,1057,Aqua,MODIS,56,6.2,299.7,11.2,D,0,2015,5
-3.079,39.372,322.5,1.0,1.0,2015-05-23,749,Terra,MODIS,47,6.2,300.3,9.7,D,0,2015,5
2.1959,36.4766,330.0,2.2,1.4,2015-05-24,831,Terra,MODIS,53,6.2,307.1,42.0,D,0,2015,5
1.2443,38.9738,308.3,1.0,1.0,2015-05-25,1958,Terra,MODIS,74,6.2,293.7,5.9,N,0,2015,5
-0.0308,35.181,309.9,1.0,1.0,2015-05-26,1115,Aqua,MODIS,30,6.2,293.6,3.9,D,0,2015,5
2.0362,36.4498,337.0,1.5,1.2,2015-05-30,1051,Aqua,MODIS,79,6.2,313.0,31.9,D,0,2015,5
4.7224,34.9727,305.1,1.2,1.1,2015-05-30,2017,Terra,MODIS,63,6.2,285.0,6.5,N,0,2015,5
