latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
2.1214,36.437,331.5,3.9,1.8,2014-04-01,842,Terra,MODIS,58,6.2,304.3,121.8,D,0,2014,4
2.1051,36.4345,328.6,3.9,1.8,2014-04-01,842,Terra,MODIS,49,6.2,303.7,88.1,D,0,2014,4
2.111,36.4425,331.5,3.9,1.8,2014-04-01,842,Terra,MODIS,39,6.2,304.2,107.8,D,0,2014,4
2.1274,36.4449,331.9,3.9,1.8,2014-04-01,842,Terra,MODIS,50,6.2,304.2,125.6,D,0,2014,4
2.1378,36.4395,331.1,3.9,1.8,2014-04-01,842,Terra,MODIS,46,6.2,303.6,126.2,D,0,2014,4
-0.8744,34.4452,318.6,1.9,1.3,2014-04-01,1140,Aqua,MODIS,69,6.2,298.2,22.1,D,0,2014,4
-0.4958,36.4294,327.5,1.4,1.2,2014-04-02,748,Terra,MODIS,78,6.2,302.6,27.7,D,0,2014,4
-0.1455,35.154,335.5,1.8,1.3,2014-04-02,748,Terra,MODIS,86,6.2,302.6,63.5,D,0,2014,4
-0.1479,35.1701,319.7,1.8,1.3,2014-04-02,748,Terra,MODIS,70,6.2,301.7,18.9,D,0,2014,4
-3.5493,38.372,323.0,1.1,1.0,2014-04-02,749,Terra,MODIS,40,6.2,304.0,11.0,D,0,2014,4
-2.3841,40.748,329.7,1.2,1.1,2014-04-02,1044,Aqua,MODIS,74,6.2,306.6,10.1,D,0,2014,4
-2.3825,40.5357,327.6,1.2,1.1,2014-04-02,1044,Aqua,MODIS,40,6.2,300.4,15.7,D,0,2014,4
-2.2251,40.4902,319.4,1.2,1.1,2014-04-02,1044,Aqua,MODIS,25,6.2,296.8,14.8,D,0,2014,4
-0.2604,35.0883,318.9,1.9,1.3,2014-04-03,831,Terra,MODIS,72,6.2,300.1,20.3,D,0,2014,4
-2.4904,40.6199,328.0,3.0,1.7,2014-04-03,1127,Aqua,MODIS,76,6.2,295.2,77.0,D,0,2014,4
1.2242,38.89,323.6,2.6,1.5,2014-04-03,1128,Aqua,MODIS,25,6.2,297.6,36.0,D,0,2014,4
0.5625,34.6687,363.8,1.2,1.1,2014-04-03,1128,Aqua,MODIS,100,6.2,299.2,119.7,D,0,2014,4
-1.9142,40.7694,323.9,1.9,1.3,2014-04-04,1032,Aqua,MODIS,64,6.2,302.4,18.0,D,0,2014,4
-3.564,38.3573,314.7,3.1,1.7,2014-04-04,1032,Aqua,MODIS,56,6.2,294.8,40.2,D,0,2014,4
-1.8946,40.5577,320.5,2.0,1.4,2014-04-04,1032,Aqua,MODIS,55,6.2,300.2,27.7,D,0,2014,4
0.1946,40.3079,325.3,1.9,1.3,2014-04-04,1033,Aqua,MODIS,27,6.2,301.4,38.9,D,0,2014,4
3.7451,40.9776,318.0,2.7,1.6,2014-04-05,817,Terra,MODIS,31,6.2,296.0,36.7,D,0,2014,4
-4.026,39.6898,314.3,2.9,1.6,2014-04-05,819,Terra,MODIS,0,6.2,293.7,27.5,D,0,2014,4
-1.0023,40.1338,317.0,2.8,1.6,2014-04-05,819,Terra,MODIS,15,6.2,296.4,34.9,D,0,2014,4
-2.3781,40.2886,327.7,1.6,1.3,2014-04-05,1115,Aqua,MODIS,57,6.2,295.0,26.7,D,0,2014,4
-2.4835,40.4997,329.0,1.7,1.3,2014-04-05,1115,Aqua,MODIS,39,6.2,303.1,21.0,D,0,2014,4
-2.5829,40.3013,326.9,1.6,1.3,2014-04-05,1115,Aqua,MODIS,62,6.2,292.2,30.3,D,0,2014,4
-2.34,40.3889,329.5,1.7,1.3,2014-04-05,1115,Aqua,MODIS,47,6.2,302.7,19.9,D,0,2014,4
-2.4834,40.5084,329.0,1.7,1.3,2014-04-05,1115,Aqua,MODIS,56,6.2,303.4,17.7,D,0,2014,4
-0.0672,34.8303,324.9,1.0,1.0,2014-04-05,1116,Aqua,MODIS,77,6.2,300.9,13.6,D,0,2014,4
-1.6005,39.9577,317.8,3.8,1.8,2014-04-06,1020,Aqua,MODIS,22,6.2,294.0,61.0,D,0,2014,4
-1.7113,40.1291,314.0,1.6,1.3,2014-04-07,806,Terra,MODIS,33,6.2,284.9,15.7,D,0,2014,4
-3.5663,38.3652,313.3,1.3,1.1,2014-04-07,807,Terra,MODIS,45,6.2,293.6,10.3,D,0,2014,4
-2.1212,40.838,323.9,1.9,1.3,2014-04-07,807,Terra,MODIS,37,6.2,299.5,23.3,D,0,2014,4
-3.095,38.7192,321.0,1.4,1.2,2014-04-07,807,Terra,MODIS,27,6.2,301.0,18.5,D,0,2014,4
