latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
-3.0878,40.0131,325.1,1.7,1.3,2016-05-02,1038,Aqua,MODIS,71,6.2,305.4,16.6,D,0,2016,5
-2.7622,39.8055,343.7,1.7,1.3,2016-05-02,1038,Aqua,MODIS,90,6.2,299.5,90.9,D,0,2016,5
2.1093,36.4215,332.1,2.6,1.6,2016-05-02,1039,Aqua,MODIS,56,6.2,301.9,56.9,D,0,2016,5
1.8511,36.3328,328.9,2.7,1.6,2016-05-02,1039,Aqua,MODIS,9,6.2,301.1,59.4,D,0,2016,5
0.8755,39.8913,319.3,1.5,1.2,2016-05-02,1039,Aqua,MODIS,37,6.2,297.8,16.3,D,0,2016,5
2.1611,36.4845,331.3,2.6,1.6,2016-05-02,1039,Aqua,MODIS,55,6.2,300.8,70.9,D,0,2016,5
2.1395,36.481,330.9,2.6,1.6,2016-05-02,1039,Aqua,MODIS,55,6.2,301.5,68.5,D,0,2016,5
2.0954,36.4236,329.3,2.6,1.6,2016-05-02,1039,Aqua,MODIS,72,6.2,300.9,42.5,D,0,2016,5
2.1463,36.4411,332.6,1.7,1.3,2016-05-03,824,Terra,MODIS,69,6.2,308.2,32.1,D,0,2016,5
2.1623,36.4888,330.6,1.7,1.3,2016-05-03,824,Terra,MODIS,37,6.2,306.5,40.3,D,0,2016,5
2.1689,36.4442,330.9,1.7,1.3,2016-05-03,824,Terra,MODIS,40,6.2,306.9,28.2,D,0,2016,5
2.151,36.4871,330.2,1.7,1.3,2016-05-03,824,Terra,MODIS,65,6.2,306.5,41.7,D,0,2016,5
2.1576,36.4427,331.4,1.7,1.3,2016-05-03,824,Terra,MODIS,51,6.2,307.6,29.1,D,0,2016,5
2.1441,36.4559,334.1,1.7,1.3,2016-05-03,824,Terra,MODIS,23,6.2,308.8,36.3,D,0,2016,5
2.0988,36.4493,335.5,1.7,1.3,2016-05-03,824,Terra,MODIS,85,6.2,308.6,36.7,D,0,2016,5
2.1101,36.451,335.2,1.7,1.3,2016-05-03,824,Terra,MODIS,82,6.2,309.5,35.8,D,0,2016,5
2.1124,36.4362,333.2,1.7,1.3,2016-05-03,824,Terra,MODIS,84,6.2,308.8,28.4,D,0,2016,5
2.1237,36.4379,334.6,1.7,1.3,2016-05-03,824,Terra,MODIS,85,6.2,309.4,33.1,D,0,2016,5
2.135,36.4395,332.9,1.7,1.3,2016-05-03,824,Terra,MODIS,72,6.2,308.4,32.4,D,0,2016,5
1.7405,36.3119,333.5,1.6,1.3,2016-05-03,824,Terra,MODIS,83,6.2,307.9,28.3,D,0,2016,5
-3.1077,40.0574,313.3,1.6,1.2,2016-05-04,730,Terra,MODIS,0,6.2,288.3,10.6,D,0,2016,5
-0.1506,35.6927,331.6,1.0,1.0,2016-05-05,1109,Aqua,MODIS,84,6.2,296.2,26.4,D,0,2016,5
-1.3697,36.9219,315.5,1.0,1.0,2016-05-07,801,Terra,MODIS,68,6.2,294.0,8.0,D,0,2016,5
-1.3467,36.8953,317.1,1.0,1.0,2016-05-07,801,Terra,MODIS,33,6.2,291.8,8.3,D,0,2016,5
-1.1707,36.951,313.1,1.0,1.0,2016-05-07,801,Terra,MODIS,57,6.2,293.3,5.8,D,0,2016,5
-1.3199,36.8992,314.1,1.0,1.0,2016-05-07,801,Terra,MODIS,31,6.2,291.3,4.7,D,0,2016,5
2.157,36.4123,331.5,1.2,1.1,2016-05-07,1058,Aqua,MODIS,49,6.2,308.4,23.9,D,0,2016,5
2.1504,36.4834,334.5,2.0,1.4,2016-05-09,1045,Aqua,MODIS,61,6.2,310.8,63.0,D,0,2016,5
2.0963,36.4556,330.8,2.0,1.4,2016-05-09,1045,Aqua,MODIS,21,6.2,310.1,46.7,D,0,2016,5
1.9069,36.4392,333.1,2.2,1.4,2016-05-10,830,Terra,MODIS,60,6.2,305.6,47.2,D,0,2016,5
0.0868,37.2792,313.2,1.1,1.0,2016-05-14,806,Terra,MODIS,51,6.2,296.2,6.8,D,0,2016,5
0.0882,37.2699,314.4,1.1,1.0,2016-05-14,806,Terra,MODIS,57,6.2,296.5,7.6,D,0,2016,5
0.5244,34.498,314.3,1.1,1.0,2016-05-14,806,Terra,MODIS,62,6.2,297.9,6.7,D,0,2016,5
-2.8655,39.1276,323.0,3.0,1.7,2016-05-17,1132,Aqua,MODIS,68,6.2,299.4,41.0,D,0,2016,5
2.1451,36.46,333.0,1.7,1.3,2016-05-19,824,Terra,MODIS,60,6.2,308.6,46.0,D,0,2016,5
2.1977,36.4895,332.7,1.7,1.3,2016-05-19,824,Terra,MODIS,57,6.2,308.9,43.7,D,0,2016,5
2.1545,36.468,333.2,1.7,1.3,2016-05-19,824,Terra,MODIS,68,6.2,308.4,46.8,D,0,2016,5
2.1659,36.4696,334.3,1.7,1.3,2016-05-19,824,Terra,MODIS,52,6.2,308.7,47.8,D,0,2016,5
2.1337,36.4584,330.4,1.7,1.3,2016-05-19,824,Terra,MODIS,67,6.2,306.9,42.1,D,0,2016,5
2.1678,36.4633,330.7,1.7,1.3,2016-05-19,824,Terra,MODIS,42,6.2,308.5,39.3,D,0,2016,5
-0.8487,34.5454,313.7,1.1,1.1,2016-05-21,1109,Aqua,MODIS,69,6.2,291.4,9.4,D,0,2016,5
-1.3687,36.9149,314.7,1.0,1.0,2016-05-23,801,Terra,MODIS,29,6.2,294.6,8.0,D,0,2016,5
-1.37,36.9238,312.5,1.0,1.0,2016-05-23,801,Terra,MODIS,47,6.2,292.9,6.8,D,0,2016,5
-1.3482,36.8997,311.0,1.0,1.0,2016-05-23,801,Terra,MODIS,34,6.2,290.3,4.3,D,0,2016,5
-0.0132,35.0883,313.7,1.6,1.3,2016-05-23,1057,Aqua,MODIS,58,6.2,294.8,15.1,D,0,2016,5
-3.2944,40.0008,321.6,1.0,1.0,2016-05-25,749,Terra,MODIS,64,6.2,297.6,12.2,D,0,2016,5
-0.0972,35.11,318.6,1.0,1.0,2016-05-30,807,Terra,MODIS,71,6.2,301.2,9.1,D,0,2016,5
-0.1732,35.2488,315.7,1.0,1.0,2016-05-30,807,Terra,MODIS,66,6.2,301.0,7.4,D,0,2016,5
0.5953,34.4793,317.6,1.1,1.0,2016-05-30,807,Terra,MODIS,68,6.2,300.2,9.5,D,0,2016,5
0.0742,37.3825,317.4,1.1,1.0,2016-05-30,807,Terra,MODIS,43,6.2,299.4,11.4,D,0,2016,5
-2.3156,40.3312,323.4,1.1,1.0,2016-05-30,1102,Aqua,MODIS,50,6.2,305.8,9.2,D,0,2016,5
-2.3142,40.3408,324.6,1.1,1.0,2016-05-30,1102,Aqua,MODIS,68,6.2,305.4,10.3,D,0,2016,5
3.991,34.2103,335.2,1.3,1.1,2016-05-30,1104,Aqua,MODIS,81,6.2,309.1,32.9,D,0,2016,5
