latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
0.3946,34.2444,312.3,1.0,1.0,2011-07-02,1114,Aqua,MODIS,61,6.2,298.0,3.7,D,0,2011,7
0.2364,34.4908,313.4,1.0,1.0,2011-07-02,1114,Aqua,MODIS,54,6.2,296.3,6.1,D,0,2011,7
-1.7609,40.939,313.7,3.2,1.7,2011-07-05,711,Terra,MODIS,62,6.2,294.9,39.1,D,0,2011,7
-1.0145,37.0801,312.8,3.9,1.8,2011-07-05,1144,Aqua,MODIS,46,6.2,293.1,46.8,D,0,2011,7
-1.3093,36.9096,323.6,1.1,1.0,2011-07-06,754,Terra,MODIS,73,6.2,299.8,12.3,D,0,2011,7
-4.1584,38.9803,326.7,1.3,1.1,2011-07-06,1049,Aqua,MODIS,56,6.2,293.8,22.1,D,0,2011,7
-2.5842,37.862,320.4,4.5,2.0,2011-07-07,837,Terra,MODIS,67,6.2,293.9,121.0,D,0,2011,7
-2.5839,37.872,322.0,4.5,2.0,2011-07-07,837,Terra,MODIS,71,6.2,294.0,132.2,D,0,2011,7
-2.5948,37.8624,325.4,2.4,1.5,2011-07-07,1132,Aqua,MODIS,67,6.2,297.4,54.8,D,0,2011,7
-3.3225,39.6305,321.6,3.2,1.7,2011-07-07,1132,Aqua,MODIS,66,6.2,295.0,62.5,D,0,2011,7
-3.322,39.6549,317.2,3.2,1.7,2011-07-07,1132,Aqua,MODIS,49,6.2,295.2,40.1,D,0,2011,7
-3.3263,39.6262,319.4,3.2,1.7,2011-07-07,1132,Aqua,MODIS,60,6.2,295.2,50.2,D,0,2011,7
-4.1675,38.8047,339.2,1.2,1.1,2011-07-08,742,Terra,MODIS,89,6.2,301.2,42.3,D,0,2011,7
-0.9318,34.4722,313.4,1.3,1.1,2011-07-09,824,Terra,MODIS,63,6.2,297.1,8.5,D,0,2011,7
-0.6894,36.4407,318.0,1.2,1.1,2011-07-09,1120,Aqua,MODIS,70,6.2,295.0,12.8,D,0,2011,7
-2.739,37.934,321.6,2.3,1.5,2011-07-10,730,Terra,MODIS,73,6.2,294.5,54.2,D,0,2011,7
-0.9159,34.1486,312.2,1.0,1.0,2011-07-11,812,Terra,MODIS,0,6.2,295.3,4.4,D,0,2011,7
0.3686,34.5546,334.1,1.0,1.0,2011-07-11,812,Terra,MODIS,87,6.2,299.1,28.8,D,0,2011,7
-0.8558,36.2608,313.5,1.0,1.0,2011-07-13,800,Terra,MODIS,55,6.2,297.6,4.9,D,0,2011,7
-2.556,37.8564,342.4,1.0,1.0,2011-07-13,800,Terra,MODIS,90,6.2,301.9,40.8,D,0,2011,7
-2.565,37.8549,364.1,1.0,1.0,2011-07-13,800,Terra,MODIS,100,6.2,301.8,91.8,D,0,2011,7
-2.5656,37.8367,337.9,1.2,1.1,2011-07-13,1055,Aqua,MODIS,85,6.2,294.4,40.2,D,0,2011,7
-2.6255,37.8511,320.2,1.2,1.1,2011-07-13,1055,Aqua,MODIS,39,6.2,290.6,14.3,D,0,2011,7
-2.5641,37.847,329.8,1.2,1.1,2011-07-13,1055,Aqua,MODIS,73,6.2,296.4,25.4,D,0,2011,7
-2.556,37.835,332.4,1.2,1.1,2011-07-13,1055,Aqua,MODIS,75,6.2,295.8,29.8,D,0,2011,7
-2.434,38.2745,319.7,1.1,1.0,2011-07-15,748,Terra,MODIS,47,6.2,297.7,10.1,D,0,2011,7
0.0469,34.0052,319.1,1.1,1.1,2011-07-16,1127,Aqua,MODIS,50,6.2,302.2,9.3,D,0,2011,7
-4.2224,38.842,320.4,3.0,1.6,2011-07-17,1030,Aqua,MODIS,60,6.2,299.9,44.9,D,0,2011,7
-2.7872,38.0181,325.2,3.3,1.7,2011-07-17,1031,Aqua,MODIS,68,6.2,300.6,85.7,D,0,2011,7
-2.6298,37.8248,302.3,1.0,1.0,2011-07-17,1956,Terra,MODIS,48,6.2,288.2,6.3,N,0,2011,7
-2.648,37.8239,301.8,1.0,1.0,2011-07-17,1956,Terra,MODIS,17,6.2,288.8,5.1,N,0,2011,7
-2.6377,37.8319,324.9,1.0,1.0,2011-07-17,1956,Terra,MODIS,100,6.2,288.7,24.4,N,0,2011,7
-1.053,37.0757,315.1,1.1,1.0,2011-07-17,1956,Terra,MODIS,91,6.2,285.7,16.6,N,0,2011,7
-2.607,37.8717,321.1,1.1,1.1,2011-07-17,2253,Aqua,MODIS,100,6.2,284.8,25.9,N,0,2011,7
-2.6084,37.8813,325.4,1.1,1.1,2011-07-17,2253,Aqua,MODIS,100,6.2,286.3,30.9,N,0,2011,7
-2.7671,37.9768,329.2,1.1,1.1,2011-07-18,1113,Aqua,MODIS,69,6.2,304.3,20.6,D,0,2011,7
-1.4203,34.785,319.5,1.0,1.0,2011-07-18,1114,Aqua,MODIS,51,6.2,296.8,10.2,D,0,2011,7
-1.0909,37.3347,325.6,1.1,1.0,2011-07-20,806,Terra,MODIS,76,6.2,298.9,16.5,D,0,2011,7
-1.0923,37.3443,317.9,1.1,1.0,2011-07-20,806,Terra,MODIS,61,6.2,300.4,7.5,D,0,2011,7
-0.0721,38.493,354.9,1.2,1.1,2011-07-22,1050,Aqua,MODIS,73,6.2,299.5,75.7,D,0,2011,7
-2.5352,37.7941,301.9,1.4,1.2,2011-07-22,2014,Terra,MODIS,45,6.2,280.4,10.9,N,0,2011,7
-2.5369,37.7826,308.2,1.4,1.2,2011-07-22,2014,Terra,MODIS,74,6.2,281.0,16.8,N,0,2011,7
-4.2239,38.8884,313.2,2.2,1.4,2011-07-24,1036,Aqua,MODIS,28,6.2,291.8,12.0,D,0,2011,7
-2.8611,39.8597,319.9,2.0,1.4,2011-07-25,1119,Aqua,MODIS,53,6.2,294.9,26.8,D,0,2011,7
-2.499,37.7771,307.0,1.2,1.1,2011-07-26,1950,Terra,MODIS,70,6.2,288.3,11.1,N,0,2011,7
-0.0459,34.867,333.4,1.0,1.0,2011-07-27,812,Terra,MODIS,86,6.2,301.7,24.7,D,0,2011,7
-0.9837,34.6648,339.5,1.0,1.0,2011-07-27,812,Terra,MODIS,88,6.2,299.2,35.1,D,0,2011,7
-1.0266,34.5794,316.7,1.0,1.0,2011-07-27,812,Terra,MODIS,55,6.2,298.0,7.3,D,0,2011,7
-0.0472,34.8759,321.4,1.0,1.0,2011-07-27,812,Terra,MODIS,75,6.2,301.4,10.1,D,0,2011,7
-0.985,34.6738,320.1,1.0,1.0,2011-07-27,812,Terra,MODIS,67,6.2,298.4,10.1,D,0,2011,7
-2.887,39.8621,322.7,1.2,1.1,2011-07-27,1107,Aqua,MODIS,67,6.2,295.2,16.1,D,0,2011,7
-1.5017,34.9283,334.8,1.1,1.1,2011-07-27,1108,Aqua,MODIS,83,6.2,298.2,30.7,D,0,2011,7
-1.4895,34.9468,337.8,1.1,1.1,2011-07-27,1108,Aqua,MODIS,78,6.2,295.6,33.8,D,0,2011,7
-1.4989,34.9482,359.2,1.1,1.1,2011-07-27,1108,Aqua,MODIS,99,6.2,300.3,86.9,D,0,2011,7
-1.5003,34.9382,348.8,1.1,1.1,2011-07-27,1108,Aqua,MODIS,93,6.2,298.9,58.6,D,0,2011,7
2.0319,35.4518,329.4,1.0,1.0,2011-07-27,1109,Aqua,MODIS,70,6.2,309.3,12.4,D,0,2011,7
-1.4712,34.8778,320.1,3.4,1.7,2011-07-28,1151,Aqua,MODIS,55,6.2,298.1,47.7,D,0,2011,7
-1.4671,34.8852,322.6,3.4,1.7,2011-07-28,1151,Aqua,MODIS,66,6.2,296.5,62.3,D,0,2011,7
1.2384,39.0389,338.1,1.1,1.0,2011-07-29,759,Terra,MODIS,85,6.2,304.3,27.2,D,0,2011,7
1.237,39.0482,382.6,1.1,1.0,2011-07-29,759,Terra,MODIS,100,6.2,308.2,161.1,D,0,2011,7
1.2289,39.0502,328.6,1.1,1.0,2011-07-29,759,Terra,MODIS,74,6.2,304.4,13.9,D,0,2011,7
-0.069,37.4813,318.9,1.0,1.0,2011-07-29,800,Terra,MODIS,63,6.2,303.4,11.3,D,0,2011,7
-0.0703,37.4901,321.3,1.0,1.0,2011-07-29,800,Terra,MODIS,56,6.2,300.9,14.5,D,0,2011,7
-2.7664,37.9931,321.7,1.2,1.1,2011-07-29,1055,Aqua,MODIS,10,6.2,299.1,12.1,D,0,2011,7
-2.7613,37.9959,345.9,1.1,1.1,2011-07-29,1055,Aqua,MODIS,86,6.2,305.1,54.5,D,0,2011,7
-2.7651,38.003,323.9,1.1,1.1,2011-07-29,1055,Aqua,MODIS,17,6.2,302.1,14.0,D,0,2011,7
1.2358,39.0446,340.8,1.0,1.0,2011-07-29,1056,Aqua,MODIS,85,6.2,310.6,25.2,D,0,2011,7
1.2346,39.0356,327.5,1.0,1.0,2011-07-29,1056,Aqua,MODIS,48,6.2,308.2,6.1,D,0,2011,7
1.2282,39.0548,328.5,1.0,1.0,2011-07-29,1056,Aqua,MODIS,56,6.2,308.4,6.7,D,0,2011,7
