latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
-1.7352,41.04,334.0,1.0,1.0,2010-11-01,747,Terra,MODIS,76,6.2,288.9,31.3,D,0,2010,11
-1.7513,40.8373,320.3,1.0,1.0,2010-11-01,747,Terra,MODIS,51,6.2,299.0,11.7,D,0,2010,11
-1.3326,41.3062,323.5,1.0,1.0,2010-11-01,747,Terra,MODIS,36,6.2,302.2,13.2,D,0,2010,11
-1.5391,41.2111,324.5,1.0,1.0,2010-11-01,747,Terra,MODIS,18,6.2,302.2,13.7,D,0,2010,11
-1.5374,41.1365,323.1,1.0,1.0,2010-11-01,747,Terra,MODIS,66,6.2,301.9,12.2,D,0,2010,11
-3.54,39.7457,321.8,1.4,1.2,2010-11-01,1043,Aqua,MODIS,39,6.2,295.3,13.9,D,0,2010,11
-1.6619,41.0619,311.9,1.1,1.1,2010-11-01,1044,Aqua,MODIS,41,6.2,288.5,7.7,D,0,2010,11
1.2264,38.9596,333.0,1.4,1.2,2010-11-01,1045,Aqua,MODIS,52,6.2,302.9,29.8,D,0,2010,11
4.6273,34.8805,307.0,1.1,1.1,2010-11-03,1958,Terra,MODIS,66,6.2,296.2,6.2,N,0,2010,11
1.2141,38.9392,317.3,2.0,1.4,2010-11-04,817,Terra,MODIS,38,6.2,297.5,30.6,D,0,2010,11
1.0751,39.0811,318.0,2.1,1.4,2010-11-04,817,Terra,MODIS,33,6.2,296.1,30.2,D,0,2010,11
4.6338,34.9785,326.9,1.0,1.0,2010-11-04,817,Terra,MODIS,48,6.2,305.3,8.6,D,0,2010,11
4.6415,34.9891,328.1,1.0,1.0,2010-11-04,817,Terra,MODIS,51,6.2,303.7,9.3,D,0,2010,11
4.6429,34.9798,335.9,1.0,1.0,2010-11-04,817,Terra,MODIS,81,6.2,305.4,21.0,D,0,2010,11
4.6442,34.9706,337.9,1.0,1.0,2010-11-04,817,Terra,MODIS,83,6.2,306.3,25.1,D,0,2010,11
4.6502,34.9869,333.0,1.0,1.0,2010-11-04,817,Terra,MODIS,77,6.2,302.8,16.1,D,0,2010,11
4.6754,34.9432,326.4,1.0,1.0,2010-11-04,817,Terra,MODIS,38,6.2,303.0,8.4,D,0,2010,11
0.5167,38.5343,316.0,1.9,1.4,2010-11-04,818,Terra,MODIS,30,6.2,295.7,21.7,D,0,2010,11
-1.5486,39.6516,320.1,2.6,1.5,2010-11-04,818,Terra,MODIS,64,6.2,298.6,31.8,D,0,2010,11
-1.0267,39.9285,318.0,2.7,1.6,2010-11-04,818,Terra,MODIS,34,6.2,295.4,45.3,D,0,2010,11
-0.8794,39.8366,317.7,2.6,1.6,2010-11-04,818,Terra,MODIS,43,6.2,295.7,42.2,D,0,2010,11
-3.2919,38.8793,315.5,2.4,1.5,2010-11-04,819,Terra,MODIS,0,6.2,290.4,18.3,D,0,2010,11
0.8491,38.3922,332.6,1.4,1.2,2010-11-04,1115,Aqua,MODIS,57,6.2,307.8,20.0,D,0,2010,11
0.8594,38.3907,342.8,1.4,1.2,2010-11-04,1115,Aqua,MODIS,87,6.2,307.3,46.0,D,0,2010,11
-0.8667,40.2628,326.9,1.7,1.3,2010-11-04,1115,Aqua,MODIS,52,6.2,303.0,27.1,D,0,2010,11
0.8508,38.4043,335.0,1.4,1.2,2010-11-04,1115,Aqua,MODIS,46,6.2,309.0,26.9,D,0,2010,11
2.8222,35.3817,346.0,1.0,1.0,2010-11-04,1116,Aqua,MODIS,85,6.2,305.5,40.6,D,0,2010,11
1.2493,39.2135,317.4,3.9,1.8,2010-11-05,1020,Aqua,MODIS,23,6.2,294.3,63.4,D,0,2010,11
-1.7257,38.9242,315.0,1.3,1.1,2010-11-06,806,Terra,MODIS,30,6.2,297.3,13.2,D,0,2010,11
-1.8295,41.0599,315.2,1.9,1.4,2010-11-06,806,Terra,MODIS,55,6.2,296.0,21.4,D,0,2010,11
-2.4384,40.4842,326.9,1.1,1.0,2010-11-06,1102,Aqua,MODIS,75,6.2,300.2,16.3,D,0,2010,11
-1.4776,41.2767,319.9,1.2,1.1,2010-11-08,753,Terra,MODIS,39,6.2,300.7,15.7,D,0,2010,11
-1.1241,36.1229,347.6,1.2,1.1,2010-11-08,754,Terra,MODIS,93,6.2,299.0,58.5,D,0,2010,11
-3.7601,38.0979,330.4,1.4,1.2,2010-11-08,1049,Aqua,MODIS,80,6.2,309.4,18.8,D,0,2010,11
-1.4765,41.2584,317.6,1.0,1.0,2010-11-08,1050,Aqua,MODIS,32,6.2,297.1,8.3,D,0,2010,11
-2.5829,40.2734,323.9,1.1,1.0,2010-11-08,1050,Aqua,MODIS,62,6.2,299.0,9.5,D,0,2010,11
4.563,34.8986,328.2,2.0,1.4,2010-11-09,835,Terra,MODIS,55,6.2,301.0,26.4,D,0,2010,11
-2.3735,40.5327,317.8,1.5,1.2,2010-11-10,1037,Aqua,MODIS,28,6.2,298.7,13.6,D,0,2010,11
4.6363,34.9013,335.0,1.2,1.1,2010-11-11,823,Terra,MODIS,79,6.2,308.1,21.6,D,0,2010,11
4.6347,34.912,328.7,1.2,1.1,2010-11-11,823,Terra,MODIS,67,6.2,309.3,10.6,D,0,2010,11
-2.45,36.9259,327.1,2.2,1.4,2010-11-11,825,Terra,MODIS,76,6.2,300.2,42.9,D,0,2010,11
-2.4527,36.9452,336.2,2.2,1.4,2010-11-11,825,Terra,MODIS,86,6.2,300.4,82.0,D,0,2010,11
-2.4612,36.932,333.5,1.2,1.1,2010-11-11,1120,Aqua,MODIS,69,6.2,309.1,20.7,D,0,2010,11
-2.4497,36.9415,329.5,1.2,1.1,2010-11-11,1120,Aqua,MODIS,53,6.2,308.8,14.6,D,0,2010,11
-2.4513,36.9305,329.9,1.2,1.1,2010-11-11,1120,Aqua,MODIS,62,6.2,310.0,15.8,D,0,2010,11
-2.4398,36.9401,329.1,1.2,1.1,2010-11-11,1120,Aqua,MODIS,32,6.2,307.4,14.6,D,0,2010,11
-0.9071,34.578,315.7,1.0,1.0,2010-11-11,1121,Aqua,MODIS,63,6.2,299.7,7.5,D,0,2010,11
-0.9084,34.569,316.0,1.0,1.0,2010-11-11,1121,Aqua,MODIS,64,6.2,299.6,7.7,D,0,2010,11
-3.7153,38.7926,325.8,1.9,1.3,2010-11-12,730,Terra,MODIS,68,6.2,302.3,39.3,D,0,2010,11
-3.89,38.1995,327.7,4.3,1.9,2010-11-12,1025,Aqua,MODIS,75,6.2,286.3,171.5,D,0,2010,11
-3.8972,38.1651,322.2,4.3,1.9,2010-11-12,1025,Aqua,MODIS,69,6.2,288.0,127.9,D,0,2010,11
4.6385,34.9401,329.2,1.0,1.0,2010-11-13,811,Terra,MODIS,74,6.2,301.3,11.1,D,0,2010,11
-2.4743,40.6291,323.0,1.4,1.2,2010-11-13,1108,Aqua,MODIS,60,6.2,297.6,16.3,D,0,2010,11
-0.5169,40.1827,326.9,1.3,1.1,2010-11-13,1109,Aqua,MODIS,67,6.2,300.2,14.3,D,0,2010,11
2.4639,35.1393,343.1,1.2,1.1,2010-11-15,759,Terra,MODIS,89,6.2,296.8,52.7,D,0,2010,11
