latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
-1.9725,40.4143,323.3,4.7,2.0,2005-02-01,1010,Aqua,MODIS,76,6.2,295.8,118.0,D,0,2005,2
-1.9717,40.4179,321.9,4.7,2.0,2005-02-01,1010,Aqua,MODIS,65,6.2,295.7,108.0,D,0,2005,2
0.6954,35.3383,320.2,1.1,1.1,2005-02-02,759,Terra,MODIS,68,6.2,304.6,8.4,D,0,2005,2
-1.9594,40.9332,319.7,1.4,1.2,2005-02-02,759,Terra,MODIS,57,6.2,297.2,16.1,D,0,2005,2
-1.7375,40.6702,327.6,1.4,1.2,2005-02-02,759,Terra,MODIS,75,6.2,301.2,25.2,D,0,2005,2
0.4317,35.3848,320.2,1.1,1.1,2005-02-02,759,Terra,MODIS,67,6.2,303.6,10.2,D,0,2005,2
0.0104,34.1548,319.0,1.3,1.1,2005-02-02,759,Terra,MODIS,41,6.2,293.9,11.8,D,0,2005,2
1.0982,34.8972,320.9,1.2,1.1,2005-02-02,759,Terra,MODIS,53,6.2,303.6,8.7,D,0,2005,2
0.5521,35.4248,320.6,1.1,1.1,2005-02-02,759,Terra,MODIS,68,6.2,302.8,10.9,D,0,2005,2
0.6152,34.7004,321.0,1.2,1.1,2005-02-02,759,Terra,MODIS,69,6.2,302.1,11.3,D,0,2005,2
-2.9749,39.9595,322.6,1.0,1.0,2005-02-02,1052,Aqua,MODIS,56,6.2,300.3,8.9,D,0,2005,2
-2.422,40.6686,325.4,1.0,1.0,2005-02-02,1053,Aqua,MODIS,40,6.2,303.4,6.0,D,0,2005,2
-1.9563,40.9639,338.8,1.0,1.0,2005-02-02,1053,Aqua,MODIS,64,6.2,303.7,28.7,D,0,2005,2
-2.6503,40.1672,327.7,1.0,1.0,2005-02-02,1053,Aqua,MODIS,72,6.2,301.4,13.0,D,0,2005,2
-2.3499,40.5977,329.4,1.0,1.0,2005-02-02,1053,Aqua,MODIS,65,6.2,303.5,12.4,D,0,2005,2
-2.3486,40.6067,325.8,1.0,1.0,2005-02-02,1053,Aqua,MODIS,35,6.2,301.9,9.4,D,0,2005,2
-0.0899,36.1438,332.6,1.5,1.2,2005-02-02,2020,Terra,MODIS,100,6.2,282.7,63.0,N,0,2005,2
-0.0882,36.1559,307.4,1.5,1.2,2005-02-02,2020,Terra,MODIS,71,6.2,282.0,18.8,N,0,2005,2
0.4331,34.5974,305.4,1.2,1.1,2005-02-02,2021,Terra,MODIS,64,6.2,288.4,9.9,N,0,2005,2
-0.5769,35.9693,306.0,3.9,1.8,2005-02-03,842,Terra,MODIS,30,6.2,288.2,28.5,D,0,2005,2
-0.1319,34.1509,320.2,1.8,1.3,2005-02-03,1136,Aqua,MODIS,52,6.2,301.4,12.1,D,0,2005,2
1.2402,34.8159,321.8,2.1,1.4,2005-02-04,746,Terra,MODIS,49,6.2,305.4,15.7,D,0,2005,2
-0.6276,35.9725,322.2,1.6,1.2,2005-02-04,747,Terra,MODIS,72,6.2,300.9,24.0,D,0,2005,2
-0.6247,35.9655,318.0,1.6,1.2,2005-02-04,747,Terra,MODIS,42,6.2,301.8,14.0,D,0,2005,2
-0.8935,34.5378,318.0,2.0,1.4,2005-02-04,747,Terra,MODIS,57,6.2,300.6,21.8,D,0,2005,2
-1.8159,41.0157,321.5,1.0,1.0,2005-02-04,747,Terra,MODIS,57,6.2,303.3,10.1,D,0,2005,2
-0.2534,36.4652,326.1,1.5,1.2,2005-02-04,747,Terra,MODIS,76,6.2,308.4,20.5,D,0,2005,2
-0.2553,36.4782,320.9,1.5,1.2,2005-02-04,747,Terra,MODIS,63,6.2,307.9,12.1,D,0,2005,2
-1.9761,40.4783,321.2,1.0,1.0,2005-02-04,747,Terra,MODIS,61,6.2,302.3,7.8,D,0,2005,2
-1.9945,40.2935,320.9,1.0,1.0,2005-02-04,747,Terra,MODIS,65,6.2,300.0,8.8,D,0,2005,2
-1.9958,40.3024,329.3,1.0,1.0,2005-02-04,747,Terra,MODIS,79,6.2,302.3,18.7,D,0,2005,2
-0.2903,36.42,323.8,1.5,1.2,2005-02-04,747,Terra,MODIS,73,6.2,308.4,14.2,D,0,2005,2
-0.301,36.4184,333.5,1.5,1.2,2005-02-04,747,Terra,MODIS,84,6.2,308.0,34.3,D,0,2005,2
-1.9895,40.4625,328.3,1.2,1.1,2005-02-04,1040,Aqua,MODIS,49,6.2,302.0,14.2,D,0,2005,2
-1.9797,40.4611,345.5,1.2,1.1,2005-02-04,1040,Aqua,MODIS,90,6.2,307.2,50.9,D,0,2005,2
-2.0126,40.2993,325.2,1.2,1.1,2005-02-04,1040,Aqua,MODIS,51,6.2,302.4,12.8,D,0,2005,2
-1.9879,40.4732,342.8,1.2,1.1,2005-02-04,1040,Aqua,MODIS,88,6.2,302.1,42.3,D,0,2005,2
-1.9782,40.4718,331.8,1.2,1.1,2005-02-04,1040,Aqua,MODIS,41,6.2,308.8,21.6,D,0,2005,2
0.8215,40.7591,319.6,2.0,1.4,2005-02-04,2008,Terra,MODIS,99,6.2,294.5,42.2,N,0,2005,2
0.8189,40.7413,304.8,2.0,1.4,2005-02-04,2008,Terra,MODIS,59,6.2,293.9,10.6,N,0,2005,2
-0.9357,34.5517,316.1,1.7,1.3,2005-02-05,830,Terra,MODIS,51,6.2,302.1,13.6,D,0,2005,2
-0.9869,34.6814,315.1,1.8,1.3,2005-02-05,830,Terra,MODIS,44,6.2,299.4,16.4,D,0,2005,2
-0.9774,34.6725,318.3,1.8,1.3,2005-02-05,830,Terra,MODIS,56,6.2,300.0,19.9,D,0,2005,2
-0.9786,34.6724,348.3,1.2,1.1,2005-02-05,1124,Aqua,MODIS,93,6.2,306.4,59.5,D,0,2005,2
0.0373,34.4909,344.5,1.2,1.1,2005-02-05,1124,Aqua,MODIS,90,6.2,309.1,43.2,D,0,2005,2
-3.4908,37.6166,300.4,1.0,1.0,2005-02-06,1955,Terra,MODIS,27,6.2,286.6,3.8,N,0,2005,2
0.8661,34.4427,300.9,1.4,1.2,2005-02-06,1956,Terra,MODIS,35,6.2,284.4,8.8,N,0,2005,2
-0.2858,36.5379,310.4,1.1,1.0,2005-02-06,1956,Terra,MODIS,80,6.2,277.1,14.3,N,0,2005,2
-0.2831,36.5573,305.3,1.1,1.0,2005-02-06,1956,Terra,MODIS,64,6.2,275.7,11.5,N,0,2005,2
-0.2844,36.5478,362.2,1.1,1.0,2005-02-06,1956,Terra,MODIS,100,6.2,281.0,108.2,N,0,2005,2
0.5024,34.5419,302.1,1.4,1.2,2005-02-06,1956,Terra,MODIS,46,6.2,288.6,8.3,N,0,2005,2
0.5006,34.5298,306.5,1.4,1.2,2005-02-06,1956,Terra,MODIS,68,6.2,289.1,12.4,N,0,2005,2
-0.2924,36.5539,309.2,1.4,1.2,2005-02-06,2250,Aqua,MODIS,77,6.2,278.1,22.2,N,0,2005,2
-0.4064,35.7939,312.4,1.3,1.1,2005-02-07,817,Terra,MODIS,46,6.2,287.3,13.7,D,0,2005,2
0.332,34.446,319.0,1.1,1.0,2005-02-07,817,Terra,MODIS,65,6.2,300.1,6.7,D,0,2005,2
0.3339,34.3689,315.8,1.1,1.0,2005-02-07,817,Terra,MODIS,56,6.2,298.9,5.0,D,0,2005,2
1.0905,34.9233,323.2,1.1,1.0,2005-02-07,817,Terra,MODIS,64,6.2,308.7,7.8,D,0,2005,2
0.7635,35.3644,321.2,1.2,1.1,2005-02-07,817,Terra,MODIS,67,6.2,303.5,11.3,D,0,2005,2
1.1147,35.1238,325.1,1.1,1.1,2005-02-07,817,Terra,MODIS,74,6.2,299.1,17.4,D,0,2005,2
-0.2937,36.5537,317.1,1.4,1.2,2005-02-07,817,Terra,MODIS,63,6.2,293.2,20.9,D,0,2005,2
0.9336,34.9745,322.3,1.1,1.1,2005-02-07,817,Terra,MODIS,68,6.2,305.4,10.0,D,0,2005,2
-2.5245,40.5492,324.9,1.7,1.3,2005-02-07,1111,Aqua,MODIS,0,6.2,300.9,21.5,D,0,2005,2
-2.5062,40.5936,325.0,1.7,1.3,2005-02-07,1111,Aqua,MODIS,64,6.2,299.8,25.5,D,0,2005,2
-2.513,40.5475,339.8,1.7,1.3,2005-02-07,1111,Aqua,MODIS,79,6.2,299.5,65.5,D,0,2005,2
-0.2863,36.5541,327.8,1.1,1.0,2005-02-07,1112,Aqua,MODIS,74,6.2,297.2,21.7,D,0,2005,2
-0.1883,35.9564,332.6,1.0,1.0,2005-02-07,1112,Aqua,MODIS,49,6.2,312.4,11.3,D,0,2005,2
-0.2911,34.9181,335.8,1.0,1.0,2005-02-07,1112,Aqua,MODIS,55,6.2,308.3,19.3,D,0,2005,2
-0.2923,34.9092,356.8,1.0,1.0,2005-02-07,1112,Aqua,MODIS,98,6.2,310.2,62.5,D,0,2005,2
0.4477,35.7698,325.7,1.0,1.0,2005-02-07,1112,Aqua,MODIS,60,6.2,303.9,12.6,D,0,2005,2
4.6237,34.399,333.4,1.0,1.0,2005-02-07,1113,Aqua,MODIS,55,6.2,314.4,10.3,D,0,2005,2
-1.8852,40.6637,330.8,1.9,1.4,2005-02-08,723,Terra,MODIS,81,6.2,296.0,53.7,D,0,2005,2
-1.8823,40.6579,325.2,3.4,1.7,2005-02-08,1016,Aqua,MODIS,75,6.2,293.1,94.9,D,0,2005,2
-2.4709,40.6561,319.3,3.4,1.7,2005-02-08,1016,Aqua,MODIS,43,6.2,291.7,49.3,D,0,2005,2
-2.4612,40.65,317.8,3.4,1.7,2005-02-08,1016,Aqua,MODIS,56,6.2,292.2,40.4,D,0,2005,2
-0.0023,34.1494,317.6,4.3,1.9,2005-02-08,1155,Aqua,MODIS,51,6.2,292.7,66.6,D,0,2005,2
-0.1534,35.0589,322.7,1.0,1.0,2005-02-09,805,Terra,MODIS,60,6.2,306.3,7.2,D,0,2005,2
0.6863,35.3618,335.5,1.0,1.0,2005-02-09,805,Terra,MODIS,83,6.2,311.4,22.6,D,0,2005,2
0.3752,34.5364,324.9,1.1,1.0,2005-02-09,805,Terra,MODIS,74,6.2,299.3,16.7,D,0,2005,2
-0.1128,36.2142,321.0,1.0,1.0,2005-02-09,805,Terra,MODIS,47,6.2,302.1,10.7,D,0,2005,2
-0.1302,36.0851,333.7,1.0,1.0,2005-02-09,805,Terra,MODIS,84,6.2,312.0,16.5,D,0,2005,2
-0.1315,36.094,337.8,1.0,1.0,2005-02-09,805,Terra,MODIS,87,6.2,311.2,22.8,D,0,2005,2
-0.2699,35.9077,326.7,1.0,1.0,2005-02-09,805,Terra,MODIS,75,6.2,310.4,7.7,D,0,2005,2
-0.6957,35.7342,361.8,1.0,1.0,2005-02-09,805,Terra,MODIS,100,6.2,297.9,89.2,D,0,2005,2
-0.5763,36.4241,330.7,1.0,1.0,2005-02-09,805,Terra,MODIS,67,6.2,313.6,16.4,D,0,2005,2
1.1963,34.7784,343.0,1.1,1.0,2005-02-09,805,Terra,MODIS,88,6.2,313.6,35.5,D,0,2005,2
-0.5294,35.671,316.8,1.0,1.0,2005-02-09,805,Terra,MODIS,53,6.2,296.4,8.9,D,0,2005,2
0.0682,37.4249,323.6,1.1,1.0,2005-02-09,805,Terra,MODIS,50,6.2,297.6,18.7,D,0,2005,2
-0.909,35.7456,323.4,1.0,1.0,2005-02-09,805,Terra,MODIS,47,6.2,304.2,11.4,D,0,2005,2
-3.5671,38.3904,318.2,1.3,1.1,2005-02-09,806,Terra,MODIS,57,6.2,301.7,12.8,D,0,2005,2
-3.5618,38.4262,321.7,1.3,1.1,2005-02-09,806,Terra,MODIS,41,6.2,303.3,16.2,D,0,2005,2
-3.5538,38.4334,334.4,1.3,1.1,2005-02-09,806,Terra,MODIS,82,6.2,305.1,38.8,D,0,2005,2
-3.5635,38.4382,321.2,1.3,1.1,2005-02-09,806,Terra,MODIS,53,6.2,303.6,15.7,D,0,2005,2
-3.5517,38.4277,322.2,1.3,1.1,2005-02-09,806,Terra,MODIS,44,6.2,303.0,17.2,D,0,2005,2
-3.5533,38.4397,318.5,1.3,1.1,2005-02-09,806,Terra,MODIS,30,6.2,302.1,11.8,D,0,2005,2
-4.6355,39.17,347.8,1.0,1.0,2005-02-09,1058,Aqua,MODIS,92,6.2,311.4,40.4,D,0,2005,2
-4.6368,39.1611,337.8,1.0,1.0,2005-02-09,1058,Aqua,MODIS,84,6.2,309.4,21.5,D,0,2005,2
-4.1634,38.7373,333.8,1.0,1.0,2005-02-09,1058,Aqua,MODIS,60,6.2,312.4,13.2,D,0,2005,2
-4.2367,38.9364,329.5,1.0,1.0,2005-02-09,1058,Aqua,MODIS,67,6.2,311.7,11.0,D,0,2005,2
-4.2609,38.8307,330.7,1.0,1.0,2005-02-09,1058,Aqua,MODIS,37,6.2,311.9,7.9,D,0,2005,2
-0.7414,36.0797,317.4,1.1,1.1,2005-02-09,1059,Aqua,MODIS,37,6.2,299.7,11.0,D,0,2005,2
-0.1932,35.7479,326.7,1.2,1.1,2005-02-09,1059,Aqua,MODIS,43,6.2,307.5,17.6,D,0,2005,2
-2.2031,40.8543,328.8,1.1,1.1,2005-02-09,1059,Aqua,MODIS,53,6.2,308.2,13.0,D,0,2005,2
-1.7895,41.2406,328.3,1.2,1.1,2005-02-09,1059,Aqua,MODIS,60,6.2,308.6,14.9,D,0,2005,2
-0.6152,34.2582,325.3,1.5,1.2,2005-02-09,1059,Aqua,MODIS,59,6.2,308.6,14.8,D,0,2005,2
-2.3939,40.6074,336.1,1.1,1.1,2005-02-09,1059,Aqua,MODIS,78,6.2,310.6,16.5,D,0,2005,2
-0.2558,35.8877,337.0,1.1,1.1,2005-02-09,1059,Aqua,MODIS,75,6.2,322.1,15.2,D,0,2005,2
-0.2668,35.879,337.2,1.1,1.1,2005-02-09,1059,Aqua,MODIS,77,6.2,320.8,17.7,D,0,2005,2
-0.2653,35.8892,370.1,1.1,1.1,2005-02-09,1059,Aqua,MODIS,100,6.2,323.3,112.3,D,0,2005,2
-2.1413,40.5829,329.7,1.1,1.1,2005-02-09,1059,Aqua,MODIS,58,6.2,305.8,18.9,D,0,2005,2
-2.2104,40.6698,335.4,1.1,1.1,2005-02-09,1059,Aqua,MODIS,78,6.2,311.7,15.8,D,0,2005,2
-2.2387,40.6739,332.5,1.1,1.1,2005-02-09,1059,Aqua,MODIS,71,6.2,311.4,9.3,D,0,2005,2
-0.117,36.209,324.9,1.1,1.0,2005-02-09,1059,Aqua,MODIS,58,6.2,307.2,14.2,D,0,2005,2
-0.0252,35.0076,339.4,1.3,1.1,2005-02-09,1100,Aqua,MODIS,86,6.2,304.0,43.3,D,0,2005,2
0.506,35.2197,326.9,1.2,1.1,2005-02-09,1100,Aqua,MODIS,68,6.2,312.7,11.1,D,0,2005,2
-0.027,34.9957,325.1,1.3,1.1,2005-02-09,1100,Aqua,MODIS,68,6.2,305.7,14.8,D,0,2005,2
0.6646,34.4056,324.7,1.4,1.2,2005-02-09,1100,Aqua,MODIS,62,6.2,306.5,13.3,D,0,2005,2
