latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month
-2.4237,38.0708,343.3,1.1,1.0,2011-09-01,748,Terra,MODIS,89,6.2,303.7,40.2,D,0,2011,9
-2.4285,38.064,332.0,1.1,1.0,2011-09-01,748,Terra,MODIS,74,6.2,307.5,18.0,D,0,2011,9
-2.4222,38.061,353.8,1.1,1.0,2011-09-01,748,Terra,MODIS,96,6.2,308.0,66.4,D,0,2011,9
-2.3307,38.2125,320.1,1.8,1.3,2011-09-01,1043,Aqua,MODIS,39,6.2,293.8,21.0,D,0,2011,9
-2.3289,38.2034,328.9,1.8,1.3,2011-09-01,1043,Aqua,MODIS,77,6.2,296.7,42.1,D,0,2011,9
-2.4253,38.0766,321.8,1.8,1.3,2011-09-01,1043,Aqua,MODIS,35,6.2,291.7,16.1,D,0,2011,9
-2.4275,38.0606,338.1,1.8,1.3,2011-09-01,1043,Aqua,MODIS,86,6.2,290.9,68.3,D,0,2011,9
-2.4335,38.0566,329.4,1.8,1.3,2011-09-01,1043,Aqua,MODIS,77,6.2,291.0,40.1,D,0,2011,9
-1.5655,40.9825,325.5,1.1,1.1,2011-09-01,1043,Aqua,MODIS,42,6.2,303.5,14.0,D,0,2011,9
-2.333,38.1968,324.8,1.8,1.3,2011-09-01,1043,Aqua,MODIS,70,6.2,295.6,31.2,D,0,2011,9
-1.1303,37.3847,350.5,1.8,1.3,2011-09-02,1126,Aqua,MODIS,89,6.2,300.9,119.2,D,0,2011,9
-2.4289,38.0619,341.1,1.7,1.3,2011-09-03,735,Terra,MODIS,89,6.2,299.5,75.8,D,0,2011,9
-2.4333,38.047,329.3,3.2,1.7,2011-09-03,1030,Aqua,MODIS,49,6.2,302.5,66.8,D,0,2011,9
-2.4314,38.0677,334.3,3.2,1.7,2011-09-03,1030,Aqua,MODIS,77,6.2,302.3,97.6,D,0,2011,9
-0.9031,34.5575,323.2,1.1,1.0,2011-09-04,818,Terra,MODIS,76,6.2,296.8,17.1,D,0,2011,9
-0.0474,38.304,333.6,1.3,1.1,2011-09-04,1114,Aqua,MODIS,45,6.2,283.2,31.8,D,0,2011,9
-0.0458,38.3155,344.3,1.3,1.1,2011-09-04,1114,Aqua,MODIS,73,6.2,282.4,57.7,D,0,2011,9
-1.8291,41.0136,315.2,3.2,1.7,2011-09-05,1018,Aqua,MODIS,50,6.2,294.7,32.0,D,0,2011,9
-1.2059,39.8937,340.9,1.5,1.2,2011-09-06,806,Terra,MODIS,89,6.2,297.8,57.6,D,0,2011,9
