latitude,longitude,tmax,date
5.43750000000001,35.31249999999999,30.690718,2012-05
5.43750000000001,35.35416666666666,30.655754,2012-05
5.43750000000001,35.39583333333333,30.468788,2012-05
5.43750000000001,35.43749999999999,31.357822,2012-05
5.43750000000001,35.47916666666666,31.734858,2012-05
5.43750000000001,35.52083333333333,31.815893,2012-05
5.43750000000001,35.56249999999999,31.872927,2012-05
5.43750000000001,35.60416666666666,31.413961,2012-05
5.43750000000001,35.64583333333333,31.550997,2012-05
5.43750000000001,35.68749999999999,32.27603,2012-05
5.43750000000001,35.72916666666666,32.57707,2012-05
5.395833333333343,35.27083333333333,31.36687,2012-05
5.395833333333343,35.31249999999999,31.263836,2012-05
5.395833333333343,35.35416666666666,31.412802,2012-05
5.395833333333343,35.39583333333333,31.533768,2012-05
5.395833333333343,35.43749999999999,31.746733,2012-05
5.395833333333343,35.47916666666666,31.743696,2012-05
5.395833333333343,35.52083333333333,31.500664,2012-05
5.395833333333343,35.56249999999999,31.981628,2012-05
5.395833333333343,35.60416666666666,32.182594,2012-05
5.395833333333343,35.64583333333333,32.29956,2012-05
5.395833333333343,35.68749999999999,32.464523,2012-05
5.395833333333343,35.72916666666666,32.569492,2012-05
5.395833333333343,35.77083333333333,32.804096,2012-05
5.395833333333343,35.81249999999999,33.07635,2012-05
5.354166666666676,35.27083333333333,31.968058,2012-05
5.354166666666676,35.31249999999999,31.672953,2012-05
5.354166666666676,35.35416666666666,31.80585,2012-05
5.354166666666676,35.39583333333333,31.598745,2012-05
5.354166666666676,35.43749999999999,31.471642,2012-05
5.354166666666676,35.47916666666666,30.916538,2012-05
5.354166666666676,35.52083333333333,30.257435,2012-05
5.354166666666676,35.56249999999999,31.554329,2012-05
5.354166666666676,35.60416666666666,32.407227,2012-05
5.354166666666676,35.64583333333333,32.58412,2012-05
5.354166666666676,35.68749999999999,32.65702,2012-05
5.354166666666676,35.72916666666666,32.725914,2012-05
5.354166666666676,35.77083333333333,32.872223,2012-05
5.354166666666676,35.81249999999999,33.05994,2012-05
5.354166666666676,35.85416666666666,33.239662,2012-05
5.31250000000001,35.22916666666666,32.65872,2012-05
5.31250000000001,35.27083333333333,32.601246,2012-05
5.31250000000001,35.31249999999999,32.158073,2012-05
5.31250000000001,35.35416666666666,31.8989,2012-05
5.31250000000001,35.39583333333333,31.507725,2012-05
5.31250000000001,35.43749999999999,31.440552,2012-05
5.31250000000001,35.47916666666666,30.777378,2012-05
5.31250000000001,35.52083333333333,30.182205,2012-05
5.31250000000001,35.56249999999999,31.52703,2012-05
5.31250000000001,35.60416666666666,32.60386,2012-05
5.31250000000001,35.64583333333333,32.756683,2012-05
5.31250000000001,35.68749999999999,32.78951,2012-05
5.31250000000001,35.72916666666666,32.866337,2012-05
5.31250000000001,35.77083333333333,33.092342,2012-05
5.31250000000001,35.81249999999999,33.19553,2012-05
5.31250000000001,35.85416666666666,33.31072,2012-05
5.270833333333343,35.18749999999999,33.196716,2012-05
5.270833333333343,35.22916666666666,33.100273,2012-05
5.270833333333343,35.27083333333333,32.750435,2012-05
5.270833333333343,35.31249999999999,32.26319,2012-05
5.270833333333343,35.35416666666666,32.36395,2012-05
5.270833333333343,35.39583333333333,31.688704,2012-05
5.270833333333343,35.43749999999999,31.75346,2012-05
5.270833333333343,35.47916666666666,31.862217,2012-05
5.270833333333343,35.52083333333333,31.486975,2012-05
5.270833333333343,35.56249999999999,32.527733,2012-05
5.270833333333343,35.60416666666666,32.94849,2012-05
5.270833333333343,35.64583333333333,33.033245,2012-05
5.270833333333343,35.68749999999999,33.038002,2012-05
5.270833333333343,35.72916666666666,33.126762,2012-05
5.270833333333343,35.77083333333333,33.268467,2012-05
5.270833333333343,35.81249999999999,33.35512,2012-05
5.270833333333343,35.85416666666666,33.38178,2012-05
5.229166666666676,35.14583333333333,33.689583,2012-05
5.229166666666676,35.18749999999999,33.66052,2012-05
5.229166666666676,35.22916666666666,33.60745,2012-05
5.229166666666676,35.27083333333333,33.385292,2012-05
5.229166666666676,35.31249999999999,33.08605,2012-05
5.229166666666676,35.35416666666666,33.08681,2012-05
5.229166666666676,35.39583333333333,32.787567,2012-05
5.229166666666676,35.43749999999999,32.704323,2012-05
5.229166666666676,35.47916666666666,32.62508,2012-05
5.229166666666676,35.52083333333333,32.897835,2012-05
5.229166666666676,35.56249999999999,33.158596,2012-05
5.229166666666676,35.60416666666666,33.351353,2012-05
5.229166666666676,35.64583333333333,33.37611,2012-05
5.229166666666676,35.68749999999999,33.420864,2012-05
5.229166666666676,35.72916666666666,33.42562,2012-05
5.229166666666676,35.77083333333333,33.411255,2012-05
5.229166666666676,35.81249999999999,33.405758,2012-05
5.229166666666676,35.85416666666666,33.18026,2012-05
5.18750000000001,35.10416666666666,33.941177,2012-05
5.18750000000001,35.14583333333333,34.02753,2012-05
5.18750000000001,35.18749999999999,34.01388,2012-05
5.18750000000001,35.22916666666666,34.068237,2012-05
5.18750000000001,35.27083333333333,34.025826,2012-05
5.18750000000001,35.31249999999999,33.870655,2012-05
5.18750000000001,35.35416666666666,33.731483,2012-05
5.18750000000001,35.39583333333333,33.46431,2012-05
5.18750000000001,35.43749999999999,33.509132,2012-05
5.18750000000001,35.47916666666666,33.573963,2012-05
5.18750000000001,35.52083333333333,33.55879,2012-05
5.18750000000001,35.56249999999999,33.679615,2012-05
5.18750000000001,35.60416666666666,33.78844,2012-05
5.18750000000001,35.64583333333333,33.80527,2012-05
5.18750000000001,35.68749999999999,33.686096,2012-05
5.18750000000001,35.72916666666666,33.59492,2012-05
5.18750000000001,35.77083333333333,33.484703,2012-05
5.18750000000001,35.81249999999999,33.459435,2012-05
5.18750000000001,35.85416666666666,33.22217,2012-05
5.145833333333343,35.06249999999999,33.97793,2012-05
5.145833333333343,35.10416666666666,34.203705,2012-05
5.145833333333343,35.14583333333333,34.249477,2012-05
5.145833333333343,35.18749999999999,34.219254,2012-05
5.145833333333343,35.22916666666666,34.05303,2012-05
5.145833333333343,35.27083333333333,34.274364,2012-05
5.145833333333343,35.31249999999999,34.20326,2012-05
5.145833333333343,35.35416666666666,34.192154,2012-05
5.145833333333343,35.39583333333333,34.181053,2012-05
5.145833333333343,35.43749999999999,34.045948,2012-05
5.145833333333343,35.47916666666666,33.982845,2012-05
5.145833333333343,35.52083333333333,34.00374,2012-05
5.145833333333343,35.56249999999999,34.084637,2012-05
5.145833333333343,35.60416666666666,34.16153,2012-05
5.145833333333343,35.64583333333333,34.010426,2012-05
5.145833333333343,35.68749999999999,33.791325,2012-05
5.145833333333343,35.72916666666666,33.71222,2012-05
5.145833333333343,35.77083333333333,33.59415,2012-05
5.145833333333343,35.81249999999999,33.43312,2012-05
5.145833333333343,35.85416666666666,33.224083,2012-05
5.104166666666676,35.02083333333333,34.131832,2012-05
5.104166666666676,35.06249999999999,34.109028,2012-05
5.104166666666676,35.10416666666666,34.23423,2012-05
5.104166666666676,35.14583333333333,34.267426,2012-05
5.104166666666676,35.18749999999999,34.32062,2012-05
5.104166666666676,35.22916666666666,34.31382,2012-05
5.104166666666676,35.27083333333333,34.4469,2012-05
5.104166666666676,35.31249999999999,34.551865,2012-05
5.104166666666676,35.35416666666666,34.60083,2012-05
5.104166666666676,35.39583333333333,34.557793,2012-05
5.104166666666676,35.43749999999999,34.41876,2012-05
5.104166666666676,35.47916666666666,34.347725,2012-05
5.104166666666676,35.52083333333333,34.31669,2012-05
5.104166666666676,35.56249999999999,34.293655,2012-05
5.104166666666676,35.60416666666666,34.362625,2012-05
5.104166666666676,35.64583333333333,34.163586,2012-05
5.104166666666676,35.68749999999999,33.868553,2012-05
5.104166666666676,35.72916666666666,33.83752,2012-05
5.104166666666676,35.77083333333333,33.9316,2012-05
5.104166666666676,35.81249999999999,33.742798,2012-05
5.104166666666676,35.85416666666666,33.126,2012-05
5.06250000000001,34.97916666666666,34.6389,2012-05
5.06250000000001,35.02083333333333,34.519516,2012-05
5.06250000000001,35.06249999999999,34.244137,2012-05
5.06250000000001,35.10416666666666,34.332756,2012-05
5.06250000000001,35.14583333333333,34.393368,2012-05
5.06250000000001,35.18749999999999,34.37399,2012-05
5.06250000000001,35.22916666666666,34.266605,2012-05
5.06250000000001,35.27083333333333,34.287434,2012-05
5.06250000000001,35.31249999999999,34.644466,2012-05
5.06250000000001,35.35416666666666,34.8815,2012-05
5.06250000000001,35.39583333333333,34.83854,2012-05
5.06250000000001,35.43749999999999,34.67557,2012-05
5.06250000000001,35.47916666666666,34.58061,2012-05
5.06250000000001,35.52083333333333,34.505642,2012-05
5.06250000000001,35.56249999999999,34.41468,2012-05
5.06250000000001,35.60416666666666,34.35971,2012-05
5.06250000000001,35.64583333333333,34.184746,2012-05
5.06250000000001,35.68749999999999,33.94578,2012-05
5.06250000000001,35.72916666666666,33.938816,2012-05
5.06250000000001,35.77083333333333,34.02905,2012-05
5.06250000000001,35.81249999999999,33.920483,2012-05
5.06250000000001,35.85416666666666,33.40391,2012-05
5.020833333333343,34.93749999999999,34.75912,2012-05
5.020833333333343,34.97916666666666,34.87116,2012-05
5.020833333333343,35.02083333333333,34.7792,2012-05
5.020833333333343,35.06249999999999,34.483242,2012-05
5.020833333333343,35.10416666666666,34.491276,2012-05
5.020833333333343,35.14583333333333,34.495316,2012-05
5.020833333333343,35.18749999999999,34.499355,2012-05
