latitude,longitude,tmax,date
5.43750000000001,35.31249999999999,31.040897,2002-11
5.43750000000001,35.35416666666666,31.130383,2002-11
5.43750000000001,35.39583333333333,31.067867,2002-11
5.43750000000001,35.43749999999999,32.201355,2002-11
5.43750000000001,35.47916666666666,32.61884,2002-11
5.43750000000001,35.52083333333333,32.70833,2002-11
5.43750000000001,35.56249999999999,32.793816,2002-11
5.43750000000001,35.60416666666666,32.3153,2002-11
5.43750000000001,35.64583333333333,32.432785,2002-11
5.43750000000001,35.68749999999999,33.19427,2002-11
5.43750000000001,35.72916666666666,33.431755,2002-11
5.395833333333343,35.27083333333333,31.849775,2002-11
5.395833333333343,35.31249999999999,31.77866,2002-11
5.395833333333343,35.35416666666666,32.051544,2002-11
5.395833333333343,35.39583333333333,32.30043,2002-11
5.395833333333343,35.43749999999999,32.561314,2002-11
5.395833333333343,35.47916666666666,32.570194,2002-11
5.395833333333343,35.52083333333333,32.295082,2002-11
5.395833333333343,35.56249999999999,32.855965,2002-11
5.395833333333343,35.60416666666666,33.09285,2002-11
5.395833333333343,35.64583333333333,33.173733,2002-11
5.395833333333343,35.68749999999999,33.342617,2002-11
5.395833333333343,35.72916666666666,33.419502,2002-11
5.395833333333343,35.77083333333333,33.559006,2002-11
5.395833333333343,35.81249999999999,33.737137,2002-11
5.354166666666676,35.27083333333333,32.50014,2002-11
5.354166666666676,35.31249999999999,32.236423,2002-11
5.354166666666676,35.35416666666666,32.48071,2002-11
5.354166666666676,35.39583333333333,32.272987,2002-11
5.354166666666676,35.43749999999999,32.15327,2002-11
5.354166666666676,35.47916666666666,31.549553,2002-11
5.354166666666676,35.52083333333333,30.829836,2002-11
5.354166666666676,35.56249999999999,32.314117,2002-11
5.354166666666676,35.60416666666666,33.2944,2002-11
5.354166666666676,35.64583333333333,33.506683,2002-11
5.354166666666676,35.68749999999999,33.538963,2002-11
5.354166666666676,35.72916666666666,33.559246,2002-11
5.354166666666676,35.77083333333333,33.587505,2002-11
5.354166666666676,35.81249999999999,33.67974,2002-11
5.354166666666676,35.85416666666666,33.759975,2002-11
5.31250000000001,35.22916666666666,33.18773,2002-11
5.31250000000001,35.27083333333333,33.126507,2002-11
5.31250000000001,35.31249999999999,32.71819,2002-11
5.31250000000001,35.35416666666666,32.50987,2002-11
5.31250000000001,35.39583333333333,32.08555,2002-11
5.31250000000001,35.43749999999999,32.06523,2002-11
5.31250000000001,35.47916666666666,31.43291,2002-11
5.31250000000001,35.52083333333333,30.84859,2002-11
5.31250000000001,35.56249999999999,32.35627,2002-11
5.31250000000001,35.60416666666666,33.49195,2002-11
5.31250000000001,35.64583333333333,33.66363,2002-11
