date,tmax_mean,tmax_std,tmax_min,tmax_max,tmax_count
2014-10,30.543310578656154,3.721694989891548,9.665789,38.335777,27652
2014-11,30.33727681664979,3.7311574595522288,9.016771,37.7369,27652
2014-12,30.454896596792274,3.8826415141096757,9.062366,37.722397,27652
2015-08,29.129600850336324,3.8892693782911603,7.744129,37.397026,27652
2015-09,30.928638720852017,3.880895563182758,10.024025,39.213818,27652
2016-01,32.63894450871546,3.6715167711574734,12.064878,38.6424,27652
2016-02,33.47257867785332,3.784229117858186,13.238039,39.74862,27652
2016-03,33.41529227198756,3.8849723506065312,13.020246,40.281395,27652
2016-04,31.45100722134023,3.752829746709452,11.2636,38.43148,27652
2016-05,30.16797032126067,3.750239616310962,9.914285,37.718403,27652
2016-06,29.450528226638216,3.8359121933071547,9.345442,37.428596,27652
2016-07,29.17833672652973,3.7628436787210315,8.515403,36.906685,27652
2016-10,31.429860115507015,3.540070290374648,10.774121,38.789944,27652
2016-11,30.714492557717342,3.7558128471696093,9.488646,38.11867,27652
2016-12,31.35540891125416,3.8301793638935333,9.941531,38.851562,27652
2017-08,29.321128004791696,3.9095418370117483,8.261838,37.177876,27652
2017-09,30.18477138879647,3.805099839474363,9.05215,38.171387,27652
2018-01,31.117190083122377,3.855007003353036,10.264877,38.226185,27652
2018-02,32.92608719459714,3.570493024689189,12.693768,38.806953,27652
2018-03,31.412496095508462,3.8780582341986047,11.017642,38.002747,27652
2018-04,30.125898167546648,3.6698937190449143,9.7636,36.831482,27652
2018-05,29.488481423441343,3.9302725956263935,8.914285,37.439846,27652
2018-06,28.83821171372776,3.8890147577707173,8.655338,36.874863,27652
2018-07,28.337404100589467,3.7661999062926648,7.627903,36.006683,27652
2018-10,31.11723527189715,3.5704678871538977,10.371517,38.75661,27652
2018-11,31.03227093593592,3.584563316745977,10.076146,38.070232,27652
2018-12,31.48509222345581,3.8707101935882515,10.141531,38.599308,27652
